GENE PRODUCT DB	GENE PRODUCT ID	GO TERM	GO NAME	GO ASPECT
UniProtKB	P15056	GO:0006468	protein phosphorylation	P
UniProtKB	P15056	GO:0007173	epidermal growth factor receptor signaling pathway	P
UniProtKB	P15056	GO:0009887	animal organ morphogenesis	P
UniProtKB	P15056	GO:0010628	positive regulation of gene expression	P
UniProtKB	P15056	GO:0010828	positive regulation of glucose transmembrane transport	P
UniProtKB	P15056	GO:0033138	positive regulation of peptidyl-serine phosphorylation	P
UniProtKB	P15056	GO:0043066	negative regulation of apoptotic process	P
UniProtKB	P15056	GO:0043066	negative regulation of apoptotic process	P
UniProtKB	P15056	GO:0070374	positive regulation of ERK1 and ERK2 cascade	P
UniProtKB	P15056	GO:0071277	cellular response to calcium ion	P
UniProtKB	P15056	GO:0090150	establishment of protein localization to membrane	P
UniProtKB	P15735	GO:0005977	glycogen metabolic process	P
UniProtKB	P15735	GO:0006091	generation of precursor metabolites and energy	P
UniProtKB	P15735	GO:0006468	protein phosphorylation	P
UniProtKB	P15735	GO:0045819	positive regulation of glycogen catabolic process	P
UniProtKB	P16234	GO:0034614	cellular response to reactive oxygen species	P
UniProtKB	P16234	GO:0001553	luteinization	P
UniProtKB	P16234	GO:0001775	cell activation	P
UniProtKB	P16234	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P16234	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P16234	GO:0010544	negative regulation of platelet activation	P
UniProtKB	P16234	GO:0010863	positive regulation of phospholipase C activity	P
UniProtKB	P16234	GO:0018108	peptidyl-tyrosine phosphorylation	P
UniProtKB	P16234	GO:0018108	peptidyl-tyrosine phosphorylation	P
UniProtKB	P16234	GO:0030335	positive regulation of cell migration	P
UniProtKB	P16234	GO:0030335	positive regulation of cell migration	P
UniProtKB	P16234	GO:0032956	regulation of actin cytoskeleton organization	P
UniProtKB	P16234	GO:0035790	platelet-derived growth factor receptor-alpha signaling pathway	P
UniProtKB	P16234	GO:0038091	positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway	P
UniProtKB	P16234	GO:0042060	wound healing	P
UniProtKB	P16234	GO:0046777	protein autophosphorylation	P
UniProtKB	P16234	GO:0046777	protein autophosphorylation	P
UniProtKB	P16234	GO:0048008	platelet-derived growth factor receptor signaling pathway	P
UniProtKB	P16234	GO:0048008	platelet-derived growth factor receptor signaling pathway	P
UniProtKB	P16234	GO:0048146	positive regulation of fibroblast proliferation	P
UniProtKB	P16234	GO:0048557	embryonic digestive tract morphogenesis	P
UniProtKB	P16234	GO:0048701	embryonic cranial skeleton morphogenesis	P
UniProtKB	P16234	GO:0048701	embryonic cranial skeleton morphogenesis	P
UniProtKB	P16234	GO:0048704	embryonic skeletal system morphogenesis	P
UniProtKB	P16234	GO:0050850	positive regulation of calcium-mediated signaling	P
UniProtKB	P16234	GO:0050921	positive regulation of chemotaxis	P
UniProtKB	P16234	GO:0051897	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	P
UniProtKB	P16234	GO:0051897	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	P
UniProtKB	P16234	GO:0055003	cardiac myofibril assembly	P
UniProtKB	P16234	GO:0060326	cell chemotaxis	P
UniProtKB	P16234	GO:0061298	retina vasculature development in camera-type eye	P
UniProtKB	P16234	GO:0070374	positive regulation of ERK1 and ERK2 cascade	P
UniProtKB	P16234	GO:0070527	platelet aggregation	P
UniProtKB	P16234	GO:0072277	metanephric glomerular capillary formation	P
UniProtKB	P16234	GO:2000739	regulation of mesenchymal stem cell differentiation	P
UniProtKB	P16591	GO:0000226	microtubule cytoskeleton organization	P
UniProtKB	P16591	GO:0001932	regulation of protein phosphorylation	P
UniProtKB	P16591	GO:0006468	protein phosphorylation	P
UniProtKB	P16591	GO:0006935	chemotaxis	P
UniProtKB	P16591	GO:0007155	cell adhesion	P
UniProtKB	P16591	GO:0007260	tyrosine phosphorylation of STAT protein	P
UniProtKB	P16591	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P16591	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P16591	GO:0008286	insulin receptor signaling pathway	P
UniProtKB	P16591	GO:0010591	regulation of lamellipodium assembly	P
UniProtKB	P16591	GO:0018108	peptidyl-tyrosine phosphorylation	P
UniProtKB	P16591	GO:0018108	peptidyl-tyrosine phosphorylation	P
UniProtKB	P16591	GO:0019221	cytokine-mediated signaling pathway	P
UniProtKB	P16591	GO:0030036	actin cytoskeleton organization	P
UniProtKB	P16591	GO:0030335	positive regulation of cell migration	P
UniProtKB	P16591	GO:0030838	positive regulation of actin filament polymerization	P
UniProtKB	P16591	GO:0032496	response to lipopolysaccharide	P
UniProtKB	P16591	GO:0033007	negative regulation of mast cell activation involved in immune response	P
UniProtKB	P16591	GO:0034446	substrate adhesion-dependent cell spreading	P
UniProtKB	P16591	GO:0034614	cellular response to reactive oxygen species	P
UniProtKB	P16591	GO:0035426	extracellular matrix-cell signaling	P
UniProtKB	P16591	GO:0035556	intracellular signal transduction	P
UniProtKB	P16591	GO:0036006	cellular response to macrophage colony-stimulating factor stimulus	P
UniProtKB	P16591	GO:0036119	response to platelet-derived growth factor	P
UniProtKB	P16591	GO:0038095	Fc-epsilon receptor signaling pathway	P
UniProtKB	P16591	GO:0038095	Fc-epsilon receptor signaling pathway	P
UniProtKB	P16591	GO:0038109	Kit signaling pathway	P
UniProtKB	P16591	GO:0042058	regulation of epidermal growth factor receptor signaling pathway	P
UniProtKB	P16591	GO:0044331	cell-cell adhesion mediated by cadherin	P
UniProtKB	P16591	GO:0046777	protein autophosphorylation	P
UniProtKB	P16591	GO:0048008	platelet-derived growth factor receptor signaling pathway	P
UniProtKB	P16591	GO:0048008	platelet-derived growth factor receptor signaling pathway	P
UniProtKB	P16591	GO:0050904	diapedesis	P
UniProtKB	P16591	GO:0051092	positive regulation of NF-kappaB transcription factor activity	P
UniProtKB	P16591	GO:0070102	interleukin-6-mediated signaling pathway	P
UniProtKB	P17252	GO:0001938	positive regulation of endothelial cell proliferation	P
UniProtKB	P17252	GO:0002159	desmosome assembly	P
UniProtKB	P17252	GO:0006468	protein phosphorylation	P
UniProtKB	P17252	GO:0007077	mitotic nuclear membrane disassembly	P
UniProtKB	P17252	GO:0010595	positive regulation of endothelial cell migration	P
UniProtKB	P17252	GO:0010613	positive regulation of cardiac muscle hypertrophy	P
UniProtKB	P17252	GO:0018105	peptidyl-serine phosphorylation	P
UniProtKB	P17252	GO:0018107	peptidyl-threonine phosphorylation	P
UniProtKB	P17252	GO:0030335	positive regulation of cell migration	P
UniProtKB	P17252	GO:0031666	positive regulation of lipopolysaccharide-mediated signaling pathway	P
UniProtKB	P17252	GO:0034351	negative regulation of glial cell apoptotic process	P
UniProtKB	P17252	GO:0035556	intracellular signal transduction	P
UniProtKB	P17252	GO:0043488	regulation of mRNA stability	P
UniProtKB	P17252	GO:0043536	positive regulation of blood vessel endothelial cell migration	P
UniProtKB	P17252	GO:0043687	post-translational protein modification	P
UniProtKB	P17252	GO:0045651	positive regulation of macrophage differentiation	P
UniProtKB	P17252	GO:0045766	positive regulation of angiogenesis	P
UniProtKB	P17252	GO:0045780	positive regulation of bone resorption	P
UniProtKB	P17252	GO:0045785	positive regulation of cell adhesion	P
UniProtKB	P17252	GO:0045931	positive regulation of mitotic cell cycle	P
UniProtKB	P17252	GO:0070374	positive regulation of ERK1 and ERK2 cascade	P
UniProtKB	P17252	GO:0070555	response to interleukin-1	P
UniProtKB	P17252	GO:0090330	regulation of platelet aggregation	P
UniProtKB	P17252	GO:0097190	apoptotic signaling pathway	P
UniProtKB	P17252	GO:0106071	positive regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway	P
UniProtKB	P17252	GO:0110063	positive regulation of angiotensin-activated signaling pathway	P
UniProtKB	P17252	GO:2000707	positive regulation of dense core granule biogenesis	P
UniProtKB	P17612	GO:0002027	regulation of heart rate	P
UniProtKB	P17612	GO:0003091	renal water homeostasis	P
UniProtKB	P17612	GO:0006397	mRNA processing	P
UniProtKB	P17612	GO:0006468	protein phosphorylation	P
UniProtKB	P17612	GO:0006468	protein phosphorylation	P
UniProtKB	P17612	GO:0010737	protein kinase A signaling	P
UniProtKB	P17612	GO:0010881	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion	P
UniProtKB	P17612	GO:0016241	regulation of macroautophagy	P
UniProtKB	P17612	GO:0018105	peptidyl-serine phosphorylation	P
UniProtKB	P17612	GO:0018105	peptidyl-serine phosphorylation	P
UniProtKB	P17612	GO:0018105	peptidyl-serine phosphorylation	P
UniProtKB	P17612	GO:0019221	cytokine-mediated signaling pathway	P
UniProtKB	P17612	GO:0032703	negative regulation of interleukin-2 production	P
UniProtKB	P17612	GO:0034380	high-density lipoprotein particle assembly	P
UniProtKB	P17612	GO:0034605	cellular response to heat	P
UniProtKB	P17612	GO:0035694	mitochondrial protein catabolic process	P
UniProtKB	P17612	GO:0045667	regulation of osteoblast differentiation	P
UniProtKB	P17612	GO:0048240	sperm capacitation	P
UniProtKB	P17612	GO:0050850	positive regulation of calcium-mediated signaling	P
UniProtKB	P17612	GO:0051726	regulation of cell cycle	P
UniProtKB	P17612	GO:0055117	regulation of cardiac muscle contraction	P
UniProtKB	P17612	GO:0061136	regulation of proteasomal protein catabolic process	P
UniProtKB	P17612	GO:0071333	cellular response to glucose stimulus	P
UniProtKB	P17612	GO:0071872	cellular response to epinephrine stimulus	P
UniProtKB	P17612	GO:0086064	cell communication by electrical coupling involved in cardiac conduction	P
UniProtKB	P17612	GO:1903779	regulation of cardiac conduction	P
UniProtKB	P17612	GO:1904262	negative regulation of TORC1 signaling	P
UniProtKB	P17612	GO:2000810	regulation of bicellular tight junction assembly	P
UniProtKB	P17948	GO:0002548	monocyte chemotaxis	P
UniProtKB	P17948	GO:0002548	monocyte chemotaxis	P
UniProtKB	P17948	GO:0007169	cell surface receptor protein tyrosine kinase signaling pathway	P
UniProtKB	P17948	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P17948	GO:0010863	positive regulation of phospholipase C activity	P
UniProtKB	P17948	GO:0016477	cell migration	P
UniProtKB	P17948	GO:0018108	peptidyl-tyrosine phosphorylation	P
UniProtKB	P17948	GO:0018108	peptidyl-tyrosine phosphorylation	P
UniProtKB	P17948	GO:0030335	positive regulation of cell migration	P
UniProtKB	P17948	GO:0035924	cellular response to vascular endothelial growth factor stimulus	P
UniProtKB	P17948	GO:0036323	vascular endothelial growth factor receptor-1 signaling pathway	P
UniProtKB	P17948	GO:0043406	positive regulation of MAP kinase activity	P
UniProtKB	P17948	GO:0043410	positive regulation of MAPK cascade	P
UniProtKB	P17948	GO:0045766	positive regulation of angiogenesis	P
UniProtKB	P17948	GO:0045766	positive regulation of angiogenesis	P
UniProtKB	P17948	GO:0046777	protein autophosphorylation	P
UniProtKB	P17948	GO:0046777	protein autophosphorylation	P
UniProtKB	P17948	GO:0048010	vascular endothelial growth factor receptor signaling pathway	P
UniProtKB	P17948	GO:0048010	vascular endothelial growth factor receptor signaling pathway	P
UniProtKB	P17948	GO:0048010	vascular endothelial growth factor receptor signaling pathway	P
UniProtKB	P17948	GO:0048514	blood vessel morphogenesis	P
UniProtKB	P17948	GO:0048598	embryonic morphogenesis	P
UniProtKB	P17948	GO:0051897	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	P
UniProtKB	P17948	GO:0051897	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	P
UniProtKB	P17948	GO:1905563	negative regulation of vascular endothelial cell proliferation	P
UniProtKB	P17948	GO:1990384	hyaloid vascular plexus regression	P
UniProtKB	P19784	GO:0006302	double-strand break repair	P
UniProtKB	P19784	GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	P19784	GO:1901524	regulation of mitophagy	P
UniProtKB	P19784	GO:1903955	positive regulation of protein targeting to mitochondrion	P
UniProtKB	P19784	GO:1905818	regulation of chromosome separation	P
UniProtKB	P19784	GO:1905818	regulation of chromosome separation	P
UniProtKB	P19784	GO:2001234	negative regulation of apoptotic signaling pathway	P
UniProtKB	P21802	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P21802	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P21802	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P21802	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P21802	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P21802	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P21802	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P21802	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P21802	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P21802	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P21802	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P21802	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P21802	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P21802	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P21802	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P21802	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P21802	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P21802	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P21802	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P21802	GO:0000122	negative regulation of transcription by RNA polymerase II	P
UniProtKB	P21802	GO:0001525	angiogenesis	P
UniProtKB	P21802	GO:0001657	ureteric bud development	P
UniProtKB	P21802	GO:0001701	in utero embryonic development	P
UniProtKB	P21802	GO:0002053	positive regulation of mesenchymal cell proliferation	P
UniProtKB	P21802	GO:0003148	outflow tract septum morphogenesis	P
UniProtKB	P21802	GO:0003149	membranous septum morphogenesis	P
UniProtKB	P21802	GO:0007267	cell-cell signaling	P
UniProtKB	P21802	GO:0007409	axonogenesis	P
UniProtKB	P21802	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P21802	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P21802	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P21802	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P21802	GO:0008589	regulation of smoothened signaling pathway	P
UniProtKB	P21802	GO:0009791	post-embryonic development	P
UniProtKB	P21802	GO:0009880	embryonic pattern specification	P
UniProtKB	P21802	GO:0009887	animal organ morphogenesis	P
UniProtKB	P21802	GO:0010518	positive regulation of phospholipase activity	P
UniProtKB	P21802	GO:0010839	negative regulation of keratinocyte proliferation	P
UniProtKB	P21802	GO:0016331	morphogenesis of embryonic epithelium	P
UniProtKB	P21802	GO:0018108	peptidyl-tyrosine phosphorylation	P
UniProtKB	P21802	GO:0018108	peptidyl-tyrosine phosphorylation	P
UniProtKB	P21802	GO:0021769	orbitofrontal cortex development	P
UniProtKB	P21802	GO:0021847	ventricular zone neuroblast division	P
UniProtKB	P21802	GO:0021860	pyramidal neuron development	P
UniProtKB	P21802	GO:0022612	gland morphogenesis	P
UniProtKB	P21802	GO:0030177	positive regulation of Wnt signaling pathway	P
UniProtKB	P21802	GO:0030282	bone mineralization	P
UniProtKB	P21802	GO:0030324	lung development	P
UniProtKB	P21802	GO:0030855	epithelial cell differentiation	P
UniProtKB	P21802	GO:0030901	midbrain development	P
UniProtKB	P21802	GO:0030916	otic vesicle formation	P
UniProtKB	P21802	GO:0031069	hair follicle morphogenesis	P
UniProtKB	P21802	GO:0032808	lacrimal gland development	P
UniProtKB	P21802	GO:0033688	regulation of osteoblast proliferation	P
UniProtKB	P21802	GO:0035265	organ growth	P
UniProtKB	P21802	GO:0035602	fibroblast growth factor receptor signaling pathway involved in negative regulation of apoptotic process in bone marrow cell	P
UniProtKB	P21802	GO:0035603	fibroblast growth factor receptor signaling pathway involved in hemopoiesis	P
UniProtKB	P21802	GO:0035604	fibroblast growth factor receptor signaling pathway involved in positive regulation of cell proliferation in bone marrow	P
UniProtKB	P21802	GO:0035607	fibroblast growth factor receptor signaling pathway involved in orbitofrontal cortex development	P
UniProtKB	P21802	GO:0042472	inner ear morphogenesis	P
UniProtKB	P21802	GO:0042476	odontogenesis	P
UniProtKB	P21802	GO:0043410	positive regulation of MAPK cascade	P
UniProtKB	P21802	GO:0045165	cell fate commitment	P
UniProtKB	P21802	GO:0045667	regulation of osteoblast differentiation	P
UniProtKB	P21802	GO:0045787	positive regulation of cell cycle	P
UniProtKB	P21802	GO:0045944	positive regulation of transcription by RNA polymerase II	P
UniProtKB	P21802	GO:0046777	protein autophosphorylation	P
UniProtKB	P21802	GO:0048286	lung alveolus development	P
UniProtKB	P21802	GO:0048557	embryonic digestive tract morphogenesis	P
UniProtKB	P21802	GO:0048562	embryonic organ morphogenesis	P
UniProtKB	P21802	GO:0048565	digestive tract development	P
UniProtKB	P21802	GO:0048568	embryonic organ development	P
UniProtKB	P21802	GO:0048608	reproductive structure development	P
UniProtKB	P21802	GO:0048701	embryonic cranial skeleton morphogenesis	P
UniProtKB	P21802	GO:0048701	embryonic cranial skeleton morphogenesis	P
UniProtKB	P21802	GO:0048705	skeletal system morphogenesis	P
UniProtKB	P21802	GO:0048730	epidermis morphogenesis	P
UniProtKB	P21802	GO:0048755	branching morphogenesis of a nerve	P
UniProtKB	P21802	GO:0048762	mesenchymal cell differentiation	P
UniProtKB	P21802	GO:0050679	positive regulation of epithelial cell proliferation	P
UniProtKB	P21802	GO:0051150	regulation of smooth muscle cell differentiation	P
UniProtKB	P21802	GO:0051781	positive regulation of cell division	P
UniProtKB	P21802	GO:0055010	ventricular cardiac muscle tissue morphogenesis	P
UniProtKB	P21802	GO:0060045	positive regulation of cardiac muscle cell proliferation	P
UniProtKB	P21802	GO:0060174	limb bud formation	P
UniProtKB	P21802	GO:0060348	bone development	P
UniProtKB	P21802	GO:0060349	bone morphogenesis	P
UniProtKB	P21802	GO:0060442	branching involved in prostate gland morphogenesis	P
UniProtKB	P21802	GO:0060445	branching involved in salivary gland morphogenesis	P
UniProtKB	P21802	GO:0060449	bud elongation involved in lung branching	P
UniProtKB	P21802	GO:0060463	lung lobe morphogenesis	P
UniProtKB	P21802	GO:0060484	lung-associated mesenchyme development	P
UniProtKB	P21802	GO:0060501	positive regulation of epithelial cell proliferation involved in lung morphogenesis	P
UniProtKB	P21802	GO:0060512	prostate gland morphogenesis	P
UniProtKB	P21802	GO:0060523	prostate epithelial cord elongation	P
UniProtKB	P21802	GO:0060527	prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis	P
UniProtKB	P21802	GO:0060529	squamous basal epithelial stem cell differentiation involved in prostate gland acinus development	P
UniProtKB	P21802	GO:0060595	fibroblast growth factor receptor signaling pathway involved in mammary gland specification	P
UniProtKB	P21802	GO:0060601	lateral sprouting from an epithelium	P
UniProtKB	P21802	GO:0060615	mammary gland bud formation	P
UniProtKB	P21802	GO:0060664	epithelial cell proliferation involved in salivary gland morphogenesis	P
UniProtKB	P21802	GO:0060667	branch elongation involved in salivary gland morphogenesis	P
UniProtKB	P21802	GO:0060670	branching involved in labyrinthine layer morphogenesis	P
UniProtKB	P21802	GO:0060688	regulation of morphogenesis of a branching structure	P
UniProtKB	P21802	GO:0060915	mesenchymal cell differentiation involved in lung development	P
UniProtKB	P21802	GO:0060916	mesenchymal cell proliferation involved in lung development	P
UniProtKB	P21802	GO:0070372	regulation of ERK1 and ERK2 cascade	P
UniProtKB	P21802	GO:0070374	positive regulation of ERK1 and ERK2 cascade	P
UniProtKB	P21802	GO:0090263	positive regulation of canonical Wnt signaling pathway	P
UniProtKB	P22455	GO:1903412	response to bile acid	P
UniProtKB	P22455	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P22455	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P22455	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P22455	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P22455	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P22455	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P22455	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P22455	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P22455	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P22455	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P22455	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P22455	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P22455	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P22455	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P22455	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P22455	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P22455	GO:0010628	positive regulation of gene expression	P
UniProtKB	P22455	GO:0010715	regulation of extracellular matrix disassembly	P
UniProtKB	P22455	GO:0016477	cell migration	P
UniProtKB	P22455	GO:0018108	peptidyl-tyrosine phosphorylation	P
UniProtKB	P22455	GO:0018108	peptidyl-tyrosine phosphorylation	P
UniProtKB	P22455	GO:0019216	regulation of lipid metabolic process	P
UniProtKB	P22455	GO:0042593	glucose homeostasis	P
UniProtKB	P22455	GO:0042632	cholesterol homeostasis	P
UniProtKB	P22455	GO:0043085	positive regulation of catalytic activity	P
UniProtKB	P22455	GO:0045862	positive regulation of proteolysis	P
UniProtKB	P22455	GO:0046777	protein autophosphorylation	P
UniProtKB	P22455	GO:0055062	phosphate ion homeostasis	P
UniProtKB	P22455	GO:0070374	positive regulation of ERK1 and ERK2 cascade	P
UniProtKB	P22455	GO:0070374	positive regulation of ERK1 and ERK2 cascade	P
UniProtKB	P22455	GO:0070857	regulation of bile acid biosynthetic process	P
UniProtKB	P22455	GO:0070857	regulation of bile acid biosynthetic process	P
UniProtKB	P22455	GO:0070857	regulation of bile acid biosynthetic process	P
UniProtKB	P22455	GO:2000573	positive regulation of DNA biosynthetic process	P
UniProtKB	P22607	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P22607	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P22607	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P22607	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P22607	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P22607	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P22607	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P22607	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P22607	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P22607	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P22607	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P22607	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P22607	GO:0000165	MAPK cascade	P
UniProtKB	P22607	GO:0001501	skeletal system development	P
UniProtKB	P22607	GO:0001958	endochondral ossification	P
UniProtKB	P22607	GO:0002062	chondrocyte differentiation	P
UniProtKB	P22607	GO:0003416	endochondral bone growth	P
UniProtKB	P22607	GO:0007259	cell surface receptor signaling pathway via JAK-STAT	P
UniProtKB	P22607	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P22607	GO:0008284	positive regulation of cell population proliferation	P
UniProtKB	P22607	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P22607	GO:0008543	fibroblast growth factor receptor signaling pathway	P
UniProtKB	P22607	GO:0010518	positive regulation of phospholipase activity	P
UniProtKB	P22607	GO:0030282	bone mineralization	P
UniProtKB	P22607	GO:0035988	chondrocyte proliferation	P
UniProtKB	P22607	GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	P
UniProtKB	P22607	GO:0043410	positive regulation of MAPK cascade	P
UniProtKB	P22607	GO:0043410	positive regulation of MAPK cascade	P
UniProtKB	P22607	GO:0048640	negative regulation of developmental growth	P
UniProtKB	P22607	GO:0051897	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	P
UniProtKB	P22607	GO:0051897	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	P
UniProtKB	P22607	GO:0060349	bone morphogenesis	P
UniProtKB	P22607	GO:0060349	bone morphogenesis	P
UniProtKB	P22607	GO:0070374	positive regulation of ERK1 and ERK2 cascade	P
UniProtKB	P22607	GO:0070977	bone maturation	P
UniProtKB	P22607	GO:1902178	fibroblast growth factor receptor apoptotic signaling pathway	P
UniProtKB	P22612	GO:0003091	renal water homeostasis	P
UniProtKB	P22612	GO:0007283	spermatogenesis	P
UniProtKB	P22612	GO:0008584	male gonad development	P
UniProtKB	P22612	GO:0010737	protein kinase A signaling	P
UniProtKB	P22612	GO:0034380	high-density lipoprotein particle assembly	P
UniProtKB	P22694	GO:0003091	renal water homeostasis	P
UniProtKB	P22694	GO:0006468	protein phosphorylation	P
UniProtKB	P22694	GO:0006468	protein phosphorylation	P
UniProtKB	P22694	GO:0007165	signal transduction	P
UniProtKB	P22694	GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	P
UniProtKB	P22694	GO:0010737	protein kinase A signaling	P
UniProtKB	P22694	GO:0034380	high-density lipoprotein particle assembly	P
UniProtKB	P22694	GO:1904262	negative regulation of TORC1 signaling	P
UniProtKB	P23443	GO:0000082	G1/S transition of mitotic cell cycle	P
UniProtKB	P23443	GO:0007165	signal transduction	P
UniProtKB	P23443	GO:0018105	peptidyl-serine phosphorylation	P
UniProtKB	P23443	GO:0031667	response to nutrient levels	P
UniProtKB	P23443	GO:0031670	cellular response to nutrient	P
UniProtKB	P23443	GO:0031929	TOR signaling	P
UniProtKB	P23443	GO:0031929	TOR signaling	P
UniProtKB	P23443	GO:0031929	TOR signaling	P
UniProtKB	P23443	GO:0032869	cellular response to insulin stimulus	P
UniProtKB	P23443	GO:0043066	negative regulation of apoptotic process	P
UniProtKB	P23443	GO:0044539	long-chain fatty acid import into cell	P
UniProtKB	P23443	GO:0045727	positive regulation of translation	P
UniProtKB	P23443	GO:0045931	positive regulation of mitotic cell cycle	P
UniProtKB	P23443	GO:0045948	positive regulation of translational initiation	P
UniProtKB	P23443	GO:0045948	positive regulation of translational initiation	P
UniProtKB	P23443	GO:0046627	negative regulation of insulin receptor signaling pathway	P
UniProtKB	P23443	GO:0048015	phosphatidylinositol-mediated signaling	P
UniProtKB	P23443	GO:0071363	cellular response to growth factor stimulus	P
UniProtKB	P23443	GO:1904263	positive regulation of TORC1 signaling	P
UniProtKB	P23458	GO:0046677	response to antibiotic	P
UniProtKB	P23458	GO:0006468	protein phosphorylation	P
UniProtKB	P23458	GO:0006468	protein phosphorylation	P
UniProtKB	P23458	GO:0006468	protein phosphorylation	P
UniProtKB	P23458	GO:0007259	cell surface receptor signaling pathway via JAK-STAT	P
UniProtKB	P23458	GO:0007259	cell surface receptor signaling pathway via JAK-STAT	P
UniProtKB	P23458	GO:0007259	cell surface receptor signaling pathway via JAK-STAT	P
UniProtKB	P23458	GO:0007259	cell surface receptor signaling pathway via JAK-STAT	P
UniProtKB	P23458	GO:0007259	cell surface receptor signaling pathway via JAK-STAT	P
UniProtKB	P23458	GO:0007259	cell surface receptor signaling pathway via JAK-STAT	P
UniProtKB	P23458	GO:0007259	cell surface receptor signaling pathway via JAK-STAT	P
UniProtKB	P23458	GO:0007259	cell surface receptor signaling pathway via JAK-STAT	P
UniProtKB	P23458	GO:0019221	cytokine-mediated signaling pathway	P
