"O00141","O00311","O00329","O00418","O00444","O14757","O14920","O14965","O15075","O15111","O15264","O15530","O43293","O43741","O43781","O60285","O60674","O75116","O75582","O75676","O94806","O95819","O96013","O96017","P00519","P00533","P04049","P04626","P04629","P05129","P05771","P06213","P06239","P06241","P06493","P07332","P07333","P07947","P07948","P07949","P08069","P08581","P08631","P08922","P09619","P09769","P10721","P11309","P11362","P11802","P12931","P15056","P15735","P16234","P16591","P17252","P17612","P17948","P19784","P21802","P22455","P22607","P22612","P22694","P23443","P23458","P24723","P24941","P27361","P27448","P28482","P29317","P29323","P29376","P29597","P30291","P30530","P31749","P31751","P34947","P35916","P35968","P36507","P36888","P41240","P41279","P41743","P42336","P42338","P42345","P42679","P42684","P42685","P43403","P43405","P45983","P45984","P48729","P48730","P48736","P49137","P49336","P49674","P49759","P49760","P49840","P49841","P50613","P50750","P51451","P51617","P51812","P51813","P51817","P51955","P51957","P52333","P52564","P53350","P53667","P53778","P53779","P54619","P54646","P54760","P67870","P68400","P78368","P78527","P80192","Q00534","Q00535","Q02156","Q02750","Q02763","Q02779","Q04759","Q04771","Q04912","Q05397","Q05513","Q05655","Q06187","Q06418","Q07912","Q08881","Q12851","Q12866","Q13131","Q13153","Q13177","Q13188","Q13237","Q13464","Q13554","Q13555","Q13557","Q13627","Q13882","Q13976","Q14012","Q14164","Q14289","Q14680","Q15078","Q15118","Q15139","Q15303","Q15418","Q15759","Q16288","Q16512","Q16513","Q16539","Q16566","Q16584","Q16620","Q16644","Q5S007","Q5VT25","Q7KZI7","Q7L7X3","Q86V86","Q8IU85","Q8IW41","Q8N4C8","Q8NE63","Q8TDC3","Q96GD4","Q96KB5","Q96L34","Q96PF2","Q96RG2","Q96RR4","Q96SB4","Q99683","Q9BUB5","Q9BWU1","Q9BXA7","Q9BZL6","Q9H0K1","Q9H2G2","Q9H2X6","Q9H3Y6","Q9H4B4","Q9HAZ1","Q9HBH9","Q9HBY8","Q9HC98","Q9HCP0","Q9NR20","Q9NWZ3","Q9NYL2","Q9P1W9","Q9P289","Q9UBE8","Q9UBF8","Q9UBS0","Q9UEE5","Q9UGI9","Q9UGJ0","Q9UHD2","Q9UM73","Q9UQM7","Q9Y243","Q9Y463","Q9Y478","Q9Y4K4","Q9Y6M4"
0.039783,0.014937,0.007297,0.007455,0.029142,0.018465,0.022196,0.042396,0.016087,0.024941,0.031626,0.027587,0.026085,0.011216,0.019613,0.031861,0.047188,0.013136,0.015565,0.018962,0.013895,0.02218,0.025289,0.017474,0.079171,0.060671,0.035543,0.054992,0.084237,0.024681,0.027614,0.061054,0.094469,0.080393,0.036104,0.083277,0.067341,0.084506,0.096373,0.09716,0.063402,0.060235,0.092051,0.044909,0.067095,0.080303,0.070864,0.016084,0.117179,0.042278,0.087942,0.033035,0.022314,0.069821,0.092284,0.027992,0.033583,0.060448,0.020916,0.11761,0.117985,0.121428,0.036002,0.03301,0.026225,0.046403,0.024871,0.03887,0.034396,0.029416,0.034536,0.075499,0.072054,0.069312,0.038297,0.017525,0.086065,0.028605,0.029156,0.025535,0.054372,0.054815,0.032575,0.063927,0.100744,0.0219,0.024376,0.006148,0.007401,0.004158,0.101067,0.077518,0.100648,0.079368,0.075989,0.030806,0.031759,0.019012,0.018813,0.00694,0.022662,0.013907,0.018783,0.011293,0.012701,0.021001,0.020926,0.040274,0.034746,0.085361,0.022265,0.031761,0.082271,0.037675,0.041145,0.030425,0.045239,0.03343,0.028508,0.026063,0.033598,0.030305,0.015099,0.025417,0.07343,0.010902,0.021476,0.01672,0.003621,0.03823,0.04135,0.040228,0.022176,0.030553,1,0.039513,0.028126,0.016077,0.054364,0.06289,0.021074,0.027886,0.087443,0.078879,0.053025,0.091296,0.016821,0.083136,0.02996,0.029324,0.029746,0.034694,0.023904,0.014522,0.016729,0.022815,0.020286,0.010313,0.089101,0.026772,0.033235,0.015107,0.06081,0.021528,0.01098,0.009728,0.013397,0.058503,0.03265,0.036164,0.071944,0.027784,0.025856,0.034477,0.020956,0.043847,0.083813,0.022229,0.015248,0.010613,0.027936,0.017032,0.021171,0.028079,0.011689,0.020758,0.010375,0.022134,0.053975,0.026956,0.026495,0.022064,0.01315,0.030166,0.012737,0.013462,0.018071,0.014211,0.019973,0.012887,0.02206,0.016796,0.008312,0.098549,0.030997,0.012062,0.017975,0.039706,0.03925,0.017409,0.013063,0.046205,0.040037,0.022228,0.043709,0.031374,0.007359,0.02579,0.029349,0.00896,0.010507,0.015486,0.054576,0.020753,0.03111,0.011364,0.012189,0.017916,0.016894
0.045711,0.01731,0.009655,0.009703,0.031164,0.040242,0.035385,0.052012,0.037108,0.026279,0.035429,0.031357,0.050403,0.014444,0.023636,0.043579,0.028064,0.019308,0.03327,0.030884,0.040512,0.017514,0.043991,0.037554,0.050737,0.041582,0.055089,0.040177,0.039525,0.039887,0.038721,0.02821,0.063701,0.06767,0.043635,0.062941,0.031309,0.064617,0.060743,0.033829,0.028883,0.040039,0.065985,0.028757,0.035353,0.056046,0.034798,0.03052,0.042776,0.032003,0.064415,0.052886,0.027051,0.033462,0.056999,0.035392,0.049992,0.030919,0.019211,0.037894,0.044804,0.043603,0.054923,0.055592,0.038993,0.025821,0.034978,0.044136,0.030551,0.037247,0.027984,0.046901,0.04519,0.03859,0.029935,0.021514,0.030856,0.048704,0.047656,0.028076,0.030949,0.02753,0.05803,0.031734,0.072899,0.027842,0.035747,0.006886,0.007315,0.006,0.07315,0.046789,0.077099,0.061811,0.053111,0.025548,0.028641,0.017375,0.013567,0.007563,0.041462,0.023012,0.013846,0.020237,0.02171,0.020652,0.021903,0.033657,0.022909,0.066364,0.03914,0.040943,0.054448,0.046506,0.041296,0.044063,0.0283,0.031032,0.037829,0.044495,0.033079,0.025052,0.011312,0.035535,0.048282,0.01188,0.01786,0.014934,0.003945,0.403683,0.035501,0.041698,0.032668,0.05632,0.039513,1,0.03519,0.027491,0.042477,0.042028,0.037442,0.036932,0.049901,0.034546,0.04615,0.066079,0.029839,0.031105,0.037311,0.050441,0.051322,0.044477,0.03807,0.01936,0.039536,0.048687,0.048577,0.018068,0.063396,0.032731,0.052101,0.023186,0.040184,0.0304,0.016891,0.0106,0.041161,0.041612,0.043284,0.033593,0.031233,0.034717,0.032509,0.04016,0.045957,0.363254,0.041226,0.042545,0.024616,0.011714,0.036618,0.034579,0.035962,0.055517,0.018399,0.017594,0.016221,0.029382,0.044277,0.04816,0.034467,0.029242,0.013318,0.036918,0.015555,0.032005,0.019121,0.023093,0.027206,0.039652,0.028281,0.031986,0.015451,0.068288,0.037156,0.022454,0.028387,0.046775,0.06159,0.017488,0.016921,0.057255,0.10972,0.030704,0.065833,0.026768,0.009319,0.041738,0.038987,0.014506,0.01223,0.0187,0.031245,0.049974,0.043904,0.017725,0.015496,0.028759,0.016684
0.230848,0.022867,0.010228,0.010634,0.082978,0.0681,0.047623,0.132231,0.059663,0.048021,0.06886,0.135833,0.083536,0.01192,0.052602,0.093853,0.034548,0.090688,0.142972,0.135867,0.060678,0.03523,0.075268,0.075693,0.044635,0.026598,0.048943,0.026026,0.029543,0.236837,0.27,0.025491,0.047269,0.051253,0.092501,0.054261,0.026767,0.043301,0.056477,0.031948,0.023202,0.027538,0.05505,0.014353,0.028935,0.04467,0.029662,0.04967,0.043298,0.064678,0.049159,0.049296,0.076512,0.032876,0.057048,0.267644,0.207695,0.028393,0.059508,0.041111,0.044036,0.04342,0.198789,0.208991,0.194632,0.032977,0.330427,0.091237,0.054305,0.097563,0.056199,0.026955,0.029651,0.022534,0.039469,0.027508,0.035467,0.232249,0.238975,0.128802,0.027584,0.027809,0.07238,0.028692,0.053654,0.049965,0.218576,0.008984,0.009917,0.00549,0.049699,0.042697,0.05336,0.040439,0.043844,0.060782,0.061728,0.02919,0.031189,0.010601,0.070087,0.036773,0.031139,0.027976,0.026202,0.055816,0.05794,0.081547,0.053396,0.050021,0.024468,0.153927,0.052064,0.197607,0.061709,0.062204,0.037146,0.046138,0.092725,0.049785,0.066078,0.057921,0.014578,0.108423,0.029763,0.019776,0.052739,0.030555,0.004092,0.035172,0.066312,0.082751,0.347986,0.076182,0.028126,0.03519,1,0.024474,0.026003,0.038952,0.216049,0.606139,0.046979,0.0364,0.035149,0.042882,0.054877,0.029497,0.105133,0.08105,0.082279,0.079562,0.117203,0.090175,0.064222,0.075312,0.082187,0.040778,0.055474,0.134951,0.115393,0.030915,0.033532,0.08337,0.012944,0.012185,0.059899,0.026977,0.15603,0.070174,0.027468,0.18584,0.188198,0.071849,0.088262,0.040291,0.036452,0.073891,0.017402,0.076865,0.096606,0.041993,0.063565,0.109863,0.044576,0.03332,0.032205,0.086954,0.139011,0.022771,0.092871,0.085524,0.04418,0.07092,0.019255,0.041196,0.03018,0.0356,0.093815,0.063144,0.069428,0.047592,0.030009,0.042728,0.086804,0.029587,0.054166,0.222793,0.085741,0.032027,0.045382,0.048284,0.038977,0.075292,0.101476,0.050569,0.013701,0.192543,0.093828,0.00962,0.010169,0.033814,0.017871,0.082153,0.238593,0.046052,0.012723,0.053085,0.031742
0.030987,0.016922,0.010592,0.011701,0.017225,0.030508,0.02017,0.035487,0.015222,0.01747,0.025931,0.033595,0.016795,0.015667,0.017842,0.026793,0.022483,0.018171,0.021365,0.021223,0.012843,0.031308,0.030705,0.02851,0.027994,0.015194,0.037751,0.015565,0.019452,0.016484,0.022918,0.014241,0.039978,0.036865,0.034164,0.018531,0.022163,0.033913,0.036471,0.017217,0.017467,0.015674,0.025778,0.00981,0.019701,0.035354,0.021341,0.021442,0.025556,0.039831,0.039627,0.0376,0.041061,0.018622,0.019815,0.024148,0.025861,0.018573,0.01955,0.026726,0.025991,0.026215,0.028551,0.024989,0.023689,0.015904,0.022759,0.035456,0.035243,0.018482,0.032042,0.023467,0.023124,0.015488,0.021626,0.012205,0.021884,0.028483,0.027381,0.02805,0.017164,0.017303,0.03496,0.023236,0.049541,0.019772,0.018631,0.01092,0.012285,0.007353,0.03117,0.027537,0.04112,0.020003,0.02273,0.027566,0.029312,0.019151,0.017279,0.008558,0.019137,0.02604,0.017662,0.014927,0.014812,0.017137,0.017605,0.034221,0.040378,0.031176,0.019053,0.020373,0.030744,0.027573,0.030591,0.021307,0.020679,0.036822,0.021195,0.024545,0.025856,0.027194,0.017307,0.024602,0.021519,0.015093,0.018068,0.015895,0.006171,0.02289,0.04006,0.040365,0.021984,0.033968,0.016077,0.027491,0.024474,1,0.013103,0.019892,0.018734,0.020095,0.029183,0.019362,0.013824,0.020962,0.023267,0.020957,0.025457,0.033514,0.028751,0.038312,0.016709,0.017229,0.019706,0.022617,0.022716,0.012629,0.03663,0.019419,0.022109,0.015187,0.012127,0.017312,0.015366,0.015671,0.012728,0.015218,0.0201,0.027328,0.017163,0.018178,0.017476,0.026959,0.017918,0.027617,0.019906,0.01907,0.01562,0.015984,0.018061,0.023726,0.023611,0.022383,0.022017,0.031324,0.020122,0.020346,0.032464,0.031694,0.018935,0.036799,0.011962,0.035886,0.015021,0.015468,0.033102,0.026692,0.027516,0.012963,0.018194,0.024733,0.013571,0.038326,0.0214,0.015694,0.030989,0.027127,0.035486,0.015775,0.018325,0.030231,0.035957,0.024208,0.061269,0.024231,0.009759,0.02544,0.020782,0.012943,0.009587,0.014003,0.016478,0.021715,0.028818,0.012922,0.014097,0.03237,0.014523
0.027702,0.011496,0.005772,0.007809,0.02064,0.02556,0.022329,0.028992,0.023448,0.02295,0.030785,0.028827,0.021249,0.012512,0.018232,0.027819,0.046846,0.011521,0.019172,0.02142,0.022423,0.017606,0.025624,0.018305,0.067163,0.061358,0.040834,0.063124,0.065314,0.020095,0.022488,0.060061,0.088367,0.082991,0.044501,0.079748,0.05579,0.082344,0.096543,0.062529,0.060444,0.217557,0.08638,0.046143,0.053686,0.088006,0.059279,0.015189,0.076456,0.028688,0.082879,0.03662,0.026798,0.052064,0.071611,0.022256,0.032847,0.052753,0.020122,0.078061,0.072588,0.081284,0.034211,0.030718,0.029269,0.050235,0.023477,0.044287,0.031403,0.026971,0.032865,0.067952,0.063611,0.066826,0.043818,0.010159,0.085809,0.02362,0.02572,0.020863,0.049639,0.049768,0.029758,0.05437,0.099005,0.016855,0.019023,0.005827,0.006182,0.004944,0.09142,0.06666,0.091714,0.07368,0.073999,0.026437,0.026058,0.015969,0.015651,0.00684,0.015324,0.016186,0.015625,0.011492,0.010062,0.018856,0.019284,0.033987,0.024644,0.084714,0.016974,0.03355,0.076192,0.041228,0.026979,0.030315,0.042876,0.02418,0.029726,0.043489,0.029638,0.025335,0.009886,0.029281,0.063687,0.011139,0.019537,0.017474,0.003806,0.037668,0.029534,0.032597,0.019359,0.028203,0.054364,0.042477,0.026003,0.013103,1,0.073004,0.0181,0.026387,0.077536,0.09065,0.063688,0.076751,0.018264,0.083459,0.029676,0.0309,0.032273,0.032755,0.017794,0.013178,0.016386,0.021766,0.020688,0.008897,0.089886,0.021693,0.021727,0.022162,0.075296,0.026036,0.012468,0.00922,0.023057,0.06213,0.032118,0.028479,0.055963,0.025779,0.024027,0.032024,0.018581,0.044872,0.069507,0.014842,0.007809,0.010018,0.025992,0.0198,0.018171,0.022093,0.012828,0.01712,0.020048,0.022946,0.02641,0.02927,0.0284,0.03989,0.011668,0.024586,0.009662,0.014697,0.012228,0.016566,0.034549,0.022973,0.023304,0.018888,0.011268,0.084176,0.024254,0.011282,0.013333,0.030834,0.042573,0.017585,0.014164,0.044333,0.042178,0.023613,0.047746,0.029044,0.00625,0.025908,0.019576,0.008735,0.009863,0.019918,0.051367,0.020244,0.026102,0.009204,0.01064,0.014357,0.015407
0.042683,0.013868,0.007984,0.008219,0.031572,0.037501,0.030052,0.058064,0.035349,0.029064,0.027784,0.039494,0.04803,0.013844,0.018317,0.043606,0.061261,0.015794,0.027929,0.03024,0.026083,0.02132,0.036349,0.036248,0.096385,0.084048,0.050727,0.084687,0.085913,0.025997,0.030183,0.073928,0.126751,0.122181,0.04628,0.107228,0.066022,0.119607,0.124723,0.071334,0.081636,0.073766,0.130063,0.057302,0.055885,0.117322,0.060524,0.022013,0.086692,0.036405,0.124747,0.048987,0.036416,0.060741,0.122354,0.030576,0.037582,0.057821,0.031209,0.089375,0.095224,0.087931,0.04669,0.038239,0.042238,0.060326,0.034192,0.055951,0.035321,0.038513,0.035763,0.098337,0.099803,0.081295,0.058397,0.012744,0.094173,0.032278,0.034192,0.027632,0.059962,0.058212,0.03787,0.061205,0.121794,0.02587,0.030932,0.00767,0.006472,0.005164,0.114162,0.091749,0.123858,0.127156,0.121944,0.034454,0.034029,0.024661,0.023985,0.007249,0.029806,0.019636,0.023658,0.015465,0.015086,0.026214,0.027608,0.039218,0.028362,0.123568,0.022378,0.04835,0.1055,0.047958,0.04665,0.042439,0.056,0.049465,0.048745,0.051949,0.030782,0.034109,0.010185,0.048336,0.104686,0.011779,0.026563,0.018895,0.005165,0.049117,0.042208,0.049874,0.028524,0.034894,0.06289,0.042028,0.038952,0.019892,0.073004,1,0.027514,0.035847,0.093153,0.093818,0.090087,0.100965,0.033912,0.085156,0.049918,0.04126,0.040907,0.053022,0.032008,0.018072,0.029499,0.033262,0.032435,0.01225,0.120982,0.0341,0.036845,0.017557,0.359233,0.041069,0.015515,0.011572,0.026237,0.087269,0.040836,0.033128,0.06992,0.027472,0.030971,0.032905,0.032832,0.049397,0.086729,0.029766,0.014629,0.019186,0.03679,0.029024,0.025039,0.035072,0.015736,0.021039,0.018374,0.035308,0.063026,0.024881,0.037112,0.036125,0.017936,0.039991,0.012615,0.018374,0.012036,0.019009,0.035894,0.026525,0.038144,0.029125,0.012086,0.123517,0.039545,0.016536,0.01823,0.038669,0.075432,0.018467,0.015704,0.037229,0.053618,0.02943,0.059029,0.033531,0.009348,0.043206,0.033573,0.010695,0.011972,0.018798,0.062645,0.035858,0.033559,0.015128,0.012377,0.027968,0.018197
0.264991,0.026121,0.008852,0.010266,0.078519,0.075227,0.052078,0.117158,0.067611,0.051946,0.052915,0.130348,0.086661,0.017786,0.043852,0.101675,0.028374,0.087298,0.175331,0.168476,0.059214,0.038292,0.07253,0.0752,0.031945,0.025946,0.038611,0.023881,0.015559,0.2434,0.270915,0.018753,0.038724,0.034142,0.08091,0.039772,0.020279,0.02711,0.033777,0.019181,0.015555,0.024264,0.039006,0.008926,0.019883,0.025392,0.021495,0.057284,0.026088,0.059111,0.028359,0.039878,0.100255,0.02079,0.040811,0.265134,0.212663,0.023997,0.062136,0.02529,0.028175,0.027552,0.20782,0.220688,0.201841,0.026967,0.26991,0.086367,0.055329,0.092147,0.056504,0.02198,0.02094,0.013562,0.030042,0.021691,0.021806,0.26133,0.273312,0.137495,0.02238,0.024038,0.084651,0.02152,0.054986,0.036623,0.701501,0.008232,0.010192,0.005726,0.039521,0.03408,0.037396,0.042918,0.042408,0.056316,0.052409,0.025337,0.021718,0.011656,0.071279,0.030146,0.021683,0.029377,0.024693,0.050435,0.054224,0.090909,0.047047,0.031279,0.020827,0.157803,0.052497,0.212398,0.071947,0.070283,0.03415,0.060532,0.101315,0.032304,0.058445,0.053248,0.014729,0.090809,0.020668,0.02019,0.062654,0.024536,0.004743,0.032614,0.063848,0.083776,0.265529,0.084546,0.021074,0.037442,0.216049,0.018734,0.0181,0.027514,1,0.247253,0.048349,0.026767,0.02039,0.047456,0.05441,0.021621,0.091359,0.083104,0.085684,0.079747,0.128017,0.088933,0.064626,0.079531,0.08105,0.035644,0.035368,0.142979,0.118841,0.034577,0.02588,0.088335,0.012897,0.01228,0.059451,0.02356,0.16124,0.06205,0.017484,0.167848,0.175793,0.064261,0.091991,0.036125,0.020039,0.075354,0.016644,0.079451,0.091718,0.03975,0.065171,0.111622,0.045432,0.037693,0.040067,0.079254,0.121519,0.022878,0.090795,0.096084,0.04261,0.067109,0.021472,0.040448,0.050494,0.030214,0.097889,0.060812,0.079908,0.048059,0.031198,0.037583,0.080497,0.028032,0.063141,0.26786,0.096864,0.026222,0.03598,0.049451,0.035484,0.066397,0.093934,0.046891,0.015338,0.211344,0.100852,0.011282,0.011839,0.034584,0.013353,0.080798,0.259516,0.042041,0.014921,0.051998,0.025084
0.23593,0.025989,0.00829,0.009614,0.07843,0.059862,0.049562,0.118038,0.056578,0.047049,0.061749,0.128809,0.081845,0.01271,0.054753,0.090961,0.033212,0.078991,0.142311,0.136467,0.062956,0.032749,0.078092,0.070107,0.04292,0.029238,0.052384,0.028407,0.029139,0.243033,0.275225,0.026245,0.047077,0.051838,0.086771,0.05408,0.030337,0.044892,0.052397,0.029647,0.022334,0.029324,0.048806,0.011493,0.028915,0.04255,0.032621,0.053285,0.040801,0.062013,0.04374,0.049439,0.081292,0.032521,0.057196,0.261231,0.219252,0.028437,0.05125,0.038547,0.042265,0.040873,0.210472,0.216721,0.195648,0.035226,0.376934,0.090565,0.051811,0.093235,0.054435,0.030065,0.034539,0.022468,0.036885,0.026605,0.036036,0.231543,0.236479,0.134688,0.027616,0.028829,0.072329,0.028625,0.063084,0.041019,0.241786,0.011893,0.011764,0.005652,0.053743,0.039099,0.051404,0.04337,0.046569,0.059767,0.061082,0.03124,0.029971,0.008514,0.075768,0.035536,0.02921,0.028157,0.027298,0.0611,0.066755,0.06951,0.044432,0.049247,0.024379,0.157409,0.050549,0.200794,0.059694,0.061512,0.033707,0.042313,0.091316,0.044815,0.068792,0.056265,0.010141,0.104517,0.034099,0.015513,0.048103,0.031106,0.004897,0.03294,0.064637,0.075919,0.345303,0.074753,0.027886,0.036932,0.606139,0.020095,0.026387,0.035847,0.247253,1,0.054274,0.0348,0.031082,0.047325,0.049185,0.029679,0.101803,0.079071,0.084073,0.072375,0.124885,0.080689,0.063039,0.071716,0.081388,0.043548,0.047652,0.139504,0.125573,0.026342,0.034295,0.082153,0.01874,0.011151,0.06575,0.02876,0.157427,0.063075,0.026792,0.189903,0.18094,0.060559,0.092561,0.044446,0.032526,0.081222,0.016751,0.072997,0.094503,0.032831,0.070263,0.125804,0.038189,0.031727,0.038102,0.095235,0.126307,0.026678,0.090585,0.089207,0.0401,0.077805,0.016143,0.040244,0.032761,0.034402,0.092045,0.063056,0.068135,0.043742,0.033208,0.043992,0.073667,0.028842,0.056104,0.231458,0.085037,0.034027,0.04291,0.047669,0.039108,0.077922,0.094784,0.048301,0.01385,0.188688,0.091197,0.010565,0.01047,0.034005,0.020364,0.083922,0.23973,0.045977,0.013099,0.041737,0.032681
0.058187,0.014609,0.00911,0.008687,0.04034,0.036647,0.02856,0.07877,0.030949,0.028103,0.047273,0.054873,0.055704,0.017377,0.032671,0.058478,0.07014,0.021627,0.037672,0.041165,0.035447,0.018753,0.049275,0.021317,0.185548,0.086028,0.072064,0.083359,0.105757,0.043599,0.056407,0.082395,0.261601,0.252759,0.066696,0.138998,0.071333,0.248324,0.256911,0.072377,0.079368,0.085877,0.254161,0.061758,0.070368,0.241723,0.068207,0.043989,0.09422,0.049079,0.250274,0.066567,0.039492,0.069944,0.146536,0.053785,0.060931,0.065298,0.032513,0.094253,0.092963,0.096346,0.06057,0.06216,0.049161,0.063855,0.047097,0.056525,0.046987,0.052143,0.048759,0.116847,0.109413,0.096577,0.054656,0.019776,0.087188,0.050559,0.058675,0.034683,0.060928,0.062829,0.064987,0.071935,0.219084,0.038623,0.051369,0.007388,0.009026,0.005598,0.17012,0.175104,0.252792,0.125801,0.11937,0.032166,0.034098,0.026532,0.025752,0.008877,0.041447,0.023296,0.025711,0.025005,0.021874,0.028539,0.028517,0.046447,0.047466,0.255883,0.023682,0.050619,0.420416,0.071772,0.053941,0.041946,0.060186,0.058436,0.043401,0.063497,0.04366,0.032538,0.016083,0.051868,0.107743,0.018728,0.028526,0.023716,0.005557,0.047014,0.054621,0.061743,0.051955,0.062142,0.087443,0.049901,0.046979,0.029183,0.077536,0.093153,0.048349,0.054274,1,0.088566,0.096148,0.449417,0.032565,0.088409,0.051746,0.056554,0.063045,0.06488,0.036158,0.022482,0.030761,0.037076,0.034802,0.016701,0.205793,0.040805,0.046629,0.029289,0.096456,0.048093,0.013971,0.01169,0.034884,0.089713,0.050438,0.045079,0.090536,0.038368,0.034133,0.047536,0.045331,0.053718,0.106063,0.04446,0.017325,0.023012,0.050158,0.039251,0.043673,0.048955,0.027585,0.021973,0.025428,0.04722,0.076326,0.038216,0.053045,0.057461,0.020079,0.035897,0.014971,0.02948,0.021631,0.022553,0.050829,0.03702,0.050065,0.036343,0.016666,0.209696,0.039476,0.025038,0.036201,0.058033,0.06463,0.027102,0.027466,0.052268,0.070158,0.043096,0.087961,0.04145,0.008865,0.048206,0.053134,0.010069,0.01127,0.026064,0.077723,0.037955,0.059172,0.019864,0.017311,0.035863,0.026993
0.030089,0.013987,0.00749,0.007988,0.023615,0.022694,0.029378,0.036631,0.01825,0.027828,0.028838,0.033456,0.029594,0.015423,0.014398,0.029416,0.047503,0.012997,0.020375,0.019199,0.014485,0.01714,0.023953,0.023128,0.091154,0.074628,0.040824,0.066642,0.090845,0.029187,0.032785,0.086582,0.100739,0.095029,0.032768,0.094703,0.069879,0.092331,0.10259,0.087002,0.086794,0.094134,0.105263,0.063292,0.070723,0.091654,0.068387,0.016674,0.095273,0.045035,0.100595,0.047195,0.031011,0.076098,0.099281,0.029575,0.038781,0.06473,0.024068,0.09309,0.095095,0.095061,0.038461,0.038131,0.030586,0.049658,0.023152,0.042986,0.032136,0.026322,0.034158,0.078533,0.075865,0.097755,0.042348,0.012835,0.338786,0.037668,0.041491,0.033146,0.063753,0.065314,0.025709,0.068496,0.101695,0.019818,0.02843,0.006975,0.00742,0.0051,0.096258,0.085899,0.117577,0.100217,0.090985,0.029073,0.031682,0.021221,0.022913,0.006529,0.021901,0.024834,0.022877,0.010819,0.011301,0.02121,0.022491,0.033667,0.028819,0.094011,0.017396,0.038387,0.088206,0.034728,0.024261,0.034072,0.052654,0.030552,0.034168,0.045339,0.030092,0.028454,0.010706,0.035092,0.078036,0.014927,0.025006,0.017725,0.004408,0.034735,0.048689,0.033765,0.025625,0.025592,0.078879,0.034546,0.0364,0.019362,0.09065,0.093818,0.026767,0.0348,0.088566,1,0.080275,0.091898,0.017974,0.310684,0.036148,0.031894,0.031216,0.038781,0.028277,0.015249,0.017746,0.020222,0.01932,0.010094,0.104058,0.031114,0.032744,0.016415,0.085482,0.024922,0.014288,0.009197,0.014988,0.071223,0.036334,0.028585,0.074419,0.027108,0.029743,0.029672,0.019317,0.040621,0.094866,0.022309,0.009226,0.013739,0.028019,0.020543,0.015895,0.0289,0.013556,0.017445,0.014585,0.021459,0.04025,0.035205,0.025632,0.0274,0.018253,0.031855,0.012955,0.015793,0.014856,0.023476,0.027325,0.016341,0.030286,0.019425,0.01017,0.10779,0.029389,0.011689,0.015368,0.030132,0.044173,0.020059,0.013981,0.031752,0.044973,0.01918,0.044219,0.024281,0.00722,0.036212,0.030759,0.009875,0.009211,0.017094,0.074017,0.019765,0.039344,0.011629,0.015365,0.018796,0.019466
0.039776,0.010061,0.008271,0.008359,0.023418,0.038754,0.015954,0.043881,0.016217,0.013654,0.024168,0.031014,0.036184,0.014774,0.015285,0.035706,0.072745,0.010909,0.019622,0.023847,0.020794,0.016802,0.022333,0.023361,0.080378,0.089237,0.050268,0.08085,0.073853,0.026628,0.031683,0.055603,0.117436,0.115845,0.049599,0.080257,0.066726,0.109829,0.118211,0.057315,0.054556,0.05689,0.124591,0.044924,0.053798,0.108728,0.062948,0.014351,0.069333,0.032401,0.11685,0.048967,0.020497,0.058594,0.085429,0.030963,0.033828,0.053149,0.016082,0.068548,0.074011,0.072169,0.039747,0.037583,0.033485,0.06523,0.025742,0.053416,0.035301,0.032162,0.041856,0.08297,0.07422,0.069191,0.064225,0.012628,0.073655,0.031986,0.034147,0.024763,0.049831,0.052139,0.037528,0.05716,0.105093,0.029953,0.022164,0.007247,0.008016,0.004885,0.098149,0.080063,0.129443,0.10721,0.109606,0.021163,0.024654,0.020312,0.021763,0.007359,0.020849,0.021857,0.021157,0.016364,0.012888,0.016965,0.018239,0.032282,0.034754,0.118318,0.01761,0.030295,0.092955,0.035034,0.029698,0.033725,0.069541,0.030757,0.027603,0.038441,0.024708,0.021092,0.01107,0.036234,0.077666,0.01284,0.014039,0.018724,0.004204,0.042545,0.03372,0.042314,0.026991,0.038717,0.053025,0.04615,0.035149,0.013824,0.063688,0.090087,0.02039,0.031082,0.096148,0.080275,1,0.093567,0.018422,0.072938,0.035439,0.027091,0.02617,0.044886,0.026855,0.012792,0.02451,0.030993,0.03292,0.013604,0.120431,0.034693,0.040736,0.01938,0.087529,0.027966,0.015041,0.010069,0.02157,0.08395,0.030135,0.023624,0.067894,0.03125,0.02751,0.025225,0.038771,0.050932,0.075905,0.021238,0.013444,0.009999,0.029333,0.028391,0.017401,0.042545,0.019089,0.017666,0.015173,0.025825,0.041742,0.029523,0.0321,0.03549,0.014091,0.031944,0.013865,0.019791,0.011385,0.020644,0.030401,0.022558,0.030508,0.023967,0.009953,0.114816,0.024292,0.015346,0.017526,0.038042,0.04875,0.020834,0.014286,0.047004,0.059903,0.017498,0.048698,0.028949,0.008234,0.037265,0.032981,0.010864,0.016312,0.017545,0.048602,0.02917,0.035367,0.014069,0.012966,0.021734,0.021858
