From src:'2'	To src:'22'
DB04417	980
DB01427	3698
DB01936	9996708
DB04163	446244
DB12412	11953153
DB01691	5288607
DB00910	5281104
DB16346	123723
DB04486	46936985
DB08116	46937126
DB13843	5284535
DB11772	56599306
DB03651	6954
DB00791	6194
DB12027	11609586
DB03607	17753902
DB03886	135449517
DB18065	126642132
DB02964	4369162
DB11632	135565903
DB08931	11304743
DB07441	446965
DB15202	450656
DB04356	135461003
DB13234	15004
DB05542	11237985
DB08811	5502
DB03082	448605
DB09063	57379345
DB01870	445237
DB11748	3032771
DB04449	5288545
DB00591	6215
DB03181	447271
DB00706	129211
DB15884	39800
DB01208	60464
DB01208	6956367
DB00830	4762
DB01887	449128
DB16095	73336238
DB01606	123630
DB09021	28425
DB00283	26987
DB06414	193962
DB08657	17758816
DB12392	11609955
DB04826	27901
DB13731	28892
DB01816	54445
DB06268	216235
DB06666	172997
DB01752	25246222
DB01752	439155
DB07928	6914579
DB00294	6917715
DB03426	15991538
DB07129	180621
DB03937	122357
DB13671	67686
DB02331	447369
DB08601	5948
DB00652	4736
DB03792	13611
DB11902	135536943
DB12267	68165256
DB17038	379077
DB15105	118435360
DB13027	55223
DB02651	448024
DB14756	447315
DB07270	6102822
DB16608	522606
DB16608	139207607
DB16608	139036533
DB13412	65782
DB07198	656952
DB07999	11494891
DB12843	11541511
DB16040	9848499
DB04050	79084
DB01520	62751
DB16084	200164
DB07808	7100107
DB06746	11154476
DB07287	16220130
DB12234	448545
DB04510	439183
DB02607	448505
DB11822	44556044
DB06589	10113978
DB03964	5287714
DB08337	46937141
DB09065	25151504
DB02817	447414
DB12100	11962616
DB18564	102415165
DB07216	9547909
DB12531	135413519
DB07618	5288017
DB08069	2405215
DB06133	6477182
DB02592	445131
DB04576	3357
DB04576	40466912
DB12890	5311070
DB00285	5656
DB04636	5287779
DB04238	446604
DB13845	3275
DB13392	9853537
DB16139	6603820
DB14070	11399764
DB06455	119192
DB16938	53258905
DB12731	6914657
DB03331	446186
DB04776	5289296
DB18063	121410180
DB13267	65787
DB02792	446082
DB18122	146591762
DB12671	6918502
DB17984	16759603
DB17984	101675604
DB02937	42626649
DB02426	46936378
DB14932	46174145
DB14556	6585
DB02082	135403657
DB16291	6437836
DB04710	15959287
DB01348	5311447
DB01348	40479741
DB17993	9882
DB09225	5736
DB01720	657131
DB02849	4324
DB00620	31307
DB08229	46937133
DB06789	169870
DB02181	135398599
DB04165	71113
DB00455	3957
DB02567	447077
DB07316	25263223
DB13613	6258
DB08525	5289331
DB02128	5289091
DB11366	54676478
DB00385	454216
DB11179	9552071
DB11978	25166913
DB02929	1715
DB07522	9543486
DB08873	10324367
DB15952	517680
DB15952	24268
DB00232	4121
DB07457	2398
DB13803	26618
DB17820	66857383
DB13925	131634491
DB15536	24380
DB15536	166033
DB03734	5289593
DB03460	448438
DB16306	3125
DB16306	25203059
DB18088	66580799
DB07387	4290313
DB12334	6918589
DB06620	158784
DB00789	56841013
DB00789	59844561
DB00789	6857474
DB00789	131668252
DB00789	157429
DB15242	11678534
DB07401	3034285
DB08237	135908259
DB04860	135409474
DB11153	14797
DB15469	159201
DB01689	1944
DB00546	37632
DB03647	503535
DB03033	3952261
DB01159	3562
DB11683	71571306
DB04409	4437
DB07722	4474777
DB01958	3537
DB13039	84621
DB03998	49866821
DB03534	447018
DB03199	42627031
DB07496	7595
DB09325	5235
DB03809	5289228
DB00589	28864
DB01248	148124
DB01646	448580
DB15190	44462738
DB05421	9821217
DB00746	2973
DB08329	5356
DB07164	6918710
DB12615	42613186
DB12805	213037
DB01173	4601
DB04338	5164
DB12923	1234
DB13654	71586775
DB11694	46207586
DB03619	222528
DB15143	118414016
DB02767	5288266
DB13292	4822
DB11942	71481097
DB08641	6323527
DB08725	3082640
DB13367	68876
DB02035	3572
DB03231	135403817
DB05186	5274428
DB15610	2779224
DB00133	5951
DB00133	6857581
DB12195	135565536
DB16768	3894
DB12961	5280492
DB12803	5806
DB08024	5459374
DB01175	146570
DB16000	93086
DB07076	447734
DB02734	446144
DB12925	23649181
DB04946	71360
DB08761	11267350
DB15145	71262247
DB00414	1989
DB06283	16135415
DB06283	102505334
DB08723	441048
DB02033	54687250
DB02647	449088
DB02674	446903
DB07981	16741227
DB06830	5276520
DB16956	70912
DB07848	9549257
DB04658	124434
DB04256	139055582
DB04256	446355
DB17770	118904282
DB13334	20055482
DB06706	22297
DB15302	125766
DB14983	76685198
DB00135	6057
DB00135	6942100
DB12193	3083542
DB15920	6986
DB00268	5095
DB03567	84265
DB05465	3038522
DB07010	135449325
DB08398	1530
DB00666	25077405
DB07550	656913
DB11433	26383
DB12140	10297982
DB14642	644076
DB01766	185915
DB01766	6927613
DB06652	3009355
DB03128	187
DB14538	68921
DB03929	6857549
DB03929	71077
DB12184	55191
DB09088	10767
DB17097	117817422
DB12613	9832404
DB00479	37768
DB08875	25102847
DB07750	445952
DB14678	229295
DB12292	9832431
DB02619	137895
DB03767	5287799
DB13805	19254
DB06368	491022
DB06182	6918572
DB01566	105039
DB06976	445841
DB12654	24946920
DB08264	440294
DB00394	21700
DB17056	5265
DB12367	45381907
DB11155	7547
DB01439	62296
DB03035	4634231
DB17516	140581374
DB17516	91664357
DB08418	9912519
DB14210	55331
DB02534	15624
DB02998	261000
DB06791	71349
DB04188	4026
DB04362	5287651
DB11220	68406
DB08561	9896504
DB06910	446158
DB12039	72276
DB13615	123133557
DB08523	5289329
DB07872	42628060
DB02809	5287754
DB00383	4642
DB04297	444732
DB06506	198757
DB17570	46207957
DB00269	11289
DB08660	5004
DB08399	667639
DB17731	6433573
DB05491	9960285
DB15120	9976892
DB04733	4369446
DB16321	57331749
DB00442	135398508
DB14804	131873571
DB12940	6857639
DB09395	517045
DB06871	9549180
DB12984	6918260
DB08474	5289290
DB07937	16744441
DB07426	16122556
DB14194	8684
DB14194	5284483
DB08447	23640750
DB03129	5289336
DB03928	446195
DB14539	5744
DB01505	61122
DB08085	14899645
DB13866	14687
DB09089	5573
DB04034	439190
DB07792	11987874
DB04673	49866889
DB13404	59970247
DB13404	6144
DB12125	10176764
DB07082	447911
DB01975	446724
DB15945	4846
DB08795	15574941
DB04146	49866867
DB07181	24832041
DB13222	65592
DB12993	23971
DB07849	46937099
DB04659	9600408
DB00935	4636
DB14183	637566
DB00815	3423265
DB02999	6971145
DB02999	40539
DB08419	46937149
DB14653	107603
DB09134	3741
DB04189	25202473
DB04189	446475
DB02270	5288123
DB02198	6227
DB16288	442534
DB04841	941361
DB07651	9547919
DB08595	15942662
DB09415	8567
DB07607	9543437
DB16851	10195250
DB02808	449547
DB02287	1505
DB17234	122460381
DB03441	17753867
DB13062	68026984
DB00478	5071
DB14679	18142
DB02216	24417
DB02216	7058174
DB02618	5221296
DB06176	5352062
DB07817	12087505
DB06690	948
DB17100	56846912
DB13123	11953346
DB06982	24768548
DB04533	7264
DB14739	4765
DB13995	109374151
DB13995	145994608
DB05864	6918653
DB01705	6398417
DB09200	3055168
DB18393	11686894
DB11867	16755766
DB00605	1548887
DB07592	10062713
DB15152	24769037
DB05273	76962714
DB05273	164133
DB05273	118987134
DB01004	135398740
DB13125	49843517
DB00324	9878
DB18089	16679092
DB11509	139081952
DB11509	3032611
DB15051	10387485
DB13993	22609888
DB00788	156391
DB12222	60956
DB01688	2879
DB05837	92021889
DB05837	3037115
DB15468	9810816
DB00603	6279
DB08540	5189
DB11953	135564558
DB00813	3345
DB04227	445534
DB14655	224004
DB08858	154095
DB08858	138398400
DB13940	10264356
DB01217	2187
DB06763	6324663
DB09167	5284550
DB15214	77050638
DB08593	4369452
DB16927	736083
DB09413	24506
DB09413	21924740
DB09413	516951
DB09413	139036472
DB12404	9867812
DB13250	16217806
DB07331	4661
DB11290	16686040
DB11290	12496
DB02129	439216
DB13984	6351
DB11979	11250647
DB06721	9577124
DB02928	17754207
DB06645	9828911
DB08281	5278689
DB12123	5282459
DB01973	17754162
DB04339	193653
DB15943	6436550
DB06402	3081362
DB03618	656944
DB03216	5287610
DB00854	5359272
DB11142	53262363
DB11142	105024
DB12161	73442840
DB09340	5611
DB06521	157049
DB00933	4078
DB14185	49831411
DB16769	5353609
DB08094	6918852
DB01158	2431
DB17027	5788723
DB18046	71137
DB18200	132190533
DB04408	447545
DB13038	5497163
DB08784	1432578
DB01959	656969
DB04735	5327038
DB03999	76839
DB14924	118115473
DB11709	71587772
DB03198	449606
DB03270	446274
DB04067	446969
DB00588	444036
DB03808	65130
DB01249	3724
DB01503	11300765
DB02441	3465283
DB08083	44144383
DB07964	5288615
DB01462	13493
DB08740	5288373
DB15279	2735289
DB08328	25011726
DB15990	123913
DB15990	7018836
DB08451	151506
DB00402	969472
DB12900	25070031
DB14844	73777259
DB09091	162955
DB16025	90474459
DB16025	198346
DB04327	17754130
DB08068	46937120
DB02750	46936479
DB15314	72941953
DB00563	126941
DB07231	23647361
DB09192	39187
DB13350	6436171
DB15575	145721395
DB15575	140620227
DB15575	56841556
DB00521	2583
DB04582	909781
DB06933	16750106
DB13444	34536
DB01545	3299
DB11390	2871
DB11669	6918412
DB08407	6857724
DB17039	11433190
DB03722	148140
DB04106	46936889
DB01456	160531
DB15905	10371
DB11343	142154
DB07199	15991559
DB03496	5287969
DB00224	5362440
DB07534	5729339
DB07534	137349062
DB12587	10993211
DB07809	17758361
DB03164	444453
DB02872	5288631
DB15861	16274
DB04896	11622909
DB12322	11376392
DB18295	66610682
DB06588	25022868
DB14132	10661
DB01497	26721
DB18300	155309155
DB12630	29626
DB16874	73051434
DB16847	4593
DB03522	17753844
DB04801	5282761
DB07734	25134249
DB05015	6918638
DB03370	449014
DB12787	5858
DB07460	9934347
DB09293	167195
DB04092	447280
DB13820	19396
DB15494	71661158
DB02076	91493
DB03401	439456
DB14031	5799
DB01349	60919
DB17193	49848291
DB06603	6918837
DB02848	5740
DB12770	5282136
DB03387	73284
DB04857	9614919
DB07033	46937045
DB04191	444196
DB08626	4369380
DB07647	4369434
DB06788	56927879
DB02981	444862
DB07674	655
DB08228	1504717
DB11410	3334
DB15379	138059664
DB04239	135509113
DB09284	27501
DB17140	11676971
DB02550	448972
DB03316	31275
DB16138	219023
DB00763	1349907
DB06813	148121
DB16939	118432652
DB02010	44259
DB12097	142775
DB15775	5284538
DB05446	1082
DB00721	4914
DB04782	1237169
DB00645	3180
DB12716	2815031
DB09006	2787
DB02137	139031608
DB02137	135926587
DB11476	127053480
DB01621	62867
DB15353	73386748
DB09240	89767
DB01745	446605
DB11203	5462311
DB08916	10184653
DB02496	443201
DB15047	51030730
DB11549	26533
DB04472	11481186
DB01665	4469371
DB13587	15020
DB02722	446874
DB11786	16122802
DB00765	441350
DB00765	6918925
DB01077	3305
DB08032	1190625
DB01044	5379
DB01044	4872633
DB01080	25202592
DB01080	5665
DB08500	46937156
DB02164	5288230
DB00643	4030
DB03872	5287900
DB18091	5322399
DB13322	73415812
DB15355	145994617
DB08131	135488889
DB00982	5282379
DB12480	64971
DB08970	11794741
DB07767	445858
DB08299	9999276
DB03750	10430
DB00369	60613
DB00176	5324346
DB00690	3393
DB05013	46174141
DB09295	48229
DB06478	13116
DB17805	445212
DB16221	6918548
DB05553	11273179
DB14727	92140
DB15759	83213
DB11096	8633
DB06605	10182969
DB16263	70697686
DB11717	135564890
DB01136	2585
DB13516	21782
DB07035	5459348
DB12350	153976
DB05714	9871747
DB12444	439378
DB12444	25201220
DB08987	37497
DB12477	15710945
DB13056	3752
DB14969	46861578
DB06442	166558
DB15825	9793815
DB02316	11113761
DB03550	440723
DB00871	5403
DB07567	4369568
DB11892	65947
DB11892	4916641
DB03010	448013
DB15903	9324
DB13852	21777
DB11345	444294
DB01590	6442177
DB11517	71823
DB03137	5289232
DB07929	448258
DB07128	5287523
DB14527	24598
DB13097	10025615
DB11102	68310
DB01831	446202
DB01831	134820106
DB05514	16757521
DB13716	3026
DB13787	30131
DB02370	17754073
DB16023	10761
DB03076	445754
DB02457	46936391
DB11749	445900
DB04448	91867
DB05779	100094
DB02522	439811
DB16162	118092367
DB13630	71954
DB11586	16076883
DB00565	62887
DB03981	444552
DB15573	6654
DB06935	5327159
DB16458	121305180
DB01209	3033053
DB08836	443874
DB08836	40466973
DB01543	10039774
DB02401	448650
DB16061	91844733
DB13770	72135
DB03848	12057
DB00860	5755
DB05668	100427
DB05266	3671
DB04546	23190
DB06710	6010
DB02798	445093
DB06991	11427975
DB07293	22747857
DB04789	135415868
DB09460	10340
DB09460	516885
DB16932	9561611
DB14583	108059
DB13398	5489013
DB02814	5180213
DB07581	5287976
DB16016	24826317
DB04232	5289389
DB12859	23956
DB15372	9941638
DB01895	444700
DB16087	118861389
DB02361	3080775
DB04385	97577
DB12237	9797017
DB07284	11701820
DB13723	123868
DB02604	46936435
DB07950	802
DB03967	8778
DB08334	135566317
DB03855	49867766
DB01342	132706
DB02088	444720
DB06636	6918606
DB04099	165491
DB13024	24988881
DB07240	15627868
DB02323	446201
DB14938	3395
DB04455	248
DB04455	153685060
DB12873	15942827
DB16070	117607904
DB01105	5210
DB07006	10364585
DB01378	888
DB08615	24832019
DB13523	47979
DB02879	447561
DB07091	24963036
DB01966	17754131
DB04133	5287902
DB11828	9915743
DB07802	5795340
DB15720	136672228
DB15720	108934
DB15348	46189893
DB14093	91667979
DB17131	132222602
DB09231	656668
DB13418	11954041
DB07192	1116191
DB13561	735998
DB17032	126280
DB00338	4594
DB03729	162636
DB14475	107689
DB05482	104842
DB08961	2273
DB06510	206044
DB08195	9547943
DB11662	11955855
DB04746	5282800
DB02853	8988
DB02853	6971012
DB14084	7184
DB18035	146620303
DB09534	146382
DB12725	11961293
DB09199	204109
DB12641	9878913
DB02934	447722
DB02598	447701
DB06906	84894
DB03325	449029
DB17299	6269
DB17299	56635390
DB13875	3564
DB14783	73330464
DB07612	5288016
DB00409	54477
DB14206	3032536
DB14206	24288
DB07781	3000505
DB08805	1548992
DB03604	5803
DB08193	15876
DB01202	5284583
DB02967	4362
DB02855	5287408
DB18033	91824837
DB03361	447750
DB07471	11957417
DB13237	2799
DB02529	17753990
DB03323	439186
DB07300	44176356
DB09128	11978813
DB16169	9827461
DB16968	44428550
DB05772	56841552
DB12761	9811664
DB13873	64929
DB14785	86567195
DB06826	5311236
DB03088	7405
DB04268	5289535
DB08925	3033226
DB11742	3191
DB04666	49866823
DB12024	25114442
DB08803	34154
DB03798	13945
DB00658	3085017
DB15427	50313
DB08613	24836810
DB04135	448302
DB11109	24526
DB04414	131704280
DB15552	145994624
DB08184	9547945
DB06397	71234
DB01758	439744
DB01758	6918986
DB15012	4118151
DB07922	46937108
DB01424	6009
DB00946	54680692
DB06262	92974
DB06262	6989215
DB16310	78318119
DB11899	46239015
DB12398	25170420
DB03814	78165
DB03814	4478249
DB15111	450349
DB01893	446795
DB04383	640993
DB08367	11963565
DB03598	4369171
DB00297	2474
DB13725	23480
DB01558	2441
DB04028	448819
DB12264	60848
DB01018	3519
DB08654	6420130
DB06486	176167
DB08292	11963551
DB02325	3776
DB00188	387447
DB00362	166548
DB15816	9840293
DB15816	71309275
DB04453	4369394
DB12875	17751090
DB00989	77991
DB01103	237
DB11638	12814875
DB15887	10011857
DB15208	52951810
DB12523	65906
DB01884	447256
DB13329	3515
DB06163	135430970
DB04394	3092847
DB07295	447695
DB03879	446578
DB08039	5312137
DB12561	46926973
DB02729	444672
DB01840	448372
DB11778	11442891
DB04479	1750
DB12418	5143
DB11542	21419483
DB11542	9570438
DB11542	51854790
DB07599	9600412
DB00356	2733
DB07134	16058639
DB12187	71605071
DB07415	42628075
DB06297	135564845
DB04506	46926108
DB04506	11593175
DB14732	135398670
DB03564	5288834
DB06989	6914659
DB04791	5326925
DB06362	101524
DB06188	6851740
DB12298	237332
DB04910	4622
DB12170	57751161
DB12696	10409068
DB13069	39214
DB00486	5284592
DB01920	96647
DB14672	102697
DB00417	6869
DB02677	17754157
DB12931	135413554
DB12931	135497698
DB12931	135659063
DB00163	14985
DB17083	16656889
DB02644	5287494
DB13337	272833
DB07878	46937102
DB04081	5288859
DB02065	445801
DB07046	25163987
DB08027	5082818
DB01145	5351
DB16276	24864132
DB07200	5275422
DB03223	46936613
DB03223	86289080
DB17784	15967182
DB17784	10327332
DB02680	7452
DB12116	65064
DB08412	449245
DB02992	447811
DB04182	5288675
DB00121	171548
DB04368	159596
DB15308	16659285
DB11336	3830
DB04652	5753
DB07842	11149906
DB07395	16070039
DB04294	448176
DB13229	18735
DB17584	137379043
DB02537	52941757
DB05220	24771867
DB00826	5284447
DB07089	11995761
DB00397	4786
DB12601	9849735
DB04830	2468
DB08267	135438475
DB09082	10184665
DB03063	131704228
DB04283	135413991
DB05155	25030387
DB14532	32051
DB12364	10275777
DB04706	473141
DB08845	51
DB08845	156274072
DB00449	3105
DB04591	5287492
DB14648	11812557
DB03430	440104
DB15566	5834
DB03764	446140
DB09181	60728
DB14000	8925
DB06946	23644579
DB00262	2578
DB08392	2059510
DB02225	447776
DB12657	51352628
DB12337	8481
DB07384	5287692
DB01469	20055090
DB03065	1894
DB04285	448025
DB15272	16214485
DB02261	108156
DB01242	2801
DB08234	25058133
DB14768	71535003
DB03644	86
DB13931	66599893
DB03677	4359
DB00576	5328
DB03680	44
DB17419	134780
DB08843	64988
DB01536	6128
DB13116	13129
DB11702	56260
DB03992	14233317
DB07728	11992146
DB01952	104994
DB07454	5287785
DB03737	5288222
DB07340	210332
DB02223	135678105
DB11881	135545855
DB16762	5328772
DB08890	16158208
DB00050	25074887
DB07393	11505541
DB11948	3885
DB13696	77254
DB06409	5360621
DB13170	70693500
DB13298	90479631
DB13298	16129705
DB12069	53362096
DB08531	21066087
DB16124	49779393
DB04332	90263
DB08100	6365297
DB11656	5042
DB00906	40467242
DB00906	60648
DB04620	6918961
DB04620	2901
DB08671	11840992
DB13364	35455
DB02122	4634714
DB00165	1054
DB11186	2562
DB01610	135413535
DB00991	4614
DB16403	5484006
DB00710	146015366
DB00710	60852
DB13601	4626
DB06860	25134265
DB02063	135559083
DB02063	131704187
DB08731	24764434
DB01143	29927142
DB01143	2141
DB13657	21102
DB03225	6923517
DB03225	9060
DB02021	160024
DB11697	46216796
DB15173	54576693
DB05252	47938
DB02430	122336
DB11421	135527764
DB11421	86418
DB11421	135541675
DB11421	86287518
DB01278	126456229
DB01278	70691388
DB01278	137699448
DB01676	8376
DB12229	16071605
DB01190	446598
DB07413	12000133
DB15646	11498853
DB00776	34312
DB03150	165151
DB07167	9884318
DB14568	71657455
DB11502	2480
DB18082	76286825
DB05708	5310985
DB01736	94599
DB15958	3038097
DB11117	5634
DB00636	2796
DB03537	49867069
DB01800	165879
DB00238	4463
DB07528	24812719
DB11463	5334
DB05683	636427
DB14127	10430040
DB17264	129851403
DB12407	65985
DB00896	5311412
DB12381	44603533
DB13987	61520
DB13987	5362485
DB08056	44422489
DB11148	2482
DB09496	5355130
DB11949	9832383
DB06408	451448
DB03612	644065
DB04224	637517
DB07325	17755582
DB01214	31477
DB12068	9812416
DB13970	62582
DB09164	11430828
DB03781	448978
DB00106	16131215
DB12451	6479267
DB06735	1548953
DB11259	5281612
DB02295	448379
DB08322	11669698
DB03091	7015181
DB03091	445883
DB15688	53472683
DB13500	72093
DB11837	44139752
DB01468	46424
DB15286	131801114
DB01511	17925
DB14769	135565554
DB01051	54675769
DB04521	444455
DB00582	71616
DB16185	51038269
DB08570	3364665
DB03802	5287617
DB08587	637775
DB01007	5482
DB03192	447877
DB17418	6505394
DB04563	17753799
DB13916	11824
DB07729	6470990
DB13032	6433114
DB01152	10079874
DB11273	168871
DB00327	5284570
DB00611	6916249
DB01990	65076
DB04064	5289026
DB03284	5288331
DB01682	4477692
DB12228	11319053
DB02471	445245
DB09316	24642
DB09316	167263
DB16333	72710875
DB07967	11464526
DB00782	4934
DB04721	5326978
DB07855	16122632
DB15249	121596640
DB08770	176407
DB04645	5326887
DB03950	446277
DB13836	6713928
DB01711	9923
DB14569	11234049
DB17024	2703
DB18076	11553430
DB04763	5289159
DB03006	6432805
DB03006	7389
DB15959	5282210
DB00239	5353853
DB07529	46937079
DB07529	137349052
DB02300	5288783
DB11917	46184405
DB03240	657004
DB11986	25141092
DB00857	1549008
DB00191	4771
DB02922	69617
DB01253	443884
DB09370	71180
DB03293	108714
DB08097	9543517
DB09401	12597
DB11071	8361
DB09387	123133494
DB06535	170345
DB15973	3086012
DB03581	439958
DB00801	31640
DB00963	60726
DB12131	443955
DB02802	446958
DB16739	3651377
DB01255	11597698
DB07879	24836811
DB02091	447956
DB03295	440772
DB05624	16135076
DB12500	16722836
DB12032	9794485
DB01945	131704184
DB01945	46926304
DB04982	164509
DB00921	644073
DB06533	128814
DB15975	64939
DB02192	6054
DB12916	5284380
DB04369	5289333
DB04176	446492
DB04690	24360
DB14197	33344
DB08444	25058138
DB08444	25102779
DB07934	448953
DB12987	60203
DB07598	5288002
DB08350	16750094
DB13407	4487
DB16335	23642298
DB04037	447980
DB04643	5326885
DB13381	27461
DB13381	56840845
DB02781	57484478
DB04765	4369488
DB13451	54708299
DB01120	667431
DB12299	16061509
DB11491	56208
DB11491	25273230
DB12970	10954115
DB00472	3386
DB13068	6473876
DB06841	137347858
DB06841	131704300
DB04110	8391
DB02293	131704198
DB14156	2537
DB09076	11519070
DB17525	139350422
DB07798	11349402
DB06659	135565472
DB11864	10117987
DB00448	3883
DB05245	5459124
DB05245	452254
DB05245	441244
DB14649	236702
DB02581	5288251
DB04565	446324
DB07814	6466
DB11275	65667
DB15309	124984
DB09010	2577
DB12836	11677589
DB02950	139031112
DB02950	17754027
DB16194	14080
DB17237	130358571
DB12700	73611
DB13228	4474062
DB03471	446783
DB13626	73415751
DB06673	23727689
DB02006	49866866
DB02240	20194
DB03300	135461000
DB07323	6102686
DB08820	16220172
DB04871	11658860
DB06733	6436223
DB07088	24963035
DB11909	155815
DB03799	36690559
DB03799	165196
DB00659	71158
DB07063	157839
DB08250	23586165
DB15136	6918840
DB07122	16758228
DB14061	3634
DB12085	24737642
DB08984	35375
DB01759	3840
DB12474	5857
DB12447	4410
DB08940	3824
DB07430	44631903
DB07764	68205
DB13858	8708
DB15790	3045406
DB00146	5283731
DB11898	5437
DB15911	2136
DB07021	15953860
DB13593	14652
DB06448	148195
DB12399	9841854
DB12660	58310140
DB01355	3608
DB02167	5488191
DB02167	40493915
DB16527	3300
DB00673	135413536
DB03842	17753774
DB02413	119224
DB02413	40424802
DB08993	135565326
DB08993	20055267
DB13540	3037209
DB15080	71455937
DB03395	60594
DB01773	448585
DB02528	17754111
DB00733	135398747
DB00733	4884
DB00733	135484646
DB16168	11242315
DB09129	6452300
DB09129	24808
DB12795	49802864
DB04442	1509
DB13584	67425
DB05786	148189
DB04269	5287991
DB15665	89532783
DB01485	160615
DB01047	9642
DB05549	11272610
DB01633	445968
DB01074	4746
DB13083	9799888
DB15209	22591684
DB04605	70766
DB01573	5362507
DB13328	22379
DB07261	445480
DB13740	2310
DB06963	24941249
DB02384	54708743
DB03878	4327
DB05586	9970357
DB13784	17182
DB08038	46937118
DB02340	65249
DB07223	6610318
DB03200	446857
DB03046	5289529
DB06921	23653508
DB02728	5289613
DB00533	5090
DB02454	17753975
DB11779	11285588
DB14221	62965
DB04478	132302
DB12419	16721125
DB11211	10197613
DB15831	47
DB03134	446719
DB05102	6440352
DB14524	105145
DB02393	444761
DB13094	6433122
DB05057	65632
DB04029	445694
DB01559	2811
DB03415	448875
DB01019	2370
DB06472	66000
DB15590	6452099
DB00841	36811
DB11753	6324616
DB07564	135566918
DB04815	2788
DB01903	93036
DB13793	71203
DB11375	71674
DB00189	5281077
DB00988	681
DB01825	135460982
DB12540	10116877
DB06782	3080
DB01861	8629
DB02395	1667
DB08222	446977
DB02842	150238
DB03167	11852
DB07150	135440536
DB03413	145729
DB02089	445383
DB05343	208925
DB11755	93147
DB04098	44308490
DB04813	2406
DB01905	1502
DB15456	54674461
DB13795	68760
DB00227	53232
DB03528	447916
DB14138	190201
DB07537	24812718
DB01823	11776755
DB13474	5484
DB04603	15081829
DB16031	117902620
DB01575	92024769
DB02799	5288792
DB06857	4300
DB08404	46937147
DB06965	4369425
DB04788	5327077
DB06801	3033877
DB07225	46937062
DB04324	5289086
DB16132	135413558
DB13660	92879
DB13399	443951
DB00535	6915944
DB12593	5813717
DB11359	460
DB12858	9849699
DB15317	11249342
DB01353	6473
DB00675	2733526
DB12094	5745214
DB05476	9939426
DB08161	24748045
DB02415	9543425
DB08995	5281613
DB06896	21081761
DB00067	11979316
DB02134	1188
DB04588	5287470
DB11446	40854
DB09198	9826451
DB03393	5388925
DB02599	135461936
DB09270	5281915
DB01775	670
DB00735	73342
DB17298	6913176
DB08062	449127
DB06106	135484546
DB17170	137455755
DB01483	2294
DB01635	676443
DB01635	6920201
DB00408	3964
DB12328	5944
DB07065	44629555
DB06582	204105
DB05410	145994599
DB04933	6912404
DB01166	2754
DB03384	448573
DB02878	5289108
DB12740	58298318
DB11829	153999
DB07677	135522417
DB16880	64981
DB12083	76968809
DB07644	24778299
DB04854	134018
DB16233	118277544
DB09216	610479
DB01494	16676
DB07992	10258
DB11555	35775
DB14025	4921596
DB14025	60063
DB16844	57662985
DB13419	5597
DB07680	16122567
DB16877	2176
DB02200	5289560
DB03340	446920
DB12784	46866319
DB07737	25134252
DB00339	1046
DB13595	141758310
DB13595	131704329
DB03454	340
DB02046	449500
DB03728	6318
DB16049	24986824
DB07990	46937114
DB11723	11253490
DB15964	135533054
DB03895	11295
DB07279	9820034
DB01855	49866700
DB01967	11987780
DB03342	3364666
DB02202	446973
DB07711	149790
DB05412	9871074
DB06580	60734
DB14554	11170867
DB04495	447518
DB12742	11282283
DB14014	57394021
DB04519	135372298
DB04519	379
DB16882	442089
DB03105	5287587
DB11761	71587953
DB01529	92943
DB04059	448610
DB02424	5288382
DB06951	444650
DB02758	3744
DB07253	25011729
DB13488	2312
DB08060	6420149
DB12109	24770514
DB04774	5289284
DB04747	5494436
DB11398	456389
DB14207	62956
DB08685	7127816
DB14888	483499
DB08433	564920
DB07943	9865587
DB17071	121349852
DB12899	54576073
DB09272	130406582
DB09272	11250029
DB13358	2747
DB06907	5327160
DB04073	447976
DB14941	44537841
DB04634	736104
DB02018	2138
DB11264	62820
DB14079	92141
DB13662	9661
DB16130	12714644
DB02558	448249
DB17148	9871945
DB04574	3001028
DB04547	445307
DB08155	745994
DB06090	25147644
DB02893	84815
DB02893	6992109
DB04315	135398619
DB09248	6179
DB02103	72194
DB11875	3071
DB01325	6307
DB00341	2678
DB03966	54706138
DB13828	104926
DB17837	1241420
DB02884	42555571
DB02884	712421
DB07468	24178119
DB09173	621174
DB06744	6324617
DB12236	25195624
DB07511	25113145
DB06777	10133
DB12638	9549213
DB18308	154824276
DB07051	46937046
DB12542	10252640
DB07007	24894155
DB08220	9845059
DB04271	215436
DB06780	5952
DB00629	3517
DB16204	9842945
DB14754	10130337
DB12778	44232546
DB06637	1727
DB02840	656974
DB01729	439455
DB04719	5326976
DB11561	7019
DB07152	25138294
DB17273	136018428
DB14515	5319192
DB14515	6536825
DB13109	76958312
DB06470	10783
DB13908	14759
DB01798	448674
DB14055	54688261
DB11525	68595
DB11525	6917874
DB09175	60698
DB03758	6323491
DB08366	16086836
DB08179	11779786
DB00698	6604200
DB03424	6992132
DB03424	72172
DB00296	175805
DB14499	24507
DB14499	139063234
DB14499	516915
DB11859	92786
DB12358	23087
DB05100	466151
DB15817	9796734
DB15817	71311453
DB06045	11318905
DB01814	445571
DB05531	69247748
DB04824	4764
DB03202	5289459
DB02342	66414
DB01604	33478
DB05234	16750192
DB00704	5360515
DB00118	34755
DB15886	21874
DB18689	135398655
DB08153	11987878
DB02895	9543424
DB00919	15541
DB04313	5287600
DB02105	3870203
DB11873	54767229
