DrugBank_id,Uniprot_id
DB00750,Q9UI33
DB00750,Q9NY46
DB00750,Q15858
DB00750,Q9UQD0
DB00750,Q9Y5Y9
DB00751,P35367
DB00753,O14764
DB00753,O00591
DB00753,P31644
DB00753,P34903
DB00753,Q8N1C3
DB00753,P47869
DB00753,P18505
DB00753,P23415
DB00753,Q9UN88
DB00753,P47870
DB00753,Q16445
DB00753,P18507
DB00753,P48167
DB00753,P28472
DB00753,P48169
DB00753,Q7Z418
DB00753,Q99928
DB00753,Q9NPC2
DB00753,P14867
DB00753,O14649
DB00753,P57789
DB00753,O95069
DB00753,P78334
DB00754,Q9NY46
DB00754,Q9UI33
DB00754,Q99250
DB00754,Q01118
DB00754,Q14524
DB00754,Q9Y5Y9
DB00754,P35499
DB00754,Q9UQD0
DB00754,P35498
DB00754,Q15858
DB00755,P13631
DB00755,P10826
DB00755,P10276
DB00757,P46098
DB00758,Q9H244
DB00762,P11387
DB00763,P07202
DB00765,P07101
DB00767,P14416
DB00768,P35367
DB00769,P04150
DB00770,P34995
DB00770,P43116
DB00773,Q02880
DB00773,P11388
DB00774,P55017
DB00775,P05106
DB00775,P08514
DB00776,Q9NY46
DB00776,P35498
DB00776,Q9Y5Y9
DB00776,Q15858
DB00776,Q9UI33
DB00776,Q99250
DB00776,Q14524
DB00776,Q01118
DB00776,P35499
DB00776,Q9UQD0
DB00777,P35367
DB00780,P27338
DB00780,P21397
DB00782,P20309
DB00782,P11229
DB00782,P08172
DB00783,P03372
DB00784,P35354
DB00784,P23219
DB00786,P09237
DB00786,P08253
DB00786,P14780
DB00786,P39900
DB00786,P08254
DB00786,P03956
DB00788,P23219
DB00788,P35354
DB00790,P12821
DB00792,P35367
DB00794,O14764
DB00794,P35499
DB00794,Q16445
DB00794,P18507
DB00794,P28472
DB00794,P48169
DB00794,P31644
DB00794,P47869
DB00794,Q9Y5Y9
DB00794,Q9UQD0
DB00794,P78334
DB00794,Q99928
DB00794,P18505
DB00794,Q8N1C3
DB00794,Q9UI33
DB00794,Q9NY46
DB00794,Q15858
DB00794,Q9UN88
DB00794,P35498
DB00794,Q01118
DB00794,P34903
DB00794,Q99250
DB00794,O00591
DB00794,Q14524
DB00794,P47870
DB00794,P14867
DB00795,P23219
DB00795,P35354
DB00795,P09917
DB00796,P30556
DB00797,P25021
DB00797,P18089
DB00797,P35367
DB00797,P35368
DB00797,P25100
DB00797,P18825
DB00797,P08913
DB00797,P35348
DB00799,P10276
DB00799,P10826
DB00799,P13631
DB00800,P21728
DB00801,P31644
DB00801,P47869
DB00801,P78334
DB00801,P18505
DB00801,Q8N1C3
DB00801,Q16445
DB00801,O14764
DB00801,P47870
DB00801,P18507
DB00801,P14867
DB00801,P34903
DB00801,Q9UN88
DB00801,P48169
DB00801,Q99928
DB00801,O00591
DB00801,P28472
DB00802,P35372
DB00804,P20309
DB00804,P11229
DB00805,P11229
DB00805,P22303
DB00805,P21397
DB00805,P28223
DB00805,P14416
DB00805,P41595
DB00805,P28335
DB00805,P21728
DB00806,Q08493
DB00806,P29275
DB00806,P29274
DB00806,Q14123
DB00806,O60658
DB00806,Q01064
DB00806,Q9NP56
DB00806,Q9Y233
DB00806,P18545
DB00806,P51160
DB00806,P35913
DB00806,O95263
DB00806,O76083
DB00806,P54750
DB00806,Q13946
DB00806,Q08499
DB00806,Q07343
DB00806,O43924
DB00806,O76074
DB00806,P27815
DB00806,P16499
DB00806,Q14432
DB00806,O00408
DB00806,Q13956
DB00806,Q13370
DB00807,Q99250
DB00807,Q15858
DB00807,Q9Y5Y9
DB00807,Q9NY46
DB00807,Q9UQD0
DB00807,Q01118
DB00807,P35498
DB00807,Q9UI33
DB00807,Q14524
DB00807,P35499
DB00808,P55017
DB00809,P20309
DB00810,P11229
DB00811,P20839
DB00812,P23219
DB00812,P35354
DB00813,P35372
DB00814,P35354
DB00816,P07550
DB00818,P18507
DB00818,P48169
DB00818,Q99928
DB00818,Q9UN88
DB00818,P78334
DB00818,P34903
DB00818,O00591
DB00818,P31644
DB00818,O14764
DB00818,Q8N1C3
DB00818,P18505
DB00818,P47869
DB00818,P14867
DB00818,P47870
DB00818,Q16445
DB00818,P28472
DB00819,O43570
DB00819,P22748
DB00819,P00918
DB00819,P00915
DB00820,O76074
DB00821,P35354
DB00822,P05091
DB00823,P06401
DB00829,P48169
DB00829,P34903
DB00829,O00591
DB00829,O14764
DB00829,Q8N1C3
DB00829,P28472
DB00829,P18507
DB00829,P18505
DB00829,P78334
DB00829,P47869
DB00829,P47870
DB00829,P31644
DB00829,P14867
DB00829,Q16445
DB00829,Q9UN88
DB00829,Q99928
DB00830,P23975
DB00830,Q01959
DB00831,P14416
DB00831,P35462
DB00831,P21917
DB00831,P28335
DB00831,P28223
DB00832,Q9P0X4
DB00832,O95180
DB00832,O43497
DB00834,P04150
DB00834,P06401
DB00835,P35367
DB00836,P35372
DB00839,Q09428
DB00839,Q14654
DB00841,P08588
DB00841,P07550
DB00842,P31644
DB00842,P34903
DB00842,Q8N1C3
DB00842,Q16445
DB00842,P18505
DB00842,P47869
DB00842,P18507
DB00842,P28472
DB00842,P48169
DB00842,P78334
DB00842,Q99928
DB00842,Q9UN88
DB00842,O00591
DB00842,P14867
DB00842,P47870
DB00842,O14764
DB00843,P22303
DB00844,P41145
DB00844,P35372
DB00844,P41143
DB00846,P04150
DB00850,P14416
DB00852,P23975
DB00854,P35372
DB00860,P04150
DB00861,P35354
DB00861,P23219
DB00862,O76074
DB00863,P25021
DB00864,P62942
DB00865,Q05940
DB00865,P23975
DB00869,P00918
DB00870,P23219
DB00870,P35354
DB00871,P07550
DB00872,P37288
DB00872,P30518
DB00876,P30556
DB00877,P62942
DB00880,P55017
DB00881,P12821
DB00882,P03372
DB00883,Q02153
DB00883,Q02108
DB00883,O75343
DB00883,P33402
DB00884,P14324
DB00887,Q13621
DB00890,P03372
DB00892,P35498
DB00892,Q01118
DB00892,Q9Y5Y9
DB00892,P35499
DB00892,Q99250
DB00892,Q15858
DB00892,Q9NY46
DB00892,Q9UI33
DB00892,Q9UQD0
DB00892,Q14524
DB00894,P11511
DB00896,P04150
DB00897,Q99928
DB00897,O14764
DB00897,P78334
DB00897,P34903
DB00897,P18505
DB00897,Q9UN88
DB00897,P18507
DB00897,P14867
DB00897,P48169
DB00897,P31644
DB00897,Q16445
DB00897,P28472
DB00897,P47870
DB00897,P47869
DB00897,O00591
DB00897,Q8N1C3
DB00899,P35372
DB00901,P07550
DB00902,P35367
DB00903,Q13621
DB00904,P46098
DB00905,P43088
DB00906,P30531
DB00907,Q14524
DB00907,Q9Y5Y9
DB00907,Q9UQD0
DB00907,Q9UI33
DB00907,P35498
DB00907,Q15858
DB00907,Q99250
DB00907,Q01118
DB00907,P35499
DB00907,Q9NY46
DB00908,Q99250
DB00908,Q9Y5Y9
DB00908,Q9UQD0
DB00908,Q9UI33
DB00908,Q15858
DB00908,Q01118
DB00908,Q9NY46
DB00908,Q14524
DB00908,P35499
DB00908,P35498
DB00909,Q01118
DB00909,Q9Y5Y9
DB00909,Q9UI33
DB00909,Q9NY46
DB00909,Q15858
DB00909,P35498
DB00909,Q14524
DB00909,Q9UQD0
DB00909,P35499
DB00909,Q99250
DB00910,P11473
DB00912,Q09428
DB00912,Q14654
DB00913,P35372
DB00913,P41145
DB00915,O15399
DB00915,Q05586
DB00915,Q8TCU5
DB00915,Q12879
DB00915,Q13224
DB00915,O60391
DB00915,Q14957
DB00917,P43115
DB00917,P43116
DB00917,P34995
DB00917,P35408
DB00918,P30939
DB00918,P28221
DB00918,P28222
DB00920,P35367
DB00922,P19429
DB00922,Q14432
DB00922,P63316
DB00922,Q13370
DB00922,P45379
DB00924,P28335
DB00924,P28223
DB00925,P18089
DB00925,P35348
DB00925,P08913
DB00925,P18825
DB00925,P25100
DB00925,P35368
DB00927,P25021
DB00928,P26358
DB00928,Q9Y6K1
DB00929,P43115
DB00933,P14416
DB00933,P28223
DB00934,P23975
DB00935,P35348
DB00935,P18825
DB00935,P08913
DB00935,P35368
DB00935,P18089
DB00935,P25100
DB00937,Q01959
DB00937,P23975
DB00938,P07550
DB00939,P09917
DB00939,P35354
DB00939,P23219
DB00940,P25021
DB00941,P22303
DB00942,P11229
DB00944,P22303
DB00945,P23219
DB00945,P35354
DB00946,Q9BQB6
DB00947,P03372
DB00947,Q92731
DB00949,Q12879
DB00949,Q05586
DB00949,Q13224
DB00949,O60391
DB00949,O15399
DB00949,Q14957
DB00949,Q8TCU5
DB00950,P35367
DB00952,P28222
DB00952,P28221
DB00953,P28222
DB00953,P28221
DB00956,P41143
DB00956,P35372
DB00956,P41145
DB00957,P06401
DB00959,P04150
DB00960,P08588
DB00960,P07550
DB00961,Q9NY46
DB00961,Q15858
DB00961,Q99250
DB00961,Q9UQD0
DB00961,Q9Y5Y9
DB00961,Q9UI33
DB00961,P35498
DB00961,Q01118
DB00961,P35499
DB00961,Q14524
DB00962,P14867
DB00962,P18505
DB00962,P18507
DB00963,P23219
DB00963,P35354
DB00964,P18825
DB00964,P08913
DB00964,P18089
DB00966,P30556
DB00967,P35367
DB00968,P18825
DB00968,P08913
DB00968,P18089
DB00969,P46098
DB00972,P35367
DB00973,Q9UHC9
DB00975,Q9NP56
DB00975,O76074
DB00975,O60658
DB00975,Q99808
DB00975,O43924
DB00975,Q07343
DB00975,Q14123
DB00975,Q08493
DB00975,P35913
DB00975,P54750
DB00975,Q08499
DB00975,Q13946
DB00975,P18545
DB00975,Q13956
DB00975,Q01064
DB00975,O00408
DB00975,Q14432
DB00975,P16499
DB00975,Q9Y233
DB00975,Q13370
DB00975,P51160
DB00975,O95263
DB00975,O76083
DB00975,P27815
DB00977,P03372
DB00979,P20309
DB00980,P49286
DB00980,P48039
DB00981,P22303
DB00982,P10276
DB00982,P10826
DB00982,P13631
DB00983,P07550
DB00984,P10275
DB00985,P35367
DB00986,P11229
DB00986,P20309
DB00987,Q07864
DB00987,P49005
DB00987,P09884
DB00987,Q9NRF9
DB00987,P49642
DB00987,Q14181
DB00987,P28340
DB00987,P56282
DB00987,P49643
DB00987,Q9HCU8
DB00987,Q15054
DB00988,P08588
DB00989,P06276
DB00989,P22303
DB00990,P11511
DB00991,P35354
DB00991,P23219
DB00993,Q06203
DB00996,O95180
DB00996,P54289
DB00996,Q13936
DB00996,Q8IZS8
DB00996,Q9UBN1
DB00996,P62955
DB00996,Q9BXT2
DB00996,O60359
DB00996,Q8WXS5
DB00996,Q9Y698
DB00996,Q9UF02
DB00996,P54284
DB00996,Q02641
DB00996,Q08289
DB00996,Q06432
DB00996,O00305
DB00996,O60840
DB00996,Q9P0X4
DB00996,Q7Z3S7
DB00996,O43497
DB00996,Q00975
DB00996,O00555
DB00996,Q01668
DB00996,Q9NY47
DB00996,Q13698
DB00996,Q15878
DB00997,P11388
DB00998,P28221
DB00998,P28222
DB00999,P55017
DB01001,P07550
DB01002,P35499
DB01005,P23921
DB01005,P31350
DB01005,Q7LG56
DB01006,P11511
DB01009,P35354
DB01009,P23219
DB01010,P22303
DB01012,P41180
DB01013,P04150
DB01014,P37231
DB01014,P09917
DB01014,P35354
DB01014,P23219
DB01016,Q09428
DB01016,Q14654
DB01018,P08913
DB01018,P18825
DB01018,P18089
DB01019,P20309
DB01019,P08172
DB01020,Q02153
DB01020,O75343
DB01020,P33402
DB01020,Q02108
DB01021,P55017
DB01023,O60840
DB01023,Q13698
DB01023,Q01668
DB01023,Q13936
DB01023,P08235
DB01024,P12268
DB01024,P20839
DB01025,Q08493
DB01025,Q07343
DB01025,Q08499
DB01025,P27815
DB01028,O14764
DB01028,O00591
DB01028,P34903
DB01028,Q9UN88
DB01028,Q99928
DB01028,P28472
DB01028,Q8N1C3
DB01028,P18507
DB01028,P47870
DB01028,P14867
DB01028,P48169
DB01028,P78334
DB01028,P18505
DB01028,P31644
DB01028,Q16445
DB01028,P23415
DB01028,P48167
DB01028,P47869
DB01029,P30556
DB01030,Q969P6
DB01032,Q9NSA0
DB01032,Q8TCC7
DB01032,Q4U2R8
DB01033,Q06203
DB01035,Q15858
DB01035,Q9UI33
DB01035,Q01118
DB01035,Q9UQD0
DB01035,P35499
DB01035,Q14524
DB01035,P35498
DB01035,Q9Y5Y9
DB01035,Q9NY46
DB01035,Q99250
DB01036,P08172
DB01036,P20309
DB01037,P27338
DB01038,P14416
DB01038,P28223
DB01038,P28335
DB01039,Q07869
DB01041,Q13619
DB01041,Q96SW2
DB01041,P62877
DB01041,Q16531
DB01043,Q8TCU5
DB01043,Q14957
DB01043,O60391
DB01043,O15399
DB01043,Q13224
DB01043,Q12879
DB01043,Q05586
DB01046,P51788
DB01047,P04150
DB01050,P35354
DB01050,P23219
DB01054,Q01668
DB01054,Q13936
DB01054,O60840
DB01054,Q13698
DB01056,P35498
DB01056,Q14524
DB01056,P35499
DB01056,Q01118
DB01056,Q15858
DB01056,Q9NY46
DB01056,Q99250
DB01056,Q9UQD0
DB01056,Q9Y5Y9
DB01056,Q9UI33
DB01057,P22303
DB01062,P20309
DB01062,P08172
DB01063,P14416
DB01064,P08588
DB01064,P13945
DB01064,P07550
DB01065,P48039
DB01065,P49286
DB01067,Q14654
DB01067,Q09428
DB01068,P47870
DB01068,P14867
DB01068,P47869
DB01068,Q8N1C3
DB01068,P18505
DB01068,P48169
DB01068,P78334
DB01068,Q99928
DB01068,Q9UN88
DB01068,O00591
DB01068,O14764
DB01068,P18507
DB01068,P28472
DB01068,P34903
DB01068,P31644
DB01068,Q16445
DB01069,P35367
DB01070,P11473
DB01071,P35367
DB01074,Q92523
DB01074,P42345
DB01074,P23786
DB01075,P35367
DB01076,P04035
DB01078,P13637
DB01078,Q13733
DB01078,P05026
DB01078,P05023
DB01078,P14415
DB01078,P54710
DB01078,P50993
DB01078,P54709
DB01079,Q13639
DB01080,P80404
DB01081,P35372
DB01083,P16233
DB01083,P07098
DB01084,P35367
DB01085,P20309
DB01085,P11229
DB01088,P43119
DB01089,Q05940
DB01090,P32297
DB01090,P30926
DB01095,P04035
DB01097,Q02127
DB01098,P04035
DB01100,P35462
DB01100,P14416
DB01100,P28223
DB01100,P21917
DB01100,P21728
DB01100,P21918
DB01101,P04818
DB01104,P31645
DB01105,Q01959
DB01105,P23975
DB01105,P31645
DB01106,P35367
DB01107,P18507
DB01107,P28472
DB01107,P47870
DB01107,Q8N1C3
DB01107,P48169
DB01107,O14764
DB01107,O00591
DB01107,P18505
DB01107,P78334
DB01107,P34903
DB01107,P47869
DB01107,Q99928
DB01107,Q9UN88
DB01107,P31644
DB01107,Q16445
DB01107,P14867
DB01108,P26439
DB01114,P35367
DB01115,Q13698
DB01115,Q13936
DB01115,O60840
DB01115,Q01668
DB01116,P30926
DB01116,P32297
DB01118,Q12809
DB01119,Q14654
DB01119,Q15842
DB01121,Q9UI33
DB01121,Q9Y5Y9
DB01121,Q9UQD0
DB01121,Q14524
DB01121,Q99250
DB01121,Q01118
DB01121,P35499
DB01121,P35498
DB01121,Q15858
DB01121,Q9NY46
DB01122,P22303
DB01124,Q09428
DB01124,Q14654
DB01125,P38435
DB01126,P31213
DB01126,Q9H8P0
DB01126,P18405
DB01128,P10275
DB01129,P51164
DB01129,P20648
DB01130,P04150
DB01132,P37231
DB01134,P08235
DB01135,P02708
DB01135,P11230
DB01135,Q07001
DB01135,P07510
DB01135,Q04844
DB01136,P35348
DB01136,P08588
DB01136,P35368
DB01136,P25100
DB01136,P07550
DB01136,P13945
DB01138,Q96S37
DB01142,P23975
DB01144,P00918
DB01144,O43570
DB01144,P22748
DB01144,P00915
DB01146,P35367
DB01148,Q13946
DB01148,O95263
DB01148,O60658
DB01148,Q9NP56
DB01148,Q07343
DB01148,P27815
DB01148,Q08493
DB01148,Q08499
DB01149,P28223
DB01149,P23975
DB01149,P31645
DB01149,P28335
DB01151,P23975
DB01154,Q9UN88
DB01154,O00591
DB01154,P34903
DB01154,P18505
DB01154,P78334
DB01154,P47869
DB01154,Q99928
DB01154,P48169
DB01154,P28472
DB01154,P18507
DB01154,P31644
DB01154,P47870
DB01154,Q16445
DB01154,P14867
DB01154,O14764
DB01154,Q8N1C3
DB01156,P23975
DB01156,Q01959
DB01158,P23975
DB01159,Q7Z418
DB01159,P23415
DB01159,P48167
DB01159,O14649
DB01159,Q9UN88
DB01159,P14867
DB01159,P47870
DB01159,P18507
DB01159,P28472
DB01159,Q9NPC2
DB01159,P57789
DB01159,Q16445
DB01159,P31644
DB01159,P47869
DB01159,P78334
DB01159,P18505
DB01159,Q8N1C3
DB01159,O14764
DB01159,O00591
DB01159,P34903
DB01159,P48169
DB01159,O95069
DB01159,Q99928
DB01161,Q9UI33
DB01161,Q15858
DB01161,Q9NY46
DB01161,Q9UQD0
DB01161,Q9Y5Y9
DB01161,P35499
DB01161,Q99250
DB01161,Q14524
DB01161,Q01118
DB01161,P35498
DB01162,P25100
DB01162,P35368
DB01162,P35348
DB01166,Q14432
DB01170,P23975
DB01171,P21397
DB01173,Q9Y5Y9
DB01173,Q9UI33
DB01173,P23975
DB01173,Q14957
DB01173,Q9UQD0
DB01173,Q8TCU5
DB01173,Q15858
DB01173,Q9NY46
DB01173,Q12879
DB01173,Q13224
DB01173,Q05586
DB01173,Q14524
DB01173,P35498
DB01173,O60391
DB01173,P35367
DB01173,P35499
DB01173,Q01118
DB01173,Q99250
DB01173,O15399
DB01175,P31645
DB01176,P35367
DB01177,P11388
DB01182,P07550
DB01182,P35499
DB01182,Q14524
DB01182,Q01118
DB01182,Q99250
DB01182,Q15858
DB01182,Q9NY46
DB01182,Q9UI33
DB01182,P08588
DB01182,Q9Y5Y9
DB01182,P35498
DB01182,Q9UQD0
DB01183,P41143
DB01183,P35372
DB01183,P41145
DB01184,P14416
DB01185,P10275
DB01186,P21728
DB01186,P21917
DB01186,P21918
DB01186,P35462
DB01186,P14416
DB01189,P23415
DB01189,P78334
DB01189,Q7Z418
DB01189,P47869
DB01189,P31644
DB01189,Q9NPC2
DB01189,Q16445
DB01189,P48167
DB01189,P18505
DB01189,O00591
DB01189,O14764
DB01189,O14649
DB01189,P34903
DB01189,P57789
DB01189,Q9UN88
DB01189,Q99928
DB01189,P48169
DB01189,P28472
DB01189,P18507
DB01189,P47870
DB01189,Q8N1C3
DB01189,P14867
DB01189,O95069
DB01191,P46098
DB01191,O95264
DB01191,Q70Z44
DB01191,Q8WXA8
DB01191,P50406
DB01191,P34969
DB01191,P28566
DB01191,P28335
DB01191,P28223
DB01191,P28221
DB01191,P08908
DB01191,P28222
DB01191,Q13639
DB01191,P41595
DB01191,A5X5Y0
DB01191,P47898
DB01191,P30939
DB01192,P35372
DB01192,P41143
DB01192,P41145
DB01193,P08588
DB01194,P00918
DB01195,Q14524
DB01197,P12821
DB01198,P47869
DB01198,P31644
DB01198,P48169
DB01198,P14867
DB01198,P47870
DB01198,P28472
DB01198,Q16445
DB01198,P34903
DB01198,P18505
DB01199,P11230
DB01199,Q07001
DB01199,Q04844
DB01199,P07510
DB01199,P02708
DB01200,P14416
DB01200,P21917
DB01200,P35462
DB01202,Q7L0J3
DB01202,Q00975
DB01203,P07550
DB01203,P08588
DB01204,P11388
DB01205,Q99928
DB01205,Q16445
DB01205,P47869
DB01205,P14867
DB01205,P47870
DB01205,P78334
DB01205,Q8N1C3
DB01205,P48169
DB01205,O14764
DB01205,P18507
DB01205,O00591
DB01205,P34903
DB01205,P28472
DB01205,P18505
DB01205,Q9UN88
DB01205,P31644
DB01209,P41145
DB01209,P35372
DB01210,P08588
DB01210,P07550
DB01213,P00326
DB01213,P00325
DB01213,P07327
DB01214,P07550
DB01214,P08588
DB01215,Q16445
DB01215,P14867
DB01215,P31644
DB01215,P18507
DB01215,P28472
DB01215,P47870
DB01215,Q99928
DB01215,Q9UN88
DB01215,P34903
DB01215,P47869
DB01215,O00591
DB01215,O14764
DB01215,Q8N1C3
DB01215,P48169
DB01215,P78334
DB01215,P18505
DB01216,P31213
DB01217,P11511
DB01219,Q15413
DB01219,P21817
DB01221,Q13224
DB01221,Q05586
DB01221,O15399
DB01221,O60391
DB01221,Q14957
DB01221,Q12879
DB01221,Q8TCU5
DB01222,P04150
DB01224,P14416
DB01224,P28223
DB01224,P28335
DB01226,Q07001
DB01226,P02708
DB01226,P07510
DB01226,P11230
DB01226,Q04844
DB01227,P35372
DB01228,Q9Y5Y9
DB01228,Q9UQD0
DB01228,Q9UI33
DB01228,Q15858
DB01228,Q9NY46
DB01228,Q99250
DB01228,Q01118
DB01228,P35499
DB01228,Q14524
DB01228,P35498
DB01229,Q13509
DB01229,Q71U36
DB01229,P68371
DB01229,P04350
DB01229,P68366
DB01229,Q3ZCM7
DB01229,Q9H4B7
DB01229,P07437
DB01229,Q9BUF5
DB01229,Q9BQE3
DB01229,Q6PEY2
DB01229,Q13885
DB01229,Q9BVA1
DB01229,P68363
DB01229,P0DPH7
DB01231,P11229
DB01233,Q13639
DB01233,P14416
DB01233,P46098
DB01234,P04150
DB01235,P35462
DB01236,P23415
DB01236,P48167
DB01236,O14649
DB01236,Q99928
DB01236,P31644
DB01236,P47869
DB01236,P78334
DB01236,P18505
DB01236,P57789
DB01236,Q8N1C3
DB01236,O14764
DB01236,O00591
DB01236,P34903
DB01236,Q9UN88
DB01236,Q16445
DB01236,P48169
DB01236,P28472
DB01236,P18507
DB01236,P47870
DB01236,O95069
DB01236,P14867
DB01236,Q7Z418
DB01236,Q9NPC2
DB01237,P35367
DB01238,P08908
DB01238,P28223
DB01238,P14416
DB01239,P28223
DB01239,P28335
DB01239,P14416
DB01239,P35462
DB01240,P43119
DB01241,Q07869
DB01242,P31645
DB01244,Q9BXT2
DB01244,Q06432
DB01244,Q9Y698
DB01244,O60359
DB01244,Q8WXS5
DB01244,Q9UBN1
DB01244,Q00975
DB01244,P62955
DB01244,P54289
DB01244,Q13936
DB01244,Q8IZS8
DB01244,Q13698
DB01244,Q9NY47
DB01244,Q01668
DB01244,Q08289
DB01244,Q02641
DB01244,P54284
DB01244,O95180
DB01244,O00305
DB01244,Q9UF02
DB01244,O00555
DB01244,Q15878
DB01244,O43497
DB01244,O60840
DB01244,Q7Z3S7
DB01244,Q9P0X4
DB01245,P02708
DB01245,P11230
DB01245,P07510
DB01245,Q04844
DB01245,Q07001
DB01246,P35367
DB01247,P21397
DB01247,P27338
DB01248,P04350
DB01248,P68363
DB01248,Q13509
DB01248,Q71U36
DB01248,Q9BQE3
DB01248,Q9H4B7
DB01248,P07437
DB01248,Q9BUF5
DB01248,P0DPH7
DB01248,P68366
DB01248,Q9BVA1
DB01248,P68371
DB01248,Q13885
DB01248,Q3ZCM7
DB01248,Q6PEY2
DB01250,P35354
DB01250,P37231
DB01250,P09917
DB01250,P23219
DB01252,Q14654
DB01252,Q09428
DB01254,P06241
DB01254,P29317
DB01254,P12931
DB01254,P06239
DB01254,P07947
DB01254,P51451
DB01254,P00519
DB01254,P07948
DB01254,P42685
DB01254,P09769
DB01254,P09619
DB01254,P10721
DB01254,P11274
DB01254,P08631
DB01254,Q9H3Y6
DB01255,P23975
DB01255,Q05940
DB01255,Q01959
DB01259,P04626
DB01259,P00533
DB01260,P04150
DB01261,P27487
DB01262,P26358
DB01262,Q9Y6K1
DB01267,P14416
DB01267,P28223
DB01268,P10721
DB01268,P35968
DB01268,P07949
DB01268,P16234
DB01268,P36888
DB01268,P09619
DB01268,P07333
DB01268,P35916
DB01268,P17948
DB01273,P43681
DB01273,P17787
DB01274,P07550
DB01278,P30988
DB01278,O60895
DB01278,O60894
DB01278,O60896
DB01282,P30559
DB01283,P35354
DB01284,Q01718
DB01288,P07550
DB01291,P07550
DB01297,P08588
DB01320,Q9UI33
DB01320,Q9UQD0
DB01320,Q9NY46
DB01320,Q99250
DB01320,Q01118
DB01320,Q9Y5Y9
DB01320,P35499
DB01320,Q14524
DB01320,P35498
DB01320,Q15858
DB01324,P55017
DB01325,P55017
DB01336,Q04844
DB01336,Q07001
DB01336,P11230
DB01336,P07510
DB01336,P02708
DB01337,Q04844
DB01337,Q07001
DB01337,P11230
DB01337,P02708
DB01337,P07510
DB01338,Q07001
DB01338,P11230
DB01338,P07510
DB01338,Q04844
DB01338,P02708
DB01339,P07510
DB01339,P11230
DB01339,Q04844
DB01339,P02708
DB01339,Q07001
DB01340,P12821
DB01348,P12821
DB01349,P30556
DB01357,P03372
DB01359,P07550
DB01359,P08588
DB01364,P13945
DB01364,P18089
DB01364,P35368
DB01364,P25100
DB01364,P07550
DB01364,P08588
DB01364,P08913
DB01364,P35348
DB01364,P18825
DB01365,P18089
DB01365,P35348
DB01365,P08913
DB01365,P08588
DB01365,P18825
DB01365,P13945
DB01365,P25100
DB01365,P35368
DB01365,P07550
DB01367,P27338
DB01380,P04150
DB01388,O95180
DB01388,O43497
DB01388,Q9P0X4
DB01393,Q07869
DB01393,P37231
DB01393,Q03181
DB01394,Q13509
DB01394,P07437
DB01394,P68371
DB01394,Q9H4B7
DB01394,P0DPH7
DB01394,P68366
DB01394,Q9BQE3
DB01394,Q71U36
DB01394,Q13885
DB01394,Q9BVA1
DB01394,Q9BUF5
DB01394,P04350
DB01394,Q3ZCM7
DB01394,P68363
DB01394,Q6PEY2
DB01395,P06401
DB01395,P08235
DB01396,P13637
DB01396,P05023
DB01396,P05026
DB01396,P14415
DB01396,P50993
DB01396,Q13733
DB01396,P54709
DB01396,P54710
DB01400,P22303
DB01403,P14416
DB01403,P35462
DB01403,P21917
DB01406,P10275
DB01406,P06401
DB01407,P07550
DB01408,P07550
DB01409,P20309
DB01410,P04150
DB01411,Q9Y271
DB01418,Q9BQB6
DB01419,P41222
DB01420,P10275
DB01425,P14416
DB01427,Q14432
DB01435,P23219
DB01436,P11473
DB01437,P78334
DB01437,P31644
DB01437,P47869
DB01437,P18507
DB01437,P18505
DB01437,Q8N1C3
DB01437,O14764
DB01437,Q16445
DB01437,O00591
DB01437,P47870
DB01437,P14867
DB01437,Q9UN88
DB01437,Q99928
DB01437,P48169
DB01437,P28472
DB01437,P34903
DB01438,Q9Y5Y9
DB01438,P35498
DB01438,Q9UQD0
DB01438,Q9NY46
DB01438,Q01118
DB01438,Q99250
DB01438,Q9UI33
DB01438,Q15858
DB01438,P35499
DB01438,Q14524
DB01440,Q9UBS5
DB01440,O75899
DB01452,P35372
DB01493,P10275
DB01501,P35372
DB01544,P47870
DB01544,P14867
DB01544,P31644
DB01544,P47869
DB01544,P78334
DB01544,P18507
DB01544,Q16445
DB01544,P28472
DB01544,Q99928
DB01544,P18505
DB01544,Q9UN88
DB01544,P34903
DB01544,O00591
DB01544,O14764
DB01544,Q8N1C3
DB01544,P48169
DB01551,P35372
DB01556,P31645
DB01558,P47869
DB01559,Q9UN88
DB01559,Q16445
DB01559,P14867
DB01559,P47870
DB01559,P18507
DB01559,P48169
DB01559,Q99928
DB01559,P34903
DB01559,O00591
DB01559,P28472
DB01559,Q8N1C3
DB01559,P31644
DB01559,O14764
DB01559,P78334
DB01559,P47869
DB01559,P18505
DB01576,Q01959
DB01576,P23975
DB01576,Q05940
DB01577,P31645
DB01577,P23975
DB01577,Q01959
DB01579,Q01959
DB01579,P23975
DB01580,P07550
DB01580,P08588
DB01586,Q96RI1
DB01588,P14867
DB01588,P47869
DB01588,O14764
DB01588,Q8N1C3
DB01588,O00591
DB01588,P34903
DB01588,P18505
DB01588,Q9UN88
DB01588,Q16445
DB01588,P78334
DB01588,Q99928
DB01588,P48169
DB01588,P31644
DB01588,P47870
DB01588,P28472
DB01588,P18507
DB01589,O00591
DB01589,P18507
DB01589,P48169
DB01589,Q99928
DB01589,Q9UN88
DB01589,P34903
DB01589,P47870
DB01589,P28472
DB01589,O14764
DB01589,P18505
DB01589,P14867
DB01589,P78334
DB01589,P47869
DB01589,P31644
DB01589,Q16445
