From	To
Q08999	hsa:5934
Q08AD1	hsa:23271
Q08AE8	hsa:56907
Q08AG5	hsa:284391
Q08AG7	hsa:440145
Q08AH1	hsa:116285
Q08AH3	hsa:123876
Q08AM6	hsa:55697
Q08ET2	hsa:100049587
Q08J23	hsa:54888
Q09013	hsa:1760
Q09019	hsa:1762
Q09028	hsa:5928
Q09161	hsa:4686
Q09327	hsa:4248
Q09328	hsa:4249
Q09428	hsa:6833
Q09470	hsa:3736
Q09472	hsa:2033
Q09666	hsa:79026
Q09FC8	hsa:55786
Q0D2I5	hsa:25900
Q0D2K0	hsa:348938
Q0D2K3	hsa:92129
Q0GE19	hsa:84068
Q0IIM8	hsa:54885
Q0JRZ9	hsa:115548
Q0P5N6	hsa:339231
Q0PNE2	hsa:54859
Q0VAK6	hsa:56203
Q0VAM2	hsa:153020
Q0VAQ4	hsa:57228
Q0VD83	hsa:55911
Q0VD86	hsa:388324
Q0VDD7	hsa:79173
Q0VDD8	hsa:127602
Q0VF96	hsa:84952
Q0VG06	hsa:80233
Q0VG99	hsa:145873
Q0VGL1	hsa:389541
Q0WX57	hsa:728369
Q0WX57	hsa:728373
Q0WX57	hsa:728379
Q0WX57	hsa:728393
Q0WX57	hsa:728400
Q0WX57	hsa:728405
Q0WX57	hsa:728419
Q0ZGT2	hsa:91624
Q10469	hsa:4247
Q10471	hsa:2590
Q10472	hsa:2589
Q10567	hsa:162
Q10570	hsa:29894
Q10571	hsa:4330
Q10586	hsa:1628
Q10587	hsa:7008
Q10588	hsa:683
Q10589	hsa:684
Q10713	hsa:23203
Q10981	hsa:2524
Q11128	hsa:2527
Q11130	hsa:2529
Q11201	hsa:6482
Q11203	hsa:6487
Q11206	hsa:6484
Q12756	hsa:547
Q12765	hsa:9805
Q12768	hsa:9897
Q12769	hsa:23279
Q12770	hsa:22937
Q12772	hsa:6721
Q12774	hsa:7984
Q12778	hsa:2308
Q12788	hsa:10607
Q12789	hsa:2975
Q12791	hsa:3778
Q12792	hsa:5756
Q12794	hsa:3373
Q12797	hsa:444
Q12798	hsa:1068
Q12800	hsa:7024
Q12802	hsa:11214
Q12805	hsa:2202
Q12809	hsa:3757
Q12815	hsa:10024
Q12816	hsa:7216
Q12824	hsa:6598
Q12830	hsa:2186
Q12834	hsa:991
Q12836	hsa:57829
Q12837	hsa:5458
Q12840	hsa:3798
Q12841	hsa:11167
Q12846	hsa:6810
Q12849	hsa:2926
Q12851	hsa:5871
Q12852	hsa:7786
Q12857	hsa:4774
Q12860	hsa:1272
Q12864	hsa:1015
Q12866	hsa:10461
Q12870	hsa:6939
Q12873	hsa:1107
Q12874	hsa:10946
Q12879	hsa:2903
Q12882	hsa:1806
Q12884	hsa:2191
Q12887	hsa:1352
Q12888	hsa:7158
Q12889	hsa:5016
Q12891	hsa:8692
Q12893	hsa:11070
Q12899	hsa:7726
Q12904	hsa:9255
Q12905	hsa:3608
Q12906	hsa:3609
Q12907	hsa:10960
Q12908	hsa:6555
Q12912	hsa:4033
Q12913	hsa:5795
Q12918	hsa:3820
Q12923	hsa:5783
Q12929	hsa:2059
Q12931	hsa:10131
Q12933	hsa:7186
Q12934	hsa:631
Q12946	hsa:2294
Q12947	hsa:2295
Q12948	hsa:2296
Q12951	hsa:2299
Q12952	hsa:2300
Q12955	hsa:288
Q12959	hsa:1739
Q12962	hsa:6881
Q12965	hsa:4643
Q12967	hsa:5900
Q12968	hsa:4775
Q12972	hsa:5511
Q12974	hsa:8073
Q12979	hsa:29
Q12980	hsa:8131
Q12981	hsa:662
Q12982	hsa:663
Q12983	hsa:664
Q12986	hsa:4799
Q12996	hsa:1479
Q13002	hsa:2898
Q13003	hsa:2899
Q13007	hsa:11009
Q13009	hsa:7074
Q13011	hsa:1891
Q13015	hsa:10962
Q13017	hsa:394
Q13018	hsa:22925
Q13021	hsa:7851
Q13023	hsa:9472
Q13029	hsa:7799
Q13033	hsa:29966
Q13042	hsa:8881
Q13043	hsa:6789
Q13045	hsa:2314
Q13049	hsa:22954
Q13057	hsa:80347
Q13061	hsa:10345
Q13064	hsa:7681
Q13075	hsa:4671
Q13077	hsa:7185
Q13084	hsa:10573
Q13085	hsa:31
Q13087	hsa:64714
Q13093	hsa:7941
Q13094	hsa:3937
Q13098	hsa:2873
Q13099	hsa:8100
Q13105	hsa:7709
Q13107	hsa:7375
Q13111	hsa:10036
Q13112	hsa:8208
Q13113	hsa:10158
Q13114	hsa:7187
Q13115	hsa:1846
Q13117	hsa:57055
Q13118	hsa:7071
Q13123	hsa:3550
Q13126	hsa:4507
Q13127	hsa:5978
Q13129	hsa:6018
Q13131	hsa:5562
Q13133	hsa:10062
Q13136	hsa:8500
Q13137	hsa:10241
Q13144	hsa:8893
Q13145	hsa:25805
Q13148	hsa:23435
Q13151	hsa:10949
Q13153	hsa:5058
Q13155	hsa:7965
Q13156	hsa:29935
Q13158	hsa:8772
Q13162	hsa:10549
Q13163	hsa:5607
Q13164	hsa:5598
Q13177	hsa:5062
Q13183	hsa:9058
Q13185	hsa:11335
Q13188	hsa:6788
Q13190	hsa:6811
Q13200	hsa:5708
Q13201	hsa:22915
Q13202	hsa:1850
Q13206	hsa:1662
Q13207	hsa:6909
Q13214	hsa:7869
Q13216	hsa:1161
Q13217	hsa:5611
Q13219	hsa:5069
Q13224	hsa:2904
Q13227	hsa:2874
Q13228	hsa:8991
Q13231	hsa:1118
Q13232	hsa:4832
Q13233	hsa:4214
Q13237	hsa:5593
Q13239	hsa:6503
Q13241	hsa:3824
Q13242	hsa:8683
Q13243	hsa:6430
Q13247	hsa:6431
Q13253	hsa:9241
Q13255	hsa:2911
Q13257	hsa:4085
Q13258	hsa:5729
Q13261	hsa:3601
Q13263	hsa:10155
Q13275	hsa:6405
Q13277	hsa:6809
Q13283	hsa:10146
Q13285	hsa:2516
Q13286	hsa:1201
Q13287	hsa:9111
Q13291	hsa:6504
Q13303	hsa:8514
Q13304	hsa:2840
Q13308	hsa:5754
Q13309	hsa:6502
Q13310	hsa:8761
Q13315	hsa:472
Q13316	hsa:1758
Q13319	hsa:8941
Q13322	hsa:2887
Q13323	hsa:638
Q13324	hsa:1395
Q13325	hsa:24138
Q13326	hsa:6445
Q13330	hsa:9112
Q13332	hsa:5802
Q13336	hsa:6563
Q13342	hsa:11262
Q13347	hsa:8668
Q13349	hsa:3681
Q13351	hsa:10661
Q13352	hsa:23421
Q13356	hsa:23759
Q13360	hsa:100529215
Q13360	hsa:7730
Q13361	hsa:8076
Q13362	hsa:5527
Q13363	hsa:1487
Q13367	hsa:8120
Q13368	hsa:4356
Q13370	hsa:5140
Q13371	hsa:5082
Q13387	hsa:23542
Q13393	hsa:5337
Q13394	hsa:4081
Q13395	hsa:6894
Q13398	hsa:10520
Q13402	hsa:4647
Q13404	hsa:387522
Q13404	hsa:7335
Q13405	hsa:740
Q13409	hsa:1781
Q13410	hsa:696
Q13415	hsa:4998
Q13416	hsa:4999
Q13418	hsa:3611
Q13421	hsa:10232
Q13422	hsa:10320
Q13423	hsa:23530
Q13424	hsa:6640
Q13425	hsa:6645
Q13426	hsa:7518
Q13427	hsa:9360
Q13428	hsa:6949
Q13432	hsa:9094
Q13433	hsa:25800
Q13435	hsa:10992
Q13438	hsa:10956
Q13439	hsa:2803
Q13443	hsa:8754
Q13444	hsa:8751
Q13445	hsa:11018
Q13449	hsa:4045
Q13451	hsa:2289
Q13454	hsa:7991
Q13459	hsa:4650
Q13461	hsa:2301
Q13464	hsa:6093
Q13467	hsa:7855
Q13469	hsa:4773
Q13470	hsa:8711
Q13472	hsa:7156
Q13477	hsa:8174
Q13478	hsa:8809
Q13480	hsa:2549
Q13485	hsa:4089
Q13487	hsa:6618
Q13488	hsa:10312
Q13489	hsa:330
Q13490	hsa:329
Q13491	hsa:2824
Q13492	hsa:8301
Q13495	hsa:10046
Q13496	hsa:4534
Q13501	hsa:8878
Q13503	hsa:9412
Q13505	hsa:4580
Q13506	hsa:4664
Q13507	hsa:7222
Q13508	hsa:419
Q13509	hsa:10381
Q13510	hsa:427
Q13515	hsa:8419
Q13516	hsa:10215
Q13519	hsa:5368
Q13520	hsa:363
Q13522	hsa:5502
Q13523	hsa:8899
Q13526	hsa:5300
Q13530	hsa:10955
Q13535	hsa:545
Q13541	hsa:1978
Q13542	hsa:1979
Q13546	hsa:8737
Q13547	hsa:3065
Q13554	hsa:816
Q13555	hsa:818
Q13557	hsa:817
Q13561	hsa:10540
Q13562	hsa:4760
Q13563	hsa:5311
Q13564	hsa:8883
Q13568	hsa:3663
Q13569	hsa:6996
Q13571	hsa:7805
Q13572	hsa:3705
Q13573	hsa:22938
Q13574	hsa:8525
Q13576	hsa:10788
Q13585	hsa:9248
Q13586	hsa:6786
Q13588	hsa:10750
Q13591	hsa:9037
Q13595	hsa:29896
Q13596	hsa:6642
Q13601	hsa:11103
Q13608	hsa:5190
Q13609	hsa:1776
Q13610	hsa:11137
Q13613	hsa:8776
Q13614	hsa:8898
Q13615	hsa:8897
Q13616	hsa:8454
Q13617	hsa:8453
Q13618	hsa:8452
Q13619	hsa:8451
Q13620	hsa:8450
Q13621	hsa:6557
Q13625	hsa:7159
Q13627	hsa:1859
Q13630	hsa:7264
Q13634	hsa:1016
Q13635	hsa:5727
Q13636	hsa:11031
Q13637	hsa:10981
Q13639	hsa:3360
Q13641	hsa:7162
Q13642	hsa:2273
Q13643	hsa:2275
Q13651	hsa:3587
Q13671	hsa:9610
Q13683	hsa:3679
Q13685	hsa:14
Q13686	hsa:8846
Q13698	hsa:779
Q13702	hsa:5913
Q13705	hsa:93
Q13724	hsa:7841
Q13733	hsa:480
Q13740	hsa:214
Q13751	hsa:3914
Q13753	hsa:3918
Q13761	hsa:864
Q13765	hsa:4666
Q13769	hsa:8563
Q13772	hsa:8031
Q13790	hsa:319
Q13794	hsa:5366
Q13795	hsa:10139
Q13796	hsa:357
Q13797	hsa:3680
Q13813	hsa:6709
Q13822	hsa:5168
Q13823	hsa:29889
Q13825	hsa:549
Q13829	hsa:7126
Q13835	hsa:5317
Q13838	hsa:7919
Q13867	hsa:642
Q13868	hsa:23404
Q13873	hsa:659
Q13875	hsa:4336
Q13882	hsa:5753
Q13884	hsa:6641
Q13885	hsa:7280
Q13886	hsa:687
Q13887	hsa:688
Q13888	hsa:2966
Q13889	hsa:2967
Q13895	hsa:705
Q13901	hsa:10438
Q13905	hsa:2889
Q13907	hsa:3422
Q13936	hsa:775
Q13938	hsa:828
Q13946	hsa:5150
Q13948	hsa:1523
Q13950	hsa:860
Q13951	hsa:865
Q13952	hsa:4802
Q13956	hsa:5149
Q13972	hsa:5923
Q13976	hsa:5592
Q14002	hsa:1087
Q14003	hsa:3748
Q14004	hsa:8621
Q14005	hsa:3603
Q14008	hsa:9793
Q14011	hsa:1153
Q14012	hsa:8536
Q14019	hsa:23406
Q14028	hsa:1258
Q14031	hsa:1288
Q14032	hsa:570
Q14050	hsa:1299
Q14055	hsa:1298
Q14061	hsa:10063
Q14088	hsa:9363
Q14103	hsa:3184
Q14106	hsa:10766
Q14108	hsa:950
Q14112	hsa:22795
Q14114	hsa:7804
Q14116	hsa:3606
Q14117	hsa:1807
Q14118	hsa:1605
Q14119	hsa:7716
Q14123	hsa:5137
Q14126	hsa:1829
Q14129	hsa:8214
Q14134	hsa:23650
Q14135	hsa:9686
Q14137	hsa:23246
Q14139	hsa:9354
Q14140	hsa:9792
Q14141	hsa:23157
Q14142	hsa:9830
Q14145	hsa:9817
Q14147	hsa:9704
Q14149	hsa:23515
Q14151	hsa:9667
Q14152	hsa:8661
Q14153	hsa:9679
Q14154	hsa:9812
Q14155	hsa:8874
Q14156	hsa:23167
Q14157	hsa:9898
Q14159	hsa:23514
Q14160	hsa:23513
Q14161	hsa:9815
Q14162	hsa:8578
Q14164	hsa:9641
Q14165	hsa:9761
Q14166	hsa:23170
Q14168	hsa:4355
Q14181	hsa:23649
Q14183	hsa:8448
Q14184	hsa:8447
Q14185	hsa:1793
Q14186	hsa:7027
Q14188	hsa:7029
Q14190	hsa:6493
Q14191	hsa:7486
Q14192	hsa:2274
Q14194	hsa:1400
Q14195	hsa:1809
Q14197	hsa:3396
Q14202	hsa:9203
Q14203	hsa:1639
Q14204	hsa:1778
Q14207	hsa:4863
Q14209	hsa:1870
Q14210	hsa:8581
Q14213	hsa:10148
Q14232	hsa:1967
Q14240	hsa:1974
Q14241	hsa:6924
Q14242	hsa:6404
Q14244	hsa:9053
Q14246	hsa:2015
Q14247	hsa:2017
Q14249	hsa:2021
Q14254	hsa:2319
Q14257	hsa:5955
Q14258	hsa:7706
Q14264	hsa:2086
Q14289	hsa:2185
Q14296	hsa:10922
Q14314	hsa:10875
Q14315	hsa:2318
Q14318	hsa:23770
Q14320	hsa:9130
Q14330	hsa:2841
Q14331	hsa:2483
Q14332	hsa:2535
Q14344	hsa:10672
Q14353	hsa:2593
Q14376	hsa:2582
Q14392	hsa:2615
Q14393	hsa:2621
Q14397	hsa:2646
Q14406	hsa:1444
Q14410	hsa:2712
Q14416	hsa:2912
Q14432	hsa:5139
Q14435	hsa:2591
Q14442	hsa:5283
Q14444	hsa:4076
Q14449	hsa:2888
Q14451	hsa:2886
Q14457	hsa:8678
Q14469	hsa:3280
Q14493	hsa:7884
Q14494	hsa:4779
Q14498	hsa:9584
Q14500	hsa:3768
Q14508	hsa:10406
Q14511	hsa:4739
Q14512	hsa:9982
Q14515	hsa:8404
Q14517	hsa:2195
Q14520	hsa:3026
Q14524	hsa:6331
Q14525	hsa:3884
Q14526	hsa:3090
Q14527	hsa:6596
Q14532	hsa:3882
Q14533	hsa:3887
Q14534	hsa:6713
Q14541	hsa:3174
Q14542	hsa:3177
Q14554	hsa:10954
Q14558	hsa:5635
Q14562	hsa:1659
Q14563	hsa:10371
Q14565	hsa:11144
Q14566	hsa:4175
Q14571	hsa:3709
Q14573	hsa:3710
Q14574	hsa:1825
Q14584	hsa:10781
Q14585	hsa:25850
Q14587	hsa:10795
Q14592	hsa:10794
Q14596	hsa:4077
Q14623	hsa:3549
Q14624	hsa:3700
Q14626	hsa:3590
Q14627	hsa:3598
Q14642	hsa:3632
Q14643	hsa:3708
Q14644	hsa:22821
Q14651	hsa:5357
Q14653	hsa:3661
Q14654	hsa:3767
Q14656	hsa:8269
Q14657	hsa:8270
Q14667	hsa:9703
Q14669	hsa:9320
Q14671	hsa:9698
Q14674	hsa:9700
Q14676	hsa:9656
Q14677	hsa:9685
Q14678	hsa:23189
Q14679	hsa:9654
Q14680	hsa:9833
Q14683	hsa:8243
Q14684	hsa:23076
Q14686	hsa:23054
Q14687	hsa:23199
Q14689	hsa:23181
Q14690	hsa:22984
Q14691	hsa:9837
Q14692	hsa:9790
Q14693	hsa:23175
Q14694	hsa:9100
Q14696	hsa:23184
Q14697	hsa:23193
Q14699	hsa:23180
Q14703	hsa:8720
Q14714	hsa:8082
Q14721	hsa:3745
Q14722	hsa:7881
Q14728	hsa:10227
Q14738	hsa:5528
Q14739	hsa:3930
Q14746	hsa:22796
Q14749	hsa:27232
Q14764	hsa:9961
Q14765	hsa:6775
Q14766	hsa:4052
Q14767	hsa:4053
Q14773	hsa:3386
Q14774	hsa:3142
Q14781	hsa:84733
Q14789	hsa:2804
Q14790	hsa:841
Q147X3	hsa:122830
Q14802	hsa:5349
Q14807	hsa:3835
Q14814	hsa:4209
Q14831	hsa:2917
Q14832	hsa:2913
Q14833	hsa:2914
Q14839	hsa:1108
Q14847	hsa:3927
Q14849	hsa:10948
Q14863	hsa:5463
Q14865	hsa:84159
Q14872	hsa:4520
Q14894	hsa:1428
Q14896	hsa:4607
Q14914	hsa:22949
Q14916	hsa:6568
Q14919	hsa:10589
Q14929	hsa:169841
Q14934	hsa:4776
Q14938	hsa:4784
Q14940	hsa:6553
Q14943	hsa:3813
Q14953	hsa:3810
Q14954	hsa:3806
Q14956	hsa:10457
Q14957	hsa:2905
Q14964	hsa:54734
Q14966	hsa:27332
Q14973	hsa:6554
Q14974	hsa:3837
Q14978	hsa:9221
Q14980	hsa:4926
Q14982	hsa:4978
Q14990	hsa:4956
Q14993	hsa:1310
Q14994	hsa:9970
Q14995	hsa:9975
Q14997	hsa:23198
Q14999	hsa:9820
Q149M9	hsa:284434
Q149N8	hsa:257218
Q14BN4	hsa:7871
Q14C86	hsa:26130
Q14CB8	hsa:84986
Q14CM0	hsa:9758
Q14CN2	hsa:22802
Q14CN4	hsa:140807
Q14CS0	hsa:137886
Q14CX7	hsa:80018
Q14CZ0	hsa:29035
Q14CZ7	hsa:79072
Q14CZ8	hsa:220296
Q14D04	hsa:79674
Q14D33	hsa:285093
Q15003	hsa:23397
Q15004	hsa:9768
Q15005	hsa:9789
Q15006	hsa:9694
Q15007	hsa:9589
Q15008	hsa:9861
Q15011	hsa:9709
Q15012	hsa:9741
Q15013	hsa:9587
Q15014	hsa:9643
Q15018	hsa:23172
Q15019	hsa:4735
Q15020	hsa:9733
Q15021	hsa:9918
Q15022	hsa:23512
Q15024	hsa:23016
Q15025	hsa:10318
Q15027	hsa:9744
Q15029	hsa:9343
Q15031	hsa:23395
Q15036	hsa:9784
Q15038	hsa:9802
Q15040	hsa:9929
Q15041	hsa:23204
Q15042	hsa:22930
Q15043	hsa:23516
Q15046	hsa:3735
Q15047	hsa:9869
Q15049	hsa:23209
Q15050	hsa:23212
Q15051	hsa:9657
Q15052	hsa:9459
Q15054	hsa:10714
Q15056	hsa:7458
Q15057	hsa:23527
Q15058	hsa:9928
Q15059	hsa:8019
Q15061	hsa:23160
Q15063	hsa:10631
Q15067	hsa:51
Q15070	hsa:5018
Q15072	hsa:7705
Q15075	hsa:8411
Q15077	hsa:5031
Q15078	hsa:8851
Q15080	hsa:4689
Q15084	hsa:10130
Q15102	hsa:5050
Q15109	hsa:177
Q15111	hsa:5334
Q15113	hsa:5118
Q15116	hsa:5133
Q15118	hsa:5163
Q15119	hsa:5164
Q15120	hsa:5165
Q15121	hsa:8682
Q15124	hsa:5239
Q15125	hsa:10682
Q15131	hsa:8558
Q15147	hsa:5332
Q15149	hsa:5339
Q15154	hsa:5108
Q15155	hsa:23420
Q15165	hsa:5445
Q15166	hsa:5446
Q15170	hsa:9338
Q15172	hsa:5525
Q15173	hsa:5526
Q15185	hsa:10728
Q15208	hsa:11329
Q15223	hsa:5818
Q15233	hsa:4841
Q15256	hsa:5801
Q15257	hsa:5524
Q15262	hsa:5796
Q15269	hsa:5822
Q15274	hsa:23475
Q15276	hsa:9135
Q15286	hsa:11021
Q15287	hsa:10921
Q15291	hsa:5929
Q15293	hsa:5954
Q15303	hsa:2066
Q15306	hsa:3662
Q15311	hsa:10928
Q15319	hsa:5459
Q15323	hsa:3881
Q15326	hsa:10771
Q15327	hsa:27063
Q15329	hsa:1875
Q15334	hsa:3996
Q15345	hsa:10489
Q15349	hsa:6196
Q15361	hsa:7270
Q15363	hsa:10959
Q15365	hsa:5093
Q15366	hsa:5094
Q15369	hsa:6921
Q15370	hsa:6923
Q15375	hsa:2045
Q15382	hsa:6009
Q15386	hsa:9690
Q15388	hsa:9804
Q15389	hsa:284
Q15392	hsa:1718
Q15393	hsa:23450
Q15397	hsa:9933
Q15398	hsa:9787
Q15399	hsa:7096
Q15406	hsa:2649
Q15413	hsa:6263
Q15415	hsa:159163
Q15415	hsa:378951
Q15417	hsa:1266
Q15418	hsa:6195
Q15424	hsa:6294
Q15427	hsa:10262
Q15428	hsa:8175
Q15431	hsa:6847
Q15435	hsa:5510
Q15436	hsa:10484
Q15437	hsa:10483
Q15438	hsa:9267
Q15459	hsa:10291
Q15464	hsa:6461
Q15465	hsa:6469
Q15466	hsa:8431
Q15468	hsa:6491
Q15475	hsa:6495
Q15477	hsa:6499
Q15485	hsa:2220
Q15493	hsa:9104
Q15506	hsa:53340
Q15517	hsa:1041
Q15526	hsa:6834
Q15528	hsa:6837
Q15532	hsa:6760
Q15542	hsa:6877
Q15543	hsa:6884
Q15544	hsa:6882
Q15545	hsa:6879
Q15546	hsa:23531
Q15554	hsa:7014
Q15555	hsa:10982
Q15560	hsa:6919
Q15561	hsa:7004
Q15562	hsa:8463
Q15569	hsa:7016
Q15572	hsa:9013
Q15573	hsa:9015
Q15582	hsa:7045
Q15583	hsa:7050
Q15596	hsa:10499
Q15599	hsa:9351
Q155Q3	hsa:85458
Q15628	hsa:8717
Q15629	hsa:23471
Q15631	hsa:7247
Q15633	hsa:6895
Q15637	hsa:7536
Q15642	hsa:9322
Q15643	hsa:9321
Q15645	hsa:9319
Q15646	hsa:8638
Q15648	hsa:5469
Q15649	hsa:9326
Q15650	hsa:9325
Q15652	hsa:221037
Q15653	hsa:4793
Q15654	hsa:7205
Q15661	hsa:7177
Q15669	hsa:399
Q15672	hsa:7291
Q15678	hsa:5784
Q15691	hsa:22919
Q15696	hsa:8233
Q15697	hsa:7727
Q15699	hsa:8092
Q15700	hsa:1740
Q15714	hsa:8848
Q15717	hsa:1994
Q15722	hsa:1241
Q15723	hsa:1998
Q15726	hsa:3814
Q15735	hsa:27124
Q15738	hsa:50814
Q15742	hsa:4665
Q15743	hsa:8111
Q15744	hsa:1053
Q15746	hsa:4638
Q15750	hsa:10454
Q15751	hsa:8925
Q15758	hsa:6510
Q15759	hsa:5600
Q15761	hsa:4889
Q15762	hsa:10666
Q15768	hsa:1949
Q15771	hsa:27314
Q15772	hsa:10290
Q15776	hsa:7745
Q15777	hsa:744
Q15782	hsa:1117
Q15784	hsa:4761
Q15785	hsa:10953
Q15788	hsa:8648
Q15796	hsa:4087
Q15797	hsa:4086
Q15800	hsa:6307
Q15811	hsa:6453
Q15813	hsa:6905
Q15814	hsa:6903
Q15818	hsa:4884
Q15819	hsa:7336
Q15822	hsa:1135
Q15825	hsa:8973
Q15828	hsa:1474
Q15831	hsa:6794
Q15833	hsa:6813
Q15834	hsa:11007
Q15835	hsa:6011
Q15836	hsa:9341
Q15842	hsa:3764
Q15843	hsa:4738
Q15848	hsa:9370
Q15849	hsa:8170
Q15853	hsa:7392
Q15858	hsa:6335
Q15878	hsa:777
Q15884	hsa:9413
Q15904	hsa:537
Q15906	hsa:6944
Q15907	hsa:9230
Q15910	hsa:2146
Q15911	hsa:463
Q15915	hsa:7545
Q15916	hsa:10773
Q15942	hsa:7791
Q15973	hsa:7678
Q16082	hsa:3316
Q16099	hsa:2900
Q16134	hsa:2110
Q16143	hsa:6620
Q16181	hsa:989
Q16186	hsa:11047
Q16204	hsa:8030
Q16206	hsa:10495
Q16222	hsa:6675
Q16236	hsa:4780
Q16254	hsa:1874
Q16270	hsa:3490
Q16280	hsa:1260
Q16281	hsa:1261
Q16288	hsa:4916
Q16322	hsa:3744
Q16342	hsa:5134
Q16348	hsa:6565
Q16352	hsa:9118
Q16363	hsa:3910
Q16384	hsa:6756
Q16385	hsa:6757
Q16385	hsa:727837
Q16394	hsa:2131
Q16401	hsa:5711
Q16445	hsa:2559
Q16478	hsa:2901
Q16512	hsa:5585
Q16513	hsa:5586
Q16514	hsa:6883
Q16515	hsa:40
Q16518	hsa:6121
Q16520	hsa:10538
Q16526	hsa:1407
Q16527	hsa:1466
Q16531	hsa:1642
Q16533	hsa:6617
Q16534	hsa:3131
Q16537	hsa:5529
Q16539	hsa:1432
Q16540	hsa:6150
Q16543	hsa:11140
Q16548	hsa:597
Q16549	hsa:9159
Q16552	hsa:3605
Q16553	hsa:4061
Q16555	hsa:1808
Q16558	hsa:3779
Q16560	hsa:11066
Q16563	hsa:6856
Q16566	hsa:814
Q16568	hsa:9607
Q16570	hsa:2532
Q16572	hsa:6572
Q16576	hsa:5931
Q16581	hsa:719
Q16584	hsa:4296
Q16585	hsa:6443
Q16586	hsa:6442
Q16587	hsa:7625
Q16594	hsa:6880
Q16595	hsa:2395
Q16600	hsa:8187
Q16602	hsa:10203
Q16610	hsa:1893
Q16611	hsa:578
Q16612	hsa:9315
Q16613	hsa:15
Q16617	hsa:4818
Q16619	hsa:1489
Q16620	hsa:4915
Q16621	hsa:4778
Q16623	hsa:6804
Q16625	hsa:100506658
Q16627	hsa:6358
Q16629	hsa:6432
Q16630	hsa:11052
Q16633	hsa:5450
Q16635	hsa:6901
Q16637	hsa:6606
Q16637	hsa:6607
Q16643	hsa:1627
Q16644	hsa:7867
Q16647	hsa:5740
Q16649	hsa:4783
Q16650	hsa:10716
Q16651	hsa:5652
Q16653	hsa:4340
Q16654	hsa:5166
Q16655	hsa:2315
Q16656	hsa:4899
Q16658	hsa:6624
Q16659	hsa:5597
Q16663	hsa:6359
Q16665	hsa:3091
Q16666	hsa:3428
Q16667	hsa:1033
Q16670	hsa:7741
Q16671	hsa:269
Q16674	hsa:8190
Q16676	hsa:2297
Q16678	hsa:1545
Q16690	hsa:1847
Q16695	hsa:8290
Q16696	hsa:1553
Q16698	hsa:1666
Q16706	hsa:4124
Q16718	hsa:4698
Q16719	hsa:8942
Q16720	hsa:492
Q16739	hsa:7357
Q16740	hsa:8192
Q16760	hsa:8527
Q16762	hsa:7263
Q16763	hsa:27338
Q16769	hsa:25797
Q16772	hsa:2940
Q16773	hsa:883
Q16774	hsa:2987
Q16775	hsa:3029
Q16777	hsa:8338
Q16778	hsa:8349
Q16787	hsa:3909
Q16790	hsa:768
Q16795	hsa:4704
Q16798	hsa:10873
Q16799	hsa:6252
Q16816	hsa:5260
Q16819	hsa:4224
Q16820	hsa:4225
Q16821	hsa:5506
Q16822	hsa:5106
Q16825	hsa:11099
Q16827	hsa:5800
Q16828	hsa:1848
Q16829	hsa:1849
Q16831	hsa:7378
Q16832	hsa:4921
Q16836	hsa:3033
Q16842	hsa:6483
Q16849	hsa:5798
Q16850	hsa:1595
Q16851	hsa:7360
Q16853	hsa:8639
Q16854	hsa:1716
Q16864	hsa:9296
Q16873	hsa:4056
Q16875	hsa:5209
Q16877	hsa:5210
Q16878	hsa:1036
Q16880	hsa:7368
Q16881	hsa:7296
Q16890	hsa:7164
Q16891	hsa:10989
Q17R60	hsa:3617
Q17R89	hsa:9912
Q17R98	hsa:152485
Q17RB8	hsa:91694
Q17RS7	hsa:348654
Q17RW2	hsa:255631
Q17RY0	hsa:80315
Q18PE1	hsa:285489
Q19AV6	hsa:125150
Q19T08	hsa:641700
Q1EHB4	hsa:159963
Q1HG43	hsa:90527
Q1HG44	hsa:405753
Q1L5Z9	hsa:164832
Q1MSJ5	hsa:79848
Q1MX18	hsa:387755
Q1RMZ1	hsa:154743
Q1W6H9	hsa:642273
Q24JP5	hsa:54972
Q27J81	hsa:64423
Q29980	hsa:4277
Q29983	hsa:100507436
Q29RF7	hsa:23244
Q2HXU8	hsa:387837
Q2I0M4	hsa:389816
Q2I0M5	hsa:343637
Q2KHM9	hsa:9851
Q2KHN1	hsa:146310
Q2KHR2	hsa:64864
Q2KHT3	hsa:23274
Q2KHT4	hsa:83445
Q2LD37	hsa:84162
Q2M1K9	hsa:23090
Q2M1P5	hsa:374654
Q2M1Z3	hsa:57514
Q2M2E3	hsa:146852
Q2M2I5	hsa:192666
Q2M2I8	hsa:22848
Q2M2Z5	hsa:55857
Q2M385	hsa:219972
Q2M389	hsa:23325
Q2M3C6	hsa:123591
Q2M3C7	hsa:80309
Q2M3G0	hsa:340273
Q2M3M2	hsa:200010
Q2M3R5	hsa:159371
Q2M3T9	hsa:23553
Q2MKA7	hsa:284654
Q2MV58	hsa:79600
Q2NKJ3	hsa:80169
Q2NKQ1	hsa:129049
Q2NKX8	hsa:54821
Q2NL67	hsa:56965
Q2NL68	hsa:148137
Q2PPJ7	hsa:57186
Q2Q1W2	hsa:131405
Q2QGD7	hsa:79364
Q2QL34	hsa:255027
Q2T9J0	hsa:219743
Q2TAA5	hsa:440138
Q2TAC2	hsa:284001
Q2TAK8	hsa:84939
Q2TAL6	hsa:375567
