DrugBank_id,Uniprot_id,score
DB00975,Q13370,0.77993524
DB00420,P35462,0.90449953
DB00450,P35462,0.9505644
DB00679,P35462,0.9229782
DB00831,P35462,0.9498668
DB00420,P21917,0.901481
DB00450,P21917,0.8585054
DB00502,P21917,0.9649003
DB00679,P21917,0.7890277
DB00831,P21917,0.87243545
DB00539,Q92731,0.9641549
DB04575,Q92731,0.98818177
DB04938,Q92731,0.9758831
DB08329,P22748,0.8914793
DB00806,P27815,0.98013866
DB00806,Q08499,0.9785453
DB00975,Q08499,0.95129746
DB06751,Q08499,0.9219303
DB00806,Q07343,0.9718234
DB00975,Q07343,0.9055395
DB06751,Q07343,0.8924693
DB00806,Q08493,0.9720434
DB00975,Q08493,0.94193566
DB06751,Q08493,0.90050143
DB12789,P43088,0.87205
DB04839,P06401,0.9929794
DB12637,P06401,0.98994935
DB08329,P43166,0.9293827
DB08329,P00915,0.9651825
DB08329,P35218,0.83979577
DB08329,P07451,0.95931137
DB08329,Q16790,0.72823143
DB08329,Q9Y2D0,0.8477079
DB08329,O43570,0.80122346
DB11973,P00533,0.9933046
DB00877,P62942,0.7554511
DB01590,P62942,0.71733487
DB06287,P62942,0.7311296
DB01100,P21728,0.88782644
DB04836,P21728,0.9565846
DB00648,P05108,0.7375679
DB00570,Q13509,0.9830664
DB11641,Q13509,0.9638096
DB00361,P68366,0.9565884
DB00570,P68366,0.9822696
DB01229,P68366,0.8758664
DB01248,P68366,0.9165764
DB01394,P68366,0.73028815
DB04845,P68366,0.94437253
DB06772,P68366,0.92817706
DB08871,P68366,0.8234898
DB11641,P68366,0.93713295
DB00570,Q9H4B7,0.98675996
DB11641,Q9H4B7,0.9585986
DB00570,P68371,0.9875716
DB11641,P68371,0.97420865
DB00361,Q9BQE3,0.96439314
DB00570,Q9BQE3,0.9887862
DB01229,Q9BQE3,0.88840735
DB01248,Q9BQE3,0.9261538
DB01394,Q9BQE3,0.77155125
DB04845,Q9BQE3,0.95038474
DB06772,Q9BQE3,0.9370025
DB08871,Q9BQE3,0.82024443
DB11641,Q9BQE3,0.94999295
DB00361,P68363,0.96114457
DB00570,P68363,0.9879711
DB01229,P68363,0.8817159
DB01248,P68363,0.9182218
DB01394,P68363,0.7589468
DB04845,P68363,0.9440726
DB06772,P68363,0.93131226
DB08871,P68363,0.813749
DB11641,P68363,0.9487154
DB00570,Q13885,0.9867684
DB01873,Q13885,0.98182756
DB03010,Q13885,0.986613
DB11641,Q13885,0.9634983
DB00570,Q9BUF5,0.97779953
DB01873,Q9BUF5,0.97610176
DB03010,Q9BUF5,0.9869982
DB11641,Q9BUF5,0.9467932
DB00361,Q71U36,0.9628437
DB01229,Q71U36,0.88048995
DB01248,Q71U36,0.91790974
DB01394,Q71U36,0.7630541
DB04845,Q71U36,0.9452704
DB06772,Q71U36,0.9301747
DB08871,Q71U36,0.81570756
DB11641,Q71U36,0.94856596
DB00570,P04350,0.9839039
DB11641,P04350,0.9658588
DB00598,P18825,0.9664508
DB00964,P18825,0.9947688
DB01018,P18825,0.9686264
DB04948,P18825,0.9944805
DB06711,P18825,0.9477438
DB00598,P13945,0.95848596
DB01136,P13945,0.9564268
DB00598,P18089,0.9763595
DB00696,P18089,0.9956938
DB04948,P18089,0.99577105
DB06711,P18089,0.9598924
DB00598,P08913,0.9865923
DB01191,P46098,0.8653703
DB06288,P46098,0.97059375
DB00941,P22303,0.96092355
DB04849,P09619,0.9195754
DB04879,P09619,0.9604149
DB05465,P09619,0.89568454
DB12307,P09619,0.9606652
DB12874,P09619,0.92764616
DB12307,P36888,0.9824163
DB04849,P17948,0.95185965
DB05294,P17948,0.9126574
DB06436,P17948,0.9045943
DB12307,P17948,0.9741272
DB04849,P35916,0.91989213
DB05294,P35916,0.9137448
DB06436,P35916,0.8687196
DB12307,P35916,0.95931464
DB04849,P10721,0.9618921
DB04879,P10721,0.97559243
DB05465,P10721,0.9314135
DB06436,P10721,0.87810975
DB12307,P10721,0.9818252
DB12874,P10721,0.9699566
DB11363,P07949,0.504175
DB12874,P07949,0.8155348
DB00435,Q02108,0.80126536
DB00883,Q02108,0.5499053
DB01020,Q02108,0.75537884
DB00727,P33402,0.62182146
DB00883,P33402,0.86009157
DB00435,Q02153,0.7016862
DB00883,Q02153,0.5490866
DB01020,Q02153,0.72255003
DB00441,P31350,0.60157
DB00631,P31350,0.7946266
DB06433,P31350,0.59800065
DB00441,Q7LG56,0.5603731
DB00631,Q7LG56,0.77101386
DB06433,Q7LG56,0.54872906
DB00441,P09884,0.77641433
DB00987,P09884,0.76356053
DB00631,Q9NRF9,0.68048894
DB00631,P56282,0.693189
DB00441,P49642,0.524088
DB00631,P49642,0.7308345
DB00987,P49642,0.5137694
DB00631,Q14181,0.50988597
DB00441,Q07864,0.6604302
DB00631,Q07864,0.8457116
DB00987,Q07864,0.6546496
DB05812,P10275,0.9725401
DB00503,P20815,0.66658777
DB00503,P24462,0.6503889
DB00503,P08684,0.6515166
DB00915,Q12879,0.9792312
DB11640,Q9NSA2,0.90541255
DB06637,P51787,0.8682081
DB11640,P51787,0.686129
DB11640,Q14721,0.85959136
DB11640,Q16322,0.9274108
DB11640,Q96PR1,0.8578364
DB06637,Q9H252,0.8372038
DB11640,Q9H252,0.73672915
DB11640,Q96RP8,0.8162135
DB06637,O43525,0.90714014
DB11640,O43525,0.75007796
DB11640,P22001,0.9264633
DB06637,O43526,0.82603395
DB11640,O43526,0.6277208
DB11640,P48547,0.88961554
DB11640,Q9NZV8,0.91702634
DB11640,Q92953,0.8524786
DB11640,P22460,0.8846014
DB11640,Q14003,0.84571266
DB11640,P22459,0.91529524
DB06637,O95259,0.8687482
DB11640,O95259,0.7673007
DB11640,P16389,0.9348443
DB06637,P56696,0.8325156
DB11640,P56696,0.6686997
DB11640,Q9UK17,0.92580146
DB06637,Q9NR82,0.85488015
DB11640,Q9NR82,0.7033217
DB11640,P17658,0.8602096
DB00543,P21918,0.9980303
DB01100,P21918,0.8407117
DB04868,P11274,0.7361226
DB06616,P11274,0.77944934
DB12323,P11274,0.6653075
DB12597,P11274,0.6865331
DB00657,P30926,0.9922134
DB01116,P30926,0.8753931
DB00657,P32297,0.98440695
DB01116,P32297,0.8281559
DB00915,O60391,0.9799425
DB01221,O60391,0.8952872
DB00915,Q05586,0.9800354
DB00915,Q14957,0.954538
DB00915,Q13224,0.98320025
DB00915,O15399,0.9846455
DB00806,Q14123,0.71518123
DB00975,Q14123,0.6774872
DB00806,O60658,0.72008246
DB00975,O60658,0.56630147
DB00806,Q01064,0.6576384
DB00975,Q01064,0.7034117
DB00806,Q9NP56,0.69411707
DB00975,Q9NP56,0.63869596
DB00806,Q9Y233,0.9087979
DB05266,Q9Y233,0.73380506
DB00806,P35913,0.7417765
DB00975,P35913,0.7355383
DB00806,O95263,0.72227365
DB00975,O95263,0.5643318
DB00806,O76083,0.69303554
DB00975,O76083,0.6421454
DB00806,P54750,0.7193208
DB00975,P54750,0.6923483
DB00806,Q13946,0.72513604
DB00975,Q13946,0.5981696
DB00806,P16499,0.74057907
DB00975,P16499,0.7576865
DB00806,O00408,0.90582293
DB00975,O00408,0.8977828
DB00993,Q06203,0.6261136
DB01191,Q13639,0.85493135
DB06288,Q13639,0.97817355
DB01119,Q15842,0.91053736
DB05812,P31213,0.6350494
DB05812,P18405,0.74050623
DB01191,O95264,0.5616913
DB06288,O95264,0.8655038
DB11699,O95264,0.81182164
DB06288,Q70Z44,0.83298063
DB11699,Q70Z44,0.69139636
DB06288,Q8WXA8,0.763248
DB11699,Q8WXA8,0.6096745
DB01191,P50406,0.94642603
DB06288,P50406,0.9886404
DB01191,P34969,0.98381966
DB01191,P28566,0.9645442
DB06288,P28566,0.9689611
DB06288,A5X5Y0,0.81748104
DB11699,A5X5Y0,0.68768966
DB01191,P47898,0.7123286
DB06288,P47898,0.8651083
DB05294,P29317,0.86134845
DB05294,P12931,0.50818866
DB06589,P06239,0.93655425
DB01254,P08631,0.93207633
DB01254,Q9H3Y6,0.77656525
DB05294,P04626,0.9588726
DB05424,P04626,0.9599721
DB11828,P04626,0.959441
DB04849,P16234,0.94296443
DB04879,P16234,0.9656809
DB12307,P16234,0.97311527
DB12874,P16234,0.9610478
DB15233,P16234,0.95086443
DB04879,P07333,0.96694964
DB06589,P07333,0.9816885
DB12874,P07333,0.9392284
DB02329,P80365,0.8753689
DB04786,P05230,0.5049819
DB11758,P51681,0.88522184
DB04878,P14410,0.95011556
DB11830,Q9BY41,0.84324265
DB11830,Q96DB2,0.7931153
DB05294,P29320,0.76998913
DB05294,P21860,0.9169885
DB05294,P21709,0.83590376
DB05294,Q15303,0.9489752
DB05424,Q15303,0.9488784
DB11828,Q15303,0.9523293
DB05294,P54760,0.8772604
DB05294,P29323,0.80760014
DB05294,P54756,0.777264
DB05294,O15197,0.7389253
DB05294,P54764,0.7816575
DB05294,P29322,0.7903733
DB05294,Q9UF33,0.7258867
DB12307,Q02763,0.94816095
DB05294,Q15375,0.77648747
DB05294,P54762,0.82402134
DB06195,Q00535,0.96807945
DB06217,P48544,0.7707468
DB06217,P48549,0.8285735
DB06589,P11362,0.9847
DB06595,Q05655,0.83656454
DB06595,P41743,0.77353776
DB06595,Q05513,0.77008307
DB06595,Q02156,0.77580154
DB06595,Q04759,0.7990808
DB13036,P21731,0.6682382
DB07232,Q9Y6F1,0.8634604
DB14975,P68871,0.75759315
DB11986,Q9UM73,0.9395658
DB12307,P08581,0.9304482
DB15091,O60674,0.9331045
DB13170,P25092,0.7344104
DB15091,P29597,0.9200471
DB15091,P52333,0.8858609
DB09079,P22455,0.9858228
DB12340,Q07817,0.8522518
DB14507,P49840,0.8398741
DB14509,P49840,0.79701245
