GENE PRODUCT DB	GENE PRODUCT ID	GO TERM	GO NAME	GO ASPECT
UniProtKB	P06241	GO:0005515	protein binding	F
UniProtKB	P06241	GO:0005515	protein binding	F
UniProtKB	P06241	GO:0005515	protein binding	F
UniProtKB	P06241	GO:0005515	protein binding	F
UniProtKB	P06241	GO:0005515	protein binding	F
UniProtKB	P06241	GO:0005515	protein binding	F
UniProtKB	P06241	GO:0005515	protein binding	F
UniProtKB	P06241	GO:0005515	protein binding	F
UniProtKB	P06241	GO:0005515	protein binding	F
UniProtKB	P06241	GO:0005515	protein binding	F
UniProtKB	P06241	GO:0005515	protein binding	F
UniProtKB	P06241	GO:0005515	protein binding	F
UniProtKB	P06241	GO:0005515	protein binding	F
UniProtKB	P06241	GO:0005515	protein binding	F
UniProtKB	P06241	GO:0005515	protein binding	F
UniProtKB	P06241	GO:0005515	protein binding	F
UniProtKB	P06241	GO:0005515	protein binding	F
UniProtKB	P06241	GO:0005515	protein binding	F
UniProtKB	P06241	GO:0005515	protein binding	F
UniProtKB	P06241	GO:0005515	protein binding	F
UniProtKB	P06241	GO:0005515	protein binding	F
UniProtKB	P06241	GO:0005515	protein binding	F
UniProtKB	P06241	GO:0005515	protein binding	F
UniProtKB	P06241	GO:0005515	protein binding	F
UniProtKB	P06241	GO:0016004	phospholipase activator activity	F
UniProtKB	P06241	GO:0019899	enzyme binding	F
UniProtKB	P06241	GO:0031802	type 5 metabotropic glutamate receptor binding	F
UniProtKB	P06241	GO:0042802	identical protein binding	F
UniProtKB	P06241	GO:0042802	identical protein binding	F
UniProtKB	P06241	GO:0042802	identical protein binding	F
UniProtKB	P06241	GO:0043014	alpha-tubulin binding	F
UniProtKB	P06241	GO:0043274	phospholipase binding	F
UniProtKB	P06241	GO:0046875	ephrin receptor binding	F
UniProtKB	P06241	GO:0048156	tau protein binding	F
UniProtKB	P06241	GO:0048156	tau protein binding	F
UniProtKB	P06241	GO:0048156	tau protein binding	F
UniProtKB	P06241	GO:0050321	tau-protein kinase activity	F
UniProtKB	P06241	GO:0070851	growth factor receptor binding	F
UniProtKB	P06241	GO:0097110	scaffold protein binding	F
UniProtKB	P06241	GO:0097718	disordered domain specific binding	F
UniProtKB	P07332	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07332	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07332	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07332	GO:0004715	non-membrane spanning protein tyrosine kinase activity	F
UniProtKB	P07332	GO:0005515	protein binding	F
UniProtKB	P07332	GO:0005515	protein binding	F
UniProtKB	P07332	GO:0005515	protein binding	F
UniProtKB	P07332	GO:0005515	protein binding	F
UniProtKB	P07332	GO:0005515	protein binding	F
UniProtKB	P07332	GO:0005515	protein binding	F
UniProtKB	P07332	GO:0005515	protein binding	F
UniProtKB	P07332	GO:0034987	immunoglobulin receptor binding	F
UniProtKB	P07332	GO:0035091	phosphatidylinositol binding	F
UniProtKB	P07333	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07333	GO:0005011	macrophage colony-stimulating factor receptor activity	F
UniProtKB	P07333	GO:0005011	macrophage colony-stimulating factor receptor activity	F
UniProtKB	P07333	GO:0005011	macrophage colony-stimulating factor receptor activity	F
UniProtKB	P07333	GO:0005011	macrophage colony-stimulating factor receptor activity	F
UniProtKB	P07333	GO:0005011	macrophage colony-stimulating factor receptor activity	F
UniProtKB	P07333	GO:0005515	protein binding	F
UniProtKB	P07333	GO:0005515	protein binding	F
UniProtKB	P07333	GO:0005515	protein binding	F
UniProtKB	P07333	GO:0005515	protein binding	F
UniProtKB	P07333	GO:0005515	protein binding	F
UniProtKB	P07333	GO:0005515	protein binding	F
UniProtKB	P07333	GO:0005515	protein binding	F
UniProtKB	P07333	GO:0005515	protein binding	F
UniProtKB	P07333	GO:0019838	growth factor binding	F
UniProtKB	P07333	GO:0019955	cytokine binding	F
UniProtKB	P07333	GO:0019955	cytokine binding	F
UniProtKB	P07333	GO:0042803	protein homodimerization activity	F
UniProtKB	P07947	GO:0001784	phosphotyrosine residue binding	F
UniProtKB	P07947	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07947	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07947	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07947	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07947	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07947	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07947	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07947	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07947	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07947	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07947	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07947	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07947	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07947	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07947	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07947	GO:0004715	non-membrane spanning protein tyrosine kinase activity	F
UniProtKB	P07947	GO:0004715	non-membrane spanning protein tyrosine kinase activity	F
UniProtKB	P07947	GO:0005102	signaling receptor binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0005515	protein binding	F
UniProtKB	P07947	GO:0019899	enzyme binding	F
UniProtKB	P07947	GO:0044325	transmembrane transporter binding	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004715	non-membrane spanning protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004715	non-membrane spanning protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0004715	non-membrane spanning protein tyrosine kinase activity	F
UniProtKB	P07948	GO:0005102	signaling receptor binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0005515	protein binding	F
UniProtKB	P07948	GO:0016301	kinase activity	F
UniProtKB	P07948	GO:0044325	transmembrane transporter binding	F
UniProtKB	P07948	GO:0044325	transmembrane transporter binding	F
UniProtKB	P07948	GO:0046875	ephrin receptor binding	F
UniProtKB	P07948	GO:0097110	scaffold protein binding	F
UniProtKB	P07948	GO:0140031	phosphorylation-dependent protein binding	F
UniProtKB	P07949	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P07949	GO:0004714	transmembrane receptor protein tyrosine kinase activity	F
UniProtKB	P07949	GO:0004714	transmembrane receptor protein tyrosine kinase activity	F
UniProtKB	P07949	GO:0004714	transmembrane receptor protein tyrosine kinase activity	F
UniProtKB	P07949	GO:0004714	transmembrane receptor protein tyrosine kinase activity	F
UniProtKB	P07949	GO:0004714	transmembrane receptor protein tyrosine kinase activity	F
UniProtKB	P07949	GO:0005509	calcium ion binding	F
UniProtKB	P07949	GO:0005509	calcium ion binding	F
UniProtKB	P07949	GO:0005515	protein binding	F
UniProtKB	P07949	GO:0005515	protein binding	F
UniProtKB	P07949	GO:0005515	protein binding	F
UniProtKB	P07949	GO:0005515	protein binding	F
UniProtKB	P07949	GO:0005515	protein binding	F
UniProtKB	P07949	GO:0005515	protein binding	F
UniProtKB	P07949	GO:0005515	protein binding	F
UniProtKB	P07949	GO:0005515	protein binding	F
UniProtKB	P07949	GO:0005515	protein binding	F
UniProtKB	P07949	GO:0005515	protein binding	F
UniProtKB	P07949	GO:0005515	protein binding	F
UniProtKB	P07949	GO:0005515	protein binding	F
UniProtKB	P07949	GO:0005515	protein binding	F
UniProtKB	P07949	GO:0038023	signaling receptor activity	F
UniProtKB	P08069	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P08069	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P08069	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P08069	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P08069	GO:0005009	insulin receptor activity	F
UniProtKB	P08069	GO:0005010	insulin-like growth factor receptor activity	F
UniProtKB	P08069	GO:0005010	insulin-like growth factor receptor activity	F
UniProtKB	P08069	GO:0005158	insulin receptor binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005515	protein binding	F
UniProtKB	P08069	GO:0005520	insulin-like growth factor binding	F
UniProtKB	P08069	GO:0005520	insulin-like growth factor binding	F
UniProtKB	P08069	GO:0031994	insulin-like growth factor I binding	F
UniProtKB	P08069	GO:0031994	insulin-like growth factor I binding	F
UniProtKB	P08069	GO:0042802	identical protein binding	F
UniProtKB	P08069	GO:0042802	identical protein binding	F
UniProtKB	P08069	GO:0042802	identical protein binding	F
UniProtKB	P08069	GO:0043548	phosphatidylinositol 3-kinase binding	F
UniProtKB	P08069	GO:0043559	insulin binding	F
UniProtKB	P08069	GO:0043560	insulin receptor substrate binding	F
UniProtKB	P08069	GO:0043560	insulin receptor substrate binding	F
UniProtKB	P08069	GO:0140318	protein transporter activity	F
UniProtKB	P08581	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P08581	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P08581	GO:0005008	hepatocyte growth factor receptor activity	F
UniProtKB	P08581	GO:0005008	hepatocyte growth factor receptor activity	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0005515	protein binding	F
UniProtKB	P08581	GO:0019903	protein phosphatase binding	F
UniProtKB	P08581	GO:0019903	protein phosphatase binding	F
UniProtKB	P08581	GO:0042802	identical protein binding	F
UniProtKB	P08581	GO:0042802	identical protein binding	F
UniProtKB	P08581	GO:0140677	molecular function activator activity	F
UniProtKB	P08631	GO:0001784	phosphotyrosine residue binding	F
UniProtKB	P08631	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P08631	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P08631	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P08631	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P08631	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P08631	GO:0004715	non-membrane spanning protein tyrosine kinase activity	F
UniProtKB	P08631	GO:0005102	signaling receptor binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0005515	protein binding	F
UniProtKB	P08631	GO:0008289	lipid binding	F
UniProtKB	P08922	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P08922	GO:0004714	transmembrane receptor protein tyrosine kinase activity	F
UniProtKB	P08922	GO:0005515	protein binding	F
UniProtKB	P08922	GO:0005515	protein binding	F
UniProtKB	P08922	GO:0005515	protein binding	F
UniProtKB	P08922	GO:0019903	protein phosphatase binding	F
UniProtKB	P09619	GO:0004672	protein kinase activity	F
UniProtKB	P09619	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P09619	GO:0004992	platelet activating factor receptor activity	F
UniProtKB	P09619	GO:0005017	platelet-derived growth factor receptor activity	F
UniProtKB	P09619	GO:0005019	platelet-derived growth factor beta-receptor activity	F
UniProtKB	P09619	GO:0005019	platelet-derived growth factor beta-receptor activity	F
UniProtKB	P09619	GO:0005019	platelet-derived growth factor beta-receptor activity	F
UniProtKB	P09619	GO:0005019	platelet-derived growth factor beta-receptor activity	F
