CID,CanonicalSMILES
76685067,C1COCC(=O)N1C2=CC3=C(C=C2)N4C(CO3)C(OC4=O)CNC(=O)C5=CC=C(S5)Cl
76871908,COC1=C(C=C(C=C1)CC(=O)NC(=NC(CC2=CC=CC=C2)C(=O)NCC3=CC(=C(C=C3)OC)OC)N)OC
76901432,C1=CC=C(C(=C1)C2=CC(=O)N(N2)C3=NC=CC(=C3)C(=O)O)Cl
76901613,C1=CC=C(C=C1)OCC2=CC(=O)N(N2)C3=NC=CC(=C3)C(=O)O
76955651,CC1=NOC(=C1)C2CC3C(SC(=NC3(CO2)C4=C(C=C(C=C4)F)F)N)CF
77104974,C1CCC(CC1)CC2CC3(C4CC5=C(C3(CCN4CC6CC6)CC2=O)C=C(C=C5)O)O
77105902,CC1=C(C(=CC=C1)C)CNC(=O)C2=C(C=CC(=C2)C3C(=C(NC(=O)N3)C)C(=O)NC4=CC5=C(C=C4)NN=C5)F
77107354,CC(=O)NC1CC2(C3CC4=C(C2(CCN3CC5CC5)CC1=O)C=C(C=C4)O)O
77107355,CC(C)C(=O)NC1CC2(C3CC4=C(C2(CCN3CC5CC5)CC1=O)C=C(C=C4)O)O
77107356,CCC(=O)NC1CC2(C3CC4=C(C2(CCN3CC5CC5)CC1=O)C=C(C=C4)O)O
77107555,CC(C)CC(=O)NC1CC2(C3CC4=C(C2(CCN3CC5CC5)CC1=O)C=C(C=C4)O)O
77107556,C1CC1CN2CCC34CC(=O)C(CC3(C2CC5=C4C=C(C=C5)O)O)NC(=O)C6CC6
77107557,C1CCC(C1)C(=O)NC2CC3(C4CC5=C(C3(CCN4CC6CC6)CC2=O)C=C(C=C5)O)O
77107755,CCC(C)C(=O)NC1CC2(C3CC4=C(C2(CCN3CC5CC5)CC1=O)C=C(C=C4)O)O
77107756,CC(C)CCC1CC2(C3CC4=C(C2(CCN3CC5CC5)CC1=O)C=C(C=C4)O)O
77107757,C1CCC(C1)CC2CC3(C4CC5=C(C3(CCN4CC6CC6)CC2=O)C=C(C=C5)O)O
77107758,CCC(C)CC1CC2(C3CC4=C(C2(CCN3CC5CC5)CC1=O)C=C(C=C4)O)O
77107955,CCCCC1CC2(C3CC4=C(C2(CCN3CC5CC5)CC1=O)C=C(C=C4)O)O
77107956,CC(C)(C)CC1CC2(C3CC4=C(C2(CCN3CC5CC5)CC1=O)C=C(C=C4)O)O
77107957,CC(C)CC1CC2(C3CC4=C(C2(CCN3CC5CC5)CC1=O)C=C(C=C4)O)O
77108121,CN1C2=CC=CC=C2OCC(C1=O)NC(=O)C3=NNC(=N3)CC4=CC=CC=C4
77108442,CN1CCN(CC1)C(=O)CC(C2=NC(=C(N2)Cl)C3=CC4=C(C=C3)NC(=O)C=C4O)NC(=O)C=CC5=C(C=CC(=C5)Cl)N6C=NN=N6
77143051,CC1(C(=NC(CS1(=O)=O)(C)C2=C(C(=CC(=C2)NC(=O)C3=NC=C(C=C3)Cl)F)F)N)C
77844667,CN1C2=C(C=C(C=C2)C(=O)NC3=CC(=C(C=C3)Cl)Cl)C=N1
77844774,C1CC(=O)C2=C1N(C(=O)NC2C3=CC=C(C=C3)C#N)C4=CC=CC(=C4)C(F)(F)F
77844825,CS(=O)(=O)N1C(C2=C(CCC2=O)N(C1=O)C3=CC=CC(=C3)C(F)(F)F)C4=CC=C(C=C4)C#N
77844826,CS(=O)(=O)C1=C(C=CC(=C1)C#N)C2C3=C(CCC3=O)N(C(=O)N2)C4=CC=CC(=C4)C(F)(F)F
77844886,CN1C(C2=C(CCC2=O)N(C1=O)C3=CC(=NC=C3)C(F)(F)F)C4=C(C=C(C=C4)C#N)S(=O)(=O)C
77844887,CN1C(C2=C(CCC2=O)N(C1=O)C3=CC=CC(=C3)C(F)(F)F)C4=C(C=C(C=C4)C#N)S(=O)C
77844888,CC(C)(CNC(=O)N1C(C2=C(CCC2=O)N(C1=O)C3=CC=CC(=C3)C(F)(F)F)C4=CC=C(C=C4)C#N)O
77844945,CNC(=O)N1C(C2=C(CCC2=O)N(C1=O)C3=CC=CC(=C3)C(F)(F)F)C4=C(C=C(C=C4)C#N)S(=O)(=O)C
77844946,CCNC(=O)N1C(C2=C(CCC2=O)N(C1=O)C3=CC=CC(=C3)C(F)(F)F)C4=C(C=C(C=C4)C#N)S(=O)(=O)C
77846098,C#CCOC1=NC=C(N=C1)C(=O)NC2=CC(=C(C=C2)F)C3(C4CC4OC(=N3)N)C(F)F
78090782,C1COCC(=C1)C2=NC(=C3C(=C2)C4(CCOC(=N4)N)C5=C(O3)C=CC(=C5)NC(=O)C6=NC=C(C=C6)Cl)F
78091940,CC1=C2C=C(C(OC2=C(C(=C1Br)C)Br)C(F)(F)F)C(=O)O
78104669,COC1=CN=C(C=C1)C(=O)NC2=CC3=C(C=C2)OC4=C(N=C(C=C4C35CCOC(=N5)N)C6=CCCOC6)F
78104671,COC1=CN=C(C=C1)C(=O)NC2=CC3=C(C=C2)OC4=C(N=C(C=C4C35CCOC(=N5)N)C6=CC(=CN=C6)F)F
78104710,CC(C)(C)C#CC1=CC2=C(C=N1)OC3=C(C24CCOC(=N4)N)C=C(C=C3)NC(=O)C5=CN=C(C=N5)OC
78104711,C1COC(=NC12C3=CC(=NC(=C3OC4=C2C=C(C=C4)NC(=O)C5=NC=C(C=C5)Cl)F)C6=CC(=NC=C6)F)N
78104844,C1COC(=NC12C3=C(C=CC(=C3)NC(=O)C4=NC=C(C=C4)Cl)OC5=C2C=C(C=N5)Br)N
78104889,C1COC(=NC12C3=CC(=NC(=C3OC4=C2C=C(C=C4)NC(=O)C5=NC=C(C=C5)C#N)F)Cl)N
78104890,C1COC(=NC12C3=CC(=NC(=C3OC4=C2C=C(C=C4)NC(=O)C5=NC=C(C=C5)Cl)F)Cl)N
78104892,COC1=NC=C(N=C1)C(=O)NC2=CC3=C(C=C2)OC4=CN=C(C=C4C35CCOC(=N5)N)C6CC6
78104893,C1CC1C2=NC=C3C(=C2)C4(CCOC(=N4)N)C5=C(O3)C=CC(=C5)NC(=O)C6=NC=C(C=C6)Cl
78104935,CC1=NC(=CS1)C(=O)NC2=CC3=C(C=C2)OC4=C(N=C(C=C4C35CCOC(=N5)N)C6=CC(=NC=C6)F)F
78104936,C1COC(=NC12C3=CC(=NC(=C3OC4=C2C=C(C=C4)NC(=O)C5=NC=C(C=C5)C#N)F)C6=CC(=NC=C6)F)N
78104937,COC1=NC=C(N=C1)C(=O)NC2=CC3=C(C=C2)OC4=CN=C(C=C4C35CCSC(=N5)N)C6=CCCOC6
78104938,COC1=NC=C(N=C1)C(=O)NC2=CC3=C(C=C2)OC4=C(N=C(C=C4C35CCSC(=N5)N)C6=CC(=CN=C6)F)F
78104939,COC1=CN=C(C=C1)C(=O)NC2=CC3=C(C=C2)OC4=C(N=C(C=C4C35CCSC(=N5)N)C6=CC(=CN=C6)F)F
78104985,C1COCC=C1C2=NC(=C3C(=C2)C4(CCSC(=N4)N)C5=C(O3)C=CC(=C5)NC(=O)C6=NC=C(C=C6)Cl)F
78104986,COC1=CN=C(C=C1)C(=O)NC2=CC3=C(C=C2)OC4=C(N=C(C=C4C35CCSC(=N5)N)C6=CC(=NC=C6)F)F
78104987,C1CSC(=NC12C3=CC(=NC(=C3OC4=C2C=C(C=C4)NC(=O)C5=NC=C(C=C5)F)F)C6=CC(=NC=C6)F)N
78104988,C1COCC=C1C2=NC(=C3C(=C2)C4(CCSC(=N4)N)C5=C(O3)C=CC(=C5)NC(=O)C6=NC=C(C=C6)F)F
78104989,COC1=NC=C(N=C1)C(=O)NC2=CC3=C(C=C2)OC4=C(N=C(C=C4C35CCSC(=N5)N)C6=CC(=NC=C6)F)F
78105032,COC1=CN=C(C=C1)C(=O)NC2=CC3=C(C=C2)OC4=C(N=C(C=C4C35CCSC(=N5)N)C6=CCOCC6)F
78105033,COC1=NC=C(N=C1)C(=O)NC2=CC3=C(C=C2)OC4=CN=C(C=C4C35CCSC(=N5)N)C6=CCOCC6
78105034,COC1=CN=C(C=C1)C(=O)NC2=CC3=C(C=C2)OC4=C(N=C(C=C4C35CCOC(=N5)N)C6=CC(=NC=C6)F)F
78105035,C1COC(=NC12C3=CC(=NC(=C3OC4=C2C=C(C=C4)NC(=O)C5=NC=C(C=C5)F)F)C6=CC(=NC=C6)F)N
78105036,COC1=C2C(=CC(=N1)C3=CCOCC3)C4(CCOC(=N4)N)C5=C(O2)C=CC(=C5)NC(=O)C6=NC=C(C=C6)F
78105081,COC1=CN=C(C=C1)C(=O)NC2=CC3=C(C=C2)OC4=C(N=C(C=C4C35CCSC(=N5)N)C6=CCCOC6)F
78105082,C1CC1C2=CC3=C(N=C2)OC4=C(C35CCOC(=N5)N)C=C(C=C4)NC(=O)C6=NC=C(C=C6)Cl
78105084,C1COC(=NC12C3=CC(=NC=C3OC4=C2C=C(C=C4)NC(=O)C5=NC=C(C=C5)Cl)Cl)N
78105085,C1COCC=C1C2=CC3=C(N=C2)OC4=C(C35CCOC(=N5)N)C=C(C=C4)NC(=O)C6=NC=C(C=C6)Cl
78105118,COC1=NC=C(N=C1)C(=O)NC2=CC3=C(C=C2)OC4=C(N=C(C=C4C35CCOC(=N5)N)C6=CCCOC6)F
78105119,C1COCC(=C1)C2=NC(=C3C(=C2)C4(CCOC(=N4)N)C5=C(O3)C=CC(=C5)NC(=O)C6=NC=C(C=C6)C#N)F
78105120,C1COC(=NC12C3=C(N=CC=C3)OC4=C2C=C(C=C4)NC(=O)C5=NC=C(C=C5)Cl)N
78105122,COC1=C2C(=CC(=N1)C3CC3)C4(CCOC(=N4)N)C5=C(O2)C=CC(=C5)NC(=O)C6=NC=C(C=C6)Cl
78105159,COC1=CC2=C(C(=C1)F)OC3=C(C24CCSC(=N4)N)C=C(C=C3)NC(=O)C5=NC=C(C=C5)Cl
78105160,CC#CCOC1=NC=C(N=C1)C(=O)NC2=CC3=C(C=C2)OC4=C(N=C(C=C4C35CCOC(=N5)N)Cl)F
78105161,C1COC(=NC12C3=CC(=NC(=C3OC4=C2C=C(C=C4)NC(=O)C5=CN=C(C=N5)Cl)F)Cl)N
78105162,COC1=NC=C(N=C1)C(=O)NC2=CC3=C(C=C2)OC4=C(N=C(C=C4C35CCOC(=N5)N)Cl)F
78105163,COC1=CC2=C(C(=C1)F)OC3=C(C24CCSC(=N4)N)C=C(C=C3)NC(=O)C5=CN=C(C=N5)OC
78105197,COC1=NC=C(N=C1)C(=O)NC2=CC3=C(C=C2)OC4=CN=C(C=C4C35CCOC(=N5)N)C6=CCCOC6
78105199,COC1=NC=C(N=C1)C(=O)NC2=CC3=C(C=C2)OC4=C(N=C(C=C4C35CCSC(=N5)N)C6=CCOCC6)F
78105200,C1COCC=C1C2=NC(=C3C(=C2)C4(CCOC(=N4)N)C5=C(O3)C=CC(=C5)NC(=O)C6=NC=C(C=C6)C#N)F
78105228,C1COCC(=C1)C2=NC(=C3C(=C2)C4(CCSC(=N4)N)C5=C(O3)C=CC(=C5)NC(=O)C6=NC=C(C=C6)Cl)F
78105229,C1COC(=NC12C3=CC(=NC(=C3OC4=C2C=C(C=C4)NC(=O)C5=NC=C(C=C5)C#N)F)C6=CC(=CN=C6)F)N
78105230,COC1=NC=C(N=C1)C(=O)NC2=CC3=C(C=C2)OC4=C(N=C(C=C4C35CCOC(=N5)N)C6=CC(=CN=C6)F)F
78105231,COC1=NC=C(N=C1)C(=O)NC2=CC3=C(C=C2)OC4=C(N=C(C=C4C35CCOC(=N5)N)C6=CCOCC6)F
78105232,COC1=NC=C(N=C1)C(=O)NC2=CC3=C(C=C2)OC4=C(N=C(C=C4C35CCSC(=N5)N)C6=CCCOC6)F
78105259,C1COCC(=C1)C2=NC=C3C(=C2)C4(CCOC(=N4)N)C5=C(O3)C=CC(=C5)NC(=O)C6=NC=C(C=C6)Cl
78105262,C1CC1C2=NC(=C3C(=C2)C4(CCOC(=N4)N)C5=C(O3)C=CC(=C5)NC(=O)C6=NC=C(C=C6)Cl)F
78105263,COC1=NC=C(N=C1)C(=O)NC2=CC3=C(C=C2)OC4=C(N=C(C=C4C35CCOC(=N5)N)C6CC6)F
78105291,COC1=NC=C(N=C1)C(=O)NC2=CC3=C(C=C2)OC4=C(C35CCSC(=N5)N)C=C(C=C4F)C6=CCOCC6
78105292,CC(C)(C)C#CC1=CC2=C(C=N1)OC3=C(C24CCOC(=N4)N)C=C(C=C3)NC(=O)C5=NC=C(C=C5)Cl
78105293,C1COCC(=C1)C2=NC(=C3C(=C2)C4(CCOC(=N4)N)C5=C(O3)C=CC(=C5)NC(=O)C6=NC=C(C=C6)F)F
78109645,C1CC(CCC1N)NC2CC2C3=CC4=CC=CC=C4C=C3
78109676,CC1(CC1NC2CCC(CC2)N)C3=CC=CC=C3
78122009,CC1=C(C=C(C=C1)Cl)N2C(C3=C(N(N=C3C2=O)C4CC(=O)N(C(=O)N4C)C)C(C)C)C5=C(C=C(C=C5)Cl)C
78135306,C1C(C(CN1)NC2=C3C=NC=NC3=C(C=C2)C(=O)N)C4=CC(=CC=C4)OC(F)(F)F
78318202,CCOC(=O)N1CCCC(CC1)N2CCC(CC2)C3=C(N=CC=C3)OC(F)F
78319159,CC1=NN(C2=C1N=C(N=N2)NC3=CC=CC=C3)C
78319160,CC1=NN(C2=C1N=C(N=N2)NC3=CC=C(C=C3)S(=O)(=O)NCCN)C
78319161,CC1=NN(C2=C1N=C(N=N2)NC3=CC=C(C=C3)S(=O)(=O)NCCO)C
78319162,CC1=NN(C2=C1N=C(N=N2)NC3=CC=C(C=C3)S(=O)(=O)N)C
78319187,C1CC1CN2C=CC(=CC2=O)C3=CC4=C(C=C3)N=C(S4)N
78320809,CC1(CC(OC(=N1)N)C(F)(F)F)C2=C(N=CC(=C2)NC3=NC=CC4=CC(=CN=C43)C#N)F
78320811,CC1(CC(OC(=N1)N)C(F)(F)F)C2=C(N=CC(=C2)NC3=NC=NC4=C3N=CC(=C4)Cl)F
78321115,COC1=CC=C(C=C1)N2C=NC3=C(C2=O)SC=C3C4=CC=CC=C4F
78321122,CC1(CC(OC(=N1)N)C(F)(F)F)C2=C(N=CC(=C2)NC3=NC=CC4=CC(=CN=C43)Cl)F
78321124,COC1=CC(=C(N=C1)C(=O)NC2=CC(=C(C=C2)F)C3(CC(OC(=N3)N)C(F)(F)F)CF)Cl
78321125,C1C(OC(=NC1(CF)C2=C(C=CC(=C2)NC(=O)C3=C(C=C(C=N3)Br)Cl)F)N)C(F)(F)F
78321126,CC1=CC(=CN=C1C(=O)NC2=NC(=C(C=C2)F)C3(CC(OC(=N3)N)C(F)(F)F)C)C#N
78321445,CC1(CC(OC(=N1)N)C(F)(F)F)C2=C(C=CC(=N2)NC(=O)C3=C(C=C(C=N3)C#N)Cl)F
78321760,CC1(CC(OC(=N1)N)C(F)(F)F)C2=C(N=CC(=C2)NC(=O)C3=C(C=C(C=N3)OC)Cl)F
78321761,CC1=CC(=CN=C1C(=O)NC2=CC(=C(N=C2)F)C3(CC(OC(=N3)N)C(F)(F)F)C)C#N
78321762,CC1(CC(OC(=N1)N)C(F)(F)F)C2=C(N=CC(=C2)NC(=O)C3=NC=C(C=C3)C#N)F
78321764,COC1=C(N=CC(=C1)Cl)C(=O)NC2=CC(=C(C=C2)F)C3(CC(OC(=N3)N)C(F)(F)F)CF
78321765,CC1=NC(=CN=C1C(=O)NC2=CC(=C(C=C2)F)C3(CC(OC(=N3)N)C(F)(F)F)CF)OC
78322073,CC1=CC(=CN=C1C(=O)NC2=CC(=C(C=C2)F)C3(CC(OC(=N3)N)C(F)(F)F)C)Cl
78322074,CC1=CC(=CN=C1C(=O)NC2=CC(=C(N=C2)F)C3(CC(OC(=N3)N)C(F)(F)F)C)Cl
78322076,C1C(OC(=NC1(CF)C2=C(C=CC(=N2)NC(=O)C3=NN(C=C3Cl)C(F)F)F)N)C(F)(F)F
78322077,C1C(OC(=NC1(CF)C2=C(C=CC(=C2)NC(=O)C3=NC=C(C=C3)Br)F)N)C(F)(F)F
78322384,CC1(CC(OC(=N1)N)C(F)(F)F)C2=C(N=CC(=C2)NC(=O)C3=NN(C=C3Cl)C(F)F)F
78322385,CC#CCOC1=NC=C(N=C1)C(=O)NC2=CC(=C(C(=C2)F)F)C3(CC(OC(=N3)N)C(F)(F)F)CF
78322386,C#CCOC1=NC=C(N=C1)C(=O)NC2=CC(=C(C(=C2)F)F)C3(CC(OC(=N3)N)C(F)(F)F)CF
78322387,C#CCOC1=CN=C(C=C1)C(=O)NC2=CC(=C(C(=C2)F)F)C3(CC(OC(=N3)N)C(F)(F)F)CF
78322704,CC#CCOC1=CN=C(C=C1)C(=O)NC2=CC(=C(C(=C2)F)F)C3(CC(OC(=N3)N)C(F)(F)F)CF
78322705,CC1(CC(OC(=N1)N)C(F)(F)F)C2=C(C(=CC(=C2)NC(=O)C3=NC=C(C=C3)Cl)F)F
78322706,CC1(CC(OC(=N1)N)C(F)(F)F)C2=C(C(=CC(=C2)NC(=O)C3=CN=C(C=N3)OC)F)F
78322707,CC1=CC(=CN=C1C(=O)NC2=CC(=C(C(=C2)F)F)C3(CC(OC(=N3)N)C(F)(F)F)C)C#N
78322708,CC1(CC(OC(=N1)N)C(F)(F)F)C2=C(C(=CC(=C2)NC(=O)C3=C(C=C(C=N3)C#N)Cl)F)F
78322709,CC1(CC(OC(=N1)N)C(F)(F)F)C2=C(C(=CC(=C2)NC(=O)C3=C(C=C(C=N3)OC)Cl)F)F
78323012,CC1=CC(=CN=C1C(=O)NC2=CC(=C(C(=C2)F)F)C3(CC(OC(=N3)N)C(F)(F)F)C)C(F)F
78470894,CCOC(=O)C(C1=NC(CC2=CC=CC=C21)(C)C)C(=O)NC3=CC=CC=C3Cl
81689699,CNCC(C1=CC2=CC=CC=C2C=C1)C(C3=CC=CC=C3)OCC(=O)N
81689842,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)C3=NC=C(C=N3)C(F)(F)F)C(=O)NO)F
81750201,C1=COC(=C1)CNC2=C(C=CN=C2)C(=O)O
85468762,C1C2C1OC(=NC2(C3=C(C=CC(=C3)NC(=O)C4=NC=C(C=C4)Br)F)C(F)F)N
85468763,C1C2C1OC(=NC2(C3=C(C=CC(=C3)NC(=O)C4=NC=C(C=C4)Cl)F)C(F)F)N
85468764,C1C2C1OC(=NC2(C3=C(C=CC(=C3)NC(=O)C4=NC=C(C=C4)C#N)Cl)C(F)F)N
85468765,C1C2C1OC(=NC2(C3=C(C=CC(=C3)NC(=O)C4=NC=C(C=C4)Cl)Cl)C(F)F)N
85468766,C1C2C1OC(=NC2(C3=C(C=CC(=C3)NC(=O)C4=CN=C(C=N4)OCC5=COC=N5)Cl)C(F)F)N
85468826,C1C2C1OC(=NC2(C3=C(C(=CC(=C3)NC(=O)C4=NC=C(C=C4)C#N)F)F)C(F)F)N
85468827,C1C2C1OC(=NC2(CF)C3=C(C=CC(=C3)NC(=O)C4=NC=C(C=C4)Cl)F)N
85468828,C1C2C1OC(=NC2(CF)C3=C(C=CC(=C3)NC(=O)C4=C(C=C(C=N4)C#N)Cl)Cl)N
85468829,C1C2C1OC(=NC2(C3=C(C=CC(=C3)NC(=O)C4=C(C=C(C=N4)Cl)F)F)C(F)F)N
85468830,CC1=CC(=CC(=C1F)C2(C3CC3OC(=N2)N)C(F)F)NC(=O)C4=NC=C(C=C4C)C#N
85468831,CC1=CC(=CC(=C1F)C2(C3CC3OC(=N2)N)C(F)F)NC(=O)C4=C(C=C(C=N4)C#N)Cl
85468888,C1C2C1OC(=NC2(CF)C3=C(C=CC(=C3)NC(=O)C4=NC=C(C=C4)C#N)F)N
85468891,C1C2C1OC(=NC2(CF)C3=C(C=CC(=C3)NC(=O)C4=C(C=C(C=N4)C#N)Cl)F)N
85468892,COC1=CC(=C(N=C1)C(=O)NC2=CC(=C(C=C2)F)C3(C4CC4OC(=N3)N)CF)Cl
85468893,CC1=CC(=CN=C1C(=O)NC2=CC(=C(C=C2)F)C3(C4CC4OC(=N3)N)C(F)F)OC(F)F
85468944,COCC1=C(N=CC(=C1)C#N)C(=O)NC2=CC(=C(C=C2)F)C3(C4CC4OC(=N3)N)C(F)F
85469559,CC1=CC(=CN=C1C(=O)NC2=CC(=C(C=C2)F)C3(C4CC4OC(=N3)N)C(F)F)Cl
85469560,CC1=CC(=CN=C1C(=O)NC2=CC(=C(C=C2)F)C3(C4CC4OC(=N3)N)C(F)F)C#N
85469561,C1C2C1OC(=NC2(C3=C(C=CC(=C3)NC(=O)C4=C(C=C(C=N4)C#N)Cl)F)C(F)F)N
85469562,COC1=CC(=C(N=C1)C(=O)NC2=CC(=C(C=C2)F)C3(C4CC4OC(=N3)N)C(F)F)Cl
85469563,C1C2C1OC(=NC2(C3=C(C=CC(=C3)NC(=O)C4=C(C=C(C=N4)Cl)Cl)F)C(F)F)N
86046220,C1=CC(=CC=C1CCN)OCC2=CC=C(C=C2)Cl.Cl
86270008,CC(C)(C1=C2C(=NC(=N1)C3=C4C=CNC4=C(C=C3)F)N5CCOCC5CO2)S(=O)(=O)C
86270936,C1CC1(C(=O)O)NC(=O)NC2=CC(=C(C=C2C3=CC=CC=C3)F)Cl
86271138,C1=CC(=C(C=C1OC2=C(C=C(C=C2)S(=O)(=O)NC3=NC=C(C=C3)F)C#N)Cl)CO
86275248,C1CN(CCN1)C2=CN=C(S2)C3=CN4C(=C(C=N4)C5=CC=NC6=CC=CC=C56)N=C3
86279278,C1COCCN1C2=CC=C(C=C2)CNC(=O)N3C(=O)C4=CC=CC=C4S3
86287496,CC(C(=O)NC1=CC=C(C=C1)OC)NC2=NC(=O)C3=CNN(C3=N2)C4CCCC4
86287514,CC1(C(=O)NC(=O)N1)CNC(=O)COC2=CC=C(C=C2)Cl
86287681,CNCC(CC1=CN=CC=C1)C2=CC(=C(C=C2)Cl)Cl
86287685,CNCC(C1=CC2=CC=CC=C2C=C1)C(C3=CC(=CN=C3)OC)O
86287746,CC(=O)NC1=CC=CC(=C1)C(C(CNC)C2=CC(=C(C=C2)Cl)Cl)O
86287747,C1=CC=C2C=C(C=CC2=C1)C(CN)C(C3=C(C=NC=C3)Cl)O
86287793,C1CN(C1C(=O)O)C(=O)NC2=C(C=CC(=C2)Cl)C3=CC=CC=C3
86287934,C1CN(C1C(=O)O)C(=O)NC2=CC=CC=C2C3=CC=CC=C3
86287935,C1CN(C1C(=O)O)C(=O)NC2=C(C=CC(=C2)Cl)C3=CC=C(C=C3)F
86287936,C1CN(C1C(=O)O)C(=O)NC2=CC(=C(C=C2C3=CC=CC=C3)F)Cl
86287938,C1CN(C1C(=O)O)C(=O)NC2=C(C=CC(=C2)Cl)C3=C(C(=CC=C3)F)F
86287939,C1CN(C1C(=O)O)C(=O)NC2=C(C=CC(=C2)Cl)C3=CC=CC=C3F
86288007,C1CN(C1C(=O)O)C(=O)NC2=C(C=CC(=C2)Cl)C3=CC(=CC(=C3)F)F
86288009,C1CN(C1C(=O)O)C(=O)NC2=C(C=CC(=C2)Cl)C3=CC(=CC=C3)F
86288088,C1CN(C1C(=O)O)C(=O)NC2=C(C=CC(=C2)Cl)C3=C(C=C(C=C3)F)F
86288293,CNCC(C1=CC2=CC=CC=C2C=C1)C(C3=C(C=NC=C3)Cl)O
86288362,CNCC(C1=CC2=CC=CC=C2C=C1)C(C3=CC=CC=C3)OCC(=O)NCCO
86288365,CNCC(C1=CC2=CC=CC=C2C=C1)C(C3=CC=CC=C3)OCC(=O)N4CCC(C4)O
86288442,CNCC(C1=CC2=CC=CC=C2C=C1)C(CO)C3=CC=CC=C3
86288520,CNCC(C1=CC2=CC=CC=C2C=C1)C(C3=CC=CC=C3)OCC(=O)N(C)C
86288676,CNCC(C1=CC(=C(C=C1)Cl)Cl)C(C2=CC(=CC=C2)N)O
86288753,CNCC(C1=CC2=CC=CC=C2C=C1)C(C3=CC=CC=N3)O
86288843,CC1=NN(C2=C1N=C(N=N2)NC3=CC=C(C=C3)S(=O)(=O)N4CCCNCC4)C
86288855,CC1=NN(C2=C1N=C(N=N2)NC3=CC=C(C=C3)S(=O)(=O)N4CCNCC4)C
86288905,COC1=CC=CC=C1C2=CC=C3N2N=C(N=C3)NC4=C(C=C(C=C4)C5CCN(CC5O)CCO)OC
86290252,CC1=CC(=C(N1CC2=CSC(=N2)C3=CC=CC=C3)C)C(=O)NCC4=CC=C(C=C4)CN
86290253,CC1=CC(=C(N1CC2=CSC(=N2)C3=CC=CC=C3)C)C(=O)NCC4=C(C=C(C=C4)CN)C
86290530,CC1=CN(N=C1)CC2=CC=C(C=C2)CN3C=C(C(=N3)C(F)(F)F)C(=O)NCC4=C(C(=C(C=C4)CN)F)C
86290565,CC1=NC2=C(C=C1)C=C(C=C2)CN3C=C(C(=N3)C)C(=O)NCC4=C(C=C(C=C4C)CN)C
86290566,CC1=NC2=C(C=C1)C=C(C=C2)CN3C(=C(C=N3)C(=O)NCC4=C(C=C(C=C4C)CN)C)C
86290567,CC1=NC2=C(C=C1)C=C(C=C2)CN3C=C(C(=N3)C(F)(F)F)C(=O)NCC4=C(C=C(C=C4C)CN)C
86294663,C1=CC(=C(C=C1OC2=C(C=C(C=C2)S(=O)(=O)NC3=NC=C(C=C3)F)C#N)Cl)C#N
86296218,CC1(CC(OC(=N1)N)C(F)(F)F)C2=C(C=CC(=N2)NC(=O)C3=NN(C=C3Cl)C(F)F)F
86297381,CC(C)(C#N)C1=NOC(=C1)NC(=O)C(C)(C)S(=O)(=O)CCCC(F)(F)F
86297383,CC(C)(C#N)C1=NOC(=C1)NC(=O)C(C)(C)S(=O)(=O)C2CCOCC2
86297584,CC(C)(C#N)C1=NOC(=C1)NC(=O)C2CCCN2C3CCOCC3
86297585,CC(C)(C#N)C1=NN=C(S1)NC(=O)C(C)(C)N(C)CC2CCOCC2
86297586,CC(C)(C#N)C1=NN=C(S1)NC(=O)C(C)(C)N(C)C2CCN(CC2)S(=O)(=O)C
86302554,C1CN(CCN1)C2=CC=CC3=CC(=CN=C32)N4CC(CC4=O)C5=CC=CC=C5
86302574,CN1C=C(C=N1)C2=CN3C(=NN=C3SC4=CC5=C6C(=CN=C5C=C4)N(C(=O)CO6)C)C(=C2)F
86302594,CC(C)C1=CC(=C(C=C1O)O)C(=O)N2CCC3=C(C2)C(=NO3)C(=O)NCCCCCCC(=O)NO
86302836,CC1=NC=C(C=N1)C2=CC=C(C=C2)C(C3=CC=CC=C3F)C(=O)NO
86304283,C1C(CC2C1CN(C2)C(=O)NC3=C(C=NC=C3)C(=O)O)C4=CC=CC=C4C(F)(F)F
86343284,CCC(=O)N1CC(C1)NC2=CC(=CN=C2)N3C(C4=C(C3=O)C=CC(=C4)Cl)C
86343364,CC1C2CC(OCC2(N=C(S1)N)C3=C(C=C(C=C3)F)F)C4=CC(=NO4)C
86343365,CN1C=C(C=N1)C2CC3C(SC(=NC3(CO2)C4=C(C=C(C=C4)F)F)N)CF
86343366,CC1C2CC(OCC2(N=C(S1)N)C3=C(C=C(C=C3)F)F)C4=CN(N=C4)C
86345287,CC1=CN(N=C1)CC2=CC=C(C=C2)CN3C=C(C(=N3)C(F)(F)F)C(=O)NCC4=CC5=C(C=C4)C(=NC=C5)N
86346192,CC1=CC(=NO1)COC2=NC(=NC3=C2N(C=C3)CC4=CC=CC=N4)N
86567195,CC1CN(CCN1C2=CN=C(C=C2)NC3=CC(=CN(C3=O)C)C4=C(C(=NC=C4)N5CCN6C7=C(CC(C7)(C)C)C=C6C5=O)CO)C8COC8
86582336,CC1=C(C=CC=C1N2C(=O)C3=C(C(=CC=C3)F)N(C2=O)C)C4=C(C=C(C5=C4C6=C(N5)CC(CC6)C(C)(C)O)C(=O)N)F
